Player,Team,Match Up,Game Date,W/L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST%,AST_TO,AST_RATIO,OREB%,DREB%,REB%,TM_TOV%,EFG%,TS%,USG%,PACE
Matisse Thybulle,PHI,PHI @ HOU,08/14/2020,W,18,143.6,51.3,92.3,5.6,1.00,16.7,6.7,5.3,5.9,16.7,87.5,87.5,10.9,105.86
Meyers Leonard,MIA,MIA @ IND,08/14/2020,L,29,95.3,109.2,-13.9,0.0,0.00,0.0,5.3,17.2,10.4,27.3,57.1,57.1,14.1,107.62
Shai Gilgeous-Alexander,OKC,OKC @ LAC,08/14/2020,L,14,103.7,61.5,42.2,0.0,0.00,0.0,0.0,28.6,15.4,23.1,60.0,62.3,41.9,94.11
Norvel Pelle,PHI,PHI @ HOU,08/14/2020,W,9,90.5,90.5,0.0,0.0,0.00,0.0,0.0,18.2,10.0,20.0,75.0,75.0,22.7,108.99
Malcolm Brogdon,IND,IND vs. MIA,08/14/2020,W,25,98.0,89.8,8.2,54.5,2.00,26.1,8.0,14.8,11.5,13.0,57.1,57.1,29.8,96.91
Udonis Haslem,MIA,MIA @ IND,08/14/2020,L,24,85.1,95.7,-10.6,0.0,0.00,0.0,3.7,29.2,15.7,16.7,70.0,70.0,11.8,95.93
Steven Adams,OKC,OKC @ LAC,08/14/2020,L,6,83.3,66.7,16.7,0.0,0.00,0.0,25.0,40.0,30.8,33.3,0.0,0.0,18.8,90.47
P.J. Tucker,HOU,HOU vs. PHI,08/14/2020,L,29,111.7,129.5,-17.8,9.5,0.00,25.0,0.0,4.3,2.2,0.0,58.3,58.3,9.8,99.97
Andre Roberson,OKC,OKC @ LAC,08/14/2020,L,28,90.3,83.3,7.0,10.0,0.00,16.7,2.7,14.3,7.7,0.0,11.1,15.2,14.1,104.14
Edmond Sumner,IND,IND vs. MIA,08/14/2020,W,31,100.0,77.8,22.2,28.6,3.00,40.0,0.0,5.4,2.8,13.3,42.9,47.0,12.2,99.23
Shake Milton,PHI,PHI @ HOU,08/14/2020,W,19,123.8,139.0,-15.2,6.7,0.50,10.0,0.0,14.3,7.1,20.0,78.6,78.6,20.9,103.93
Naz Mitrou-Long,IND,IND vs. MIA,08/14/2020,W,2,80.0,100.0,-20.0,50.0,1.00,50.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,95.29
Derrick Jones Jr.,MIA,MIA @ IND,08/14/2020,L,16,108.6,117.6,-9.1,20.0,0.00,40.0,8.0,0.0,5.1,0.0,50.0,52.1,6.8,103.18
Duncan Robinson,MIA,MIA @ IND,08/14/2020,L,13,81.5,103.8,-22.4,11.1,0.50,16.7,0.0,13.3,7.1,33.3,0.0,0.0,17.9,94.93
Bruno Caboclo,HOU,HOU vs. PHI,08/14/2020,L,17,62.2,121.1,-58.9,0.0,0.00,0.0,5.0,33.3,17.1,28.6,50.0,55.7,36.8,108.43
Austin Rivers,HOU,HOU vs. PHI,08/14/2020,L,12,74.1,133.3,-59.3,0.0,0.00,0.0,0.0,9.1,4.0,25.0,0.0,17.4,14.8,104.94
Josh Richardson,PHI,PHI @ HOU,08/14/2020,W,23,132.7,132.7,0.0,4.5,0.00,20.0,0.0,5.9,2.9,0.0,62.5,62.5,7.5,100.94
Michael Frazier II,HOU,HOU vs. PHI,08/14/2020,L,17,62.2,121.1,-58.9,0.0,0.00,0.0,0.0,6.7,2.9,20.0,0.0,0.0,13.2,108.43
Hamidou Diallo,OKC,OKC @ LAC,08/14/2020,L,40,86.7,93.2,-6.5,5.3,0.50,3.7,6.9,15.9,10.8,7.4,54.5,55.8,24.8,107.38
Terrance Ferguson,OKC,OKC @ LAC,08/14/2020,L,18,58.3,100.0,-41.7,0.0,0.00,0.0,0.0,5.6,2.6,0.0,0.0,0.0,4.8,96.18
T.J. McConnell,IND,IND vs. MIA,08/14/2020,W,21,112.0,91.7,20.3,40.0,4.00,44.4,0.0,10.0,5.7,11.1,50.0,50.0,17.5,110.86
Danilo Gallinari,OKC,OKC @ LAC,08/14/2020,L,9,94.1,94.1,0.0,0.0,0.00,0.0,0.0,14.3,5.9,0.0,0.0,34.7,19.0,92.03
Darius Bazley,OKC,OKC @ LAC,08/14/2020,L,31,100.0,91.2,8.8,4.5,1.00,6.7,2.6,17.1,10.1,6.7,33.3,33.8,17.9,106.81
Chris Silva,MIA,MIA @ IND,08/14/2020,L,25,94.5,114.3,-19.7,6.7,1.00,12.5,11.8,28.0,18.6,12.5,50.0,43.4,10.3,108.81
Rodney McGruder,LAC,LAC vs. OKC,08/14/2020,W,51,92.7,91.1,1.7,6.5,1.00,11.1,5.5,11.6,8.9,11.1,22.7,33.0,13.0,103.93
Patrick Patterson,LAC,LAC vs. OKC,08/14/2020,W,39,91.8,95.5,-3.7,0.0,0.00,0.0,6.5,20.4,14.0,9.5,37.5,45.6,21.4,106.74
Tyler Cook,DEN,DEN @ TOR,08/14/2020,L,16,114.7,120.0,-5.3,0.0,0.00,0.0,11.8,10.0,10.8,40.0,50.0,69.4,13.2,102.33
Jerami Grant,DEN,DEN @ TOR,08/14/2020,L,18,116.2,110.8,5.4,6.3,0.00,14.3,4.8,9.1,6.3,0.0,16.7,16.7,14.0,97.05
Kendrick Nunn,MIA,MIA @ IND,08/14/2020,L,33,78.1,105.4,-27.3,36.4,0.80,10.5,2.4,2.6,2.5,13.2,31.5,38.8,41.0,107.02
Noah Vonleh,DEN,DEN @ TOR,08/14/2020,L,7,138.5,150.0,-11.5,25.0,0.00,33.3,0.0,0.0,0.0,0.0,50.0,50.0,12.5,92.31
Torrey Craig,DEN,DEN @ TOR,08/14/2020,L,15,103.3,127.6,-24.3,27.3,3.00,30.0,6.3,30.0,15.4,10.0,25.0,25.0,20.0,94.61
Kelly Olynyk,MIA,MIA @ IND,08/14/2020,L,20,82.5,105.0,-22.5,0.0,0.00,0.0,0.0,30.0,13.0,0.0,33.3,33.3,20.5,94.50
Raul Neto,PHI,PHI @ HOU,08/14/2020,W,19,115.0,66.7,48.3,38.5,0.00,31.3,0.0,15.0,8.3,0.0,56.3,63.2,24.4,101.21
Dennis Schroder,OKC,OKC @ LAC,08/14/2020,L,26,80.8,104.0,-23.2,44.4,2.00,21.1,0.0,3.2,1.7,10.5,62.5,66.0,25.0,96.06
Marial Shayok,PHI,PHI @ HOU,08/14/2020,W,8,94.4,76.5,18.0,0.0,0.00,0.0,12.5,10.0,11.1,16.7,37.5,51.2,31.6,105.88
Paul Millsap,DEN,DEN @ TOR,08/14/2020,L,16,100.0,112.5,-12.5,22.2,2.00,18.2,5.0,18.2,9.7,9.1,62.5,62.5,23.7,99.10
Doug McDermott,IND,IND vs. MIA,08/14/2020,W,22,107.7,92.0,15.7,0.0,0.00,0.0,4.0,10.0,7.3,0.0,65.6,66.4,28.8,111.87
Reggie Jackson,LAC,LAC vs. OKC,08/14/2020,W,16,96.8,62.9,33.9,37.5,1.00,20.0,0.0,10.0,5.9,20.0,31.3,39.4,33.3,97.81
Troy Daniels,DEN,DEN @ TOR,08/14/2020,L,28,106.9,112.3,-5.4,6.3,0.33,6.7,0.0,9.7,4.7,20.0,45.5,45.5,20.9,98.57
JaKarr Sampson,IND,IND vs. MIA,08/14/2020,W,23,104.3,91.7,12.6,16.7,1.00,15.4,4.3,12.5,8.5,15.4,55.6,55.6,20.4,97.57
Keita Bates-Diop,DEN,DEN @ TOR,08/14/2020,L,24,105.7,109.6,-4.0,0.0,0.00,0.0,7.1,14.3,10.7,14.3,31.8,43.1,23.3,103.49
T.J. Leaf,IND,IND vs. MIA,08/14/2020,W,18,104.5,85.7,18.8,5.9,0.00,10.0,0.0,10.7,6.4,0.0,33.3,31.8,18.4,114.56
Alec Burks,PHI,PHI @ HOU,08/14/2020,W,22,145.8,68.8,77.1,25.0,0.00,31.3,11.1,13.6,12.5,0.0,72.7,72.7,19.0,104.02
Deonte Burton,OKC,OKC @ LAC,08/14/2020,L,30,97.0,98.5,-1.5,22.7,1.25,25.0,2.2,15.6,7.7,20.0,27.3,27.3,18.5,108.08
Dewan Hernandez,TOR,TOR vs. DEN,08/14/2020,W,13,110.7,110.7,0.0,10.0,1.00,12.5,18.8,28.6,23.3,12.5,33.3,33.3,21.2,105.83
Joel Embiid,PHI,PHI @ HOU,08/14/2020,W,23,120.4,104.2,16.2,5.6,0.20,5.3,10.0,21.1,15.4,26.3,50.0,52.6,32.1,101.87
Ben McLemore,HOU,HOU vs. PHI,08/14/2020,L,11,66.7,129.6,-63.0,25.0,0.00,20.0,0.0,16.7,8.0,0.0,37.5,37.5,14.8,114.19
Luc Mbah a Moute,HOU,HOU vs. PHI,08/14/2020,L,14,65.6,106.1,-40.4,0.0,0.00,0.0,0.0,7.1,3.1,0.0,33.3,38.7,12.1,112.10
Chris Clemons,HOU,HOU vs. PHI,08/14/2020,L,17,62.2,121.1,-58.9,57.1,4.00,33.3,0.0,6.7,2.9,8.3,28.6,28.6,21.1,108.43
Terence Davis,TOR,TOR vs. DEN,08/14/2020,W,34,116.2,105.8,10.4,11.5,1.00,13.6,2.9,13.5,8.3,13.6,40.0,44.1,23.2,96.61
Robert Covington,HOU,HOU vs. PHI,08/14/2020,L,24,125.5,128.8,-3.4,4.5,1.00,14.3,0.0,27.8,13.2,14.3,37.5,51.2,11.8,102.43
Mike Muscala,OKC,OKC @ LAC,08/14/2020,L,14,77.4,100.0,-22.6,0.0,0.00,0.0,0.0,5.6,2.9,0.0,50.0,50.0,9.4,105.98
Monte Morris,DEN,DEN @ TOR,08/14/2020,L,30,95.4,104.5,-9.2,26.7,2.00,18.2,0.0,15.4,7.9,9.1,35.7,48.1,24.3,105.33
Marc Gasol,TOR,TOR vs. DEN,08/14/2020,W,17,105.9,111.8,-5.9,38.5,2.50,50.0,0.0,15.0,9.7,20.0,33.3,33.3,13.9,97.63
Bol Bol,DEN,DEN @ TOR,08/14/2020,L,16,118.2,108.6,9.6,20.0,1.00,16.7,6.3,15.8,11.4,16.7,33.3,48.8,27.8,105.63
Kevin Hervey,OKC,OKC @ LAC,08/14/2020,L,11,82.1,122.2,-40.1,14.3,0.00,14.3,4.0,27.3,11.1,0.0,41.7,41.7,15.4,118.03
Devon Hall,OKC,OKC @ LAC,08/14/2020,L,24,94.7,96.5,-1.8,25.0,4.00,21.1,2.5,0.0,1.6,5.3,45.8,43.6,21.7,112.75
Rondae Hollis-Jefferson,TOR,TOR vs. DEN,08/14/2020,W,22,131.1,102.1,29.0,15.0,3.00,23.1,10.0,15.4,13.0,7.7,33.3,31.8,18.9,99.01
Jevon Carter,PHX,PHX vs. DAL,08/13/2020,W,26,111.3,101.9,9.4,5.3,0.00,12.5,0.0,6.5,3.4,0.0,64.3,64.3,11.5,96.85
Nemanja Bjelica,SAC,SAC @ LAL,08/13/2020,W,32,142.9,97.1,45.7,39.4,13.00,54.2,0.0,21.6,11.9,4.2,68.8,73.5,14.3,103.81
Robert Williams III,BOS,BOS vs. WAS,08/13/2020,L,6,141.7,145.5,-3.8,33.3,0.00,25.0,0.0,16.7,11.1,0.0,100,100,25.0,92.51
Seth Curry,DAL,DAL @ PHX,08/13/2020,L,20,104.8,161.9,-57.1,0.0,0.00,0.0,5.0,7.1,5.9,0.0,44.4,44.4,19.1,100.55
Tony Bradley,UTA,UTA vs. SAS,08/13/2020,W,22,115.9,118.2,-2.3,6.3,1.00,11.1,12.5,33.3,22.2,11.1,42.9,42.9,16.0,97.40
Jaxson Hayes,NOP,NOP @ ORL,08/13/2020,L,31,126.9,142.0,-15.2,0.0,0.00,0.0,8.3,8.3,8.3,10.0,71.4,74.2,13.7,105.40
Kostas Antetokounmpo,LAL,LAL vs. SAC,08/13/2020,L,11,148.1,92.9,55.3,7.7,1.00,16.7,18.2,0.0,8.0,16.7,100,90.2,15.6,115.79
Jordan Clarkson,UTA,UTA vs. SAS,08/13/2020,W,14,128.1,93.5,34.6,8.3,0.50,6.7,0.0,15.4,6.5,13.3,45.8,45.8,36.8,107.74
LeBron James,LAL,LAL vs. SAC,08/13/2020,L,15,106.3,146.9,-40.6,66.7,1.33,19.0,6.3,16.7,10.7,14.3,53.8,59.4,45.9,105.21
D.J. Augustin,ORL,ORL vs. NOP,08/13/2020,W,22,110.4,126.1,-15.7,50.0,3.00,30.0,4.3,17.6,10.0,10.0,75.0,84.1,25.9,102.08
Cheick Diallo,PHX,PHX vs. DAL,08/13/2020,W,5,154.5,109.1,45.5,0.0,0.00,0.0,0.0,12.5,7.7,0.0,75.0,75.0,30.8,99.94
Kyle Korver,MIL,MIL @ MEM,08/13/2020,L,21,85.7,89.6,-3.9,0.0,0.00,0.0,0.0,4.2,1.9,25.0,50.0,58.1,7.3,112.92
Nigel Williams-Goss,UTA,UTA vs. SAS,08/13/2020,W,22,104.2,114.9,-10.7,5.9,1.00,9.1,0.0,4.5,2.2,9.1,55.6,55.6,18.9,102.78
Cameron Johnson,PHX,PHX vs. DAL,08/13/2020,W,30,119.4,100.0,19.4,12.5,0.00,21.4,7.1,10.0,8.6,0.0,68.2,68.2,16.7,98.87
Marvin Williams,MIL,MIL @ MEM,08/13/2020,L,10,88.0,95.8,-7.8,0.0,0.00,0.0,0.0,21.4,10.7,0.0,125.0,125.0,7.7,119.84
Romeo Langford,BOS,BOS vs. WAS,08/13/2020,L,30,104.7,95.2,9.4,17.4,4.00,28.6,0.0,10.3,6.1,7.1,33.3,33.3,14.3,101.15
Jarrell Brantley,UTA,UTA vs. SAS,08/13/2020,W,29,110.2,116.9,-6.8,30.0,0.00,30.0,3.3,10.7,6.9,0.0,46.2,46.8,20.9,97.71
Joe Harris,BKN,BKN vs. POR,08/13/2020,L,34,121.8,149.4,-27.6,12.9,1.33,19.0,3.3,5.7,4.6,14.3,67.9,67.9,19.8,108.06
Zylan Cheatham,NOP,NOP @ ORL,08/13/2020,L,20,126.5,125.0,1.5,5.9,1.00,16.7,12.5,7.1,10.0,16.7,100,100,8.9,114.30
Carmelo Anthony,POR,POR @ BKN,08/13/2020,W,37,135.0,118.8,16.3,2.7,0.50,6.7,7.5,11.4,9.3,13.3,37.5,37.5,14.6,104.68
Lonnie Walker IV,SAS,SAS @ UTA,08/13/2020,L,34,112.7,127.8,-15.1,18.2,4.00,21.1,3.2,5.3,4.3,5.3,53.6,53.6,19.5,100.74
Dillon Brooks,MEM,MEM vs. MIL,08/13/2020,W,33,118.2,84.2,34.0,9.1,2.00,8.7,0.0,4.0,2.5,4.3,77.8,76.7,25.0,112.64
Juwan Morgan,UTA,UTA vs. SAS,08/13/2020,W,22,116.7,104.3,12.4,5.0,1.00,16.7,8.0,5.0,6.7,16.7,75.0,75.0,8.9,104.51
Quinn Cook,LAL,LAL vs. SAC,08/13/2020,L,31,105.8,114.5,-8.7,16.0,2.00,22.2,2.6,9.7,5.8,11.1,40.9,48.7,17.5,107.82
CJ McCollum,POR,POR @ BKN,08/13/2020,W,44,133.3,126.0,7.3,18.4,3.50,20.6,2.0,7.0,4.3,5.9,42.9,51.0,23.9,104.97
Thomas Bryant,WAS,WAS @ BOS,08/13/2020,W,33,100.0,84.8,15.2,14.3,1.00,9.5,8.3,15.4,12.0,9.5,73.3,73.7,23.5,97.17
Tacko Fall,BOS,BOS vs. WAS,08/13/2020,L,8,92.9,81.3,11.6,25.0,0.00,33.3,12.5,23.1,19.0,0.0,100,100,13.3,85.71
Dwight Howard,LAL,LAL vs. SAC,08/13/2020,L,12,107.7,132.0,-24.3,0.0,0.00,0.0,9.1,40.0,23.8,14.3,33.3,53.2,24.1,98.45
DaQuan Jeffries,SAC,SAC @ LAL,08/13/2020,W,26,122.0,127.1,-5.1,0.0,0.00,0.0,4.5,12.0,8.5,12.5,50.0,50.0,12.7,110.55
Jared Dudley,LAL,LAL vs. SAC,08/13/2020,L,23,119.6,134.0,-14.4,22.7,5.00,55.6,0.0,21.1,10.8,11.1,100,100,7.4,106.78
Cory Joseph,SAC,SAC @ LAL,08/13/2020,W,20,135.7,120.9,14.8,12.5,1.00,20.0,0.0,9.5,5.1,20.0,108.3,108.3,17.4,102.60
De'Anthony Melton,MEM,MEM vs. MIL,08/13/2020,W,20,100.0,122.2,-22.2,14.3,0.00,22.2,0.0,11.1,5.0,0.0,33.3,36.3,14.9,106.04
Jarrod Uthoff,WAS,WAS @ BOS,08/13/2020,W,24,92.3,92.2,0.2,0.0,0.00,0.0,2.9,7.4,4.9,0.0,57.1,57.1,11.5,101.59
Boban Marjanovic,DAL,DAL @ PHX,08/13/2020,L,29,109.8,126.2,-16.4,17.6,1.00,15.0,20.7,50.0,35.1,15.0,64.3,62.3,24.3,99.65
Ed Davis,UTA,UTA vs. SAS,08/13/2020,W,8,127.8,70.6,57.2,25.0,0.00,14.3,33.3,22.2,28.6,0.0,83.3,85.4,26.1,112.25
Ty Jerome,PHX,PHX vs. DAL,08/13/2020,W,5,154.5,109.1,45.5,20.0,0.00,20.0,20.0,12.5,15.4,0.0,50.0,51.5,30.8,99.94
Gary Trent Jr.,POR,POR @ BKN,08/13/2020,W,37,119.0,125.0,-6.0,3.6,1.00,6.7,0.0,2.6,1.1,6.7,61.5,61.5,14.6,104.07
Jonas Valanciunas,MEM,MEM vs. MIL,08/13/2020,W,33,116.0,93.2,22.8,54.5,4.00,36.4,9.7,35.6,25.0,9.1,70.6,72.7,25.9,109.92
Jakob Poeltl,SAS,SAS @ UTA,08/13/2020,L,21,120.9,120.5,0.5,17.6,3.00,25.0,9.1,13.6,11.4,8.3,83.3,61.0,18.4,98.80
BJ Johnson,ORL,ORL vs. NOP,08/13/2020,W,17,151.2,135.0,16.2,0.0,0.00,0.0,0.0,15.4,7.7,11.1,50.0,58.0,20.0,113.68
Gary Clark,ORL,ORL vs. NOP,08/13/2020,W,29,114.1,113.8,0.2,0.0,0.00,0.0,3.8,3.1,3.4,12.5,57.1,57.1,11.6,106.33
Jusuf Nurkic,POR,POR @ BKN,08/13/2020,W,33,140.8,125.0,15.8,11.5,3.00,14.3,5.9,25.8,15.4,4.8,64.7,63.1,22.2,104.79
Hassan Whiteside,POR,POR @ BKN,08/13/2020,W,15,103.0,119.4,-16.4,12.5,1.00,10.0,22.7,25.0,23.7,10.0,83.3,92.6,20.9,108.59
J.J. Barea,DAL,DAL @ PHX,08/13/2020,L,19,89.7,117.9,-28.2,36.4,4.00,23.5,0.0,10.0,4.4,5.9,37.5,37.5,28.3,98.61
Brandon Clarke,MEM,MEM vs. MIL,08/13/2020,W,28,93.8,92.4,1.3,5.3,0.50,7.1,0.0,18.4,10.0,14.3,44.4,46.5,18.3,111.03
Harry Giles III,SAC,SAC @ LAL,08/13/2020,W,4,75.0,177.8,-102.8,0.0,0.00,0.0,0.0,50.0,16.7,25.0,66.7,66.7,50.0,104.17
Wes Iwundu,ORL,ORL vs. NOP,08/13/2020,W,27,133.9,117.2,16.7,25.0,3.00,37.5,0.0,15.4,8.3,12.5,100,92.8,15.6,104.32
Vincent Poirier,BOS,BOS vs. WAS,08/13/2020,L,16,67.6,91.7,-24.1,12.5,0.50,16.7,10.3,28.6,18.0,33.3,33.3,33.3,10.4,107.16
Brook Lopez,MIL,MIL @ MEM,08/13/2020,L,20,95.3,138.6,-43.3,12.5,0.00,5.9,16.0,31.3,22.0,0.0,50.0,58.6,32.0,105.45
Keldon Johnson,SAS,SAS @ UTA,08/13/2020,L,30,117.2,109.2,8.0,0.0,0.00,0.0,0.0,6.3,3.4,16.7,70.8,77.3,26.1,102.57
Jabari Parker,SAC,SAC @ LAL,08/13/2020,W,30,127.9,110.4,17.5,22.2,2.00,31.6,15.4,12.1,13.6,15.8,95.0,91.0,17.6,108.79
Semi Ojeleye,BOS,BOS vs. WAS,08/13/2020,L,31,88.7,92.1,-3.4,12.5,0.67,12.5,5.7,15.0,10.7,18.8,45.5,52.8,19.2,96.51
Talen Horton-Tucker,LAL,LAL vs. SAC,08/13/2020,L,34,116.7,120.3,-3.6,9.4,1.50,15.0,2.6,9.1,5.6,10.0,46.7,46.7,18.7,110.77
JaVale McGee,LAL,LAL vs. SAC,08/13/2020,L,21,97.8,144.4,-46.6,6.7,1.00,12.5,14.8,27.8,20.0,12.5,66.7,66.7,13.2,104.41
Nikola Vucevic,ORL,ORL vs. NOP,08/13/2020,W,26,150.0,117.6,32.4,14.3,0.00,21.4,0.0,31.6,15.4,0.0,104.5,104.5,19.3,95.38
Dejounte Murray,SAS,SAS @ UTA,08/13/2020,L,36,116.9,113.2,3.7,25.9,1.17,25.0,2.9,35.1,19.4,21.4,35.7,40.3,24.4,101.25
Jerome Robinson,WAS,WAS @ BOS,08/13/2020,W,27,91.1,90.9,0.2,6.7,0.25,6.7,3.3,6.1,4.8,26.7,50.0,50.0,20.9,97.58
Enes Freedom,BOS,BOS vs. WAS,08/13/2020,L,18,94.9,92.3,2.6,27.3,1.50,27.3,17.6,10.5,13.9,18.2,66.7,66.7,18.6,103.43
Nicolo Melli,NOP,NOP @ ORL,08/13/2020,L,25,118.4,138.0,-19.6,4.3,0.00,14.3,0.0,19.2,10.4,0.0,41.7,46.6,11.3,93.91
Markelle Fultz,ORL,ORL vs. NOP,08/13/2020,W,25,152.0,116.3,35.7,20.0,0.00,29.4,5.3,0.0,2.7,0.0,41.7,42.7,21.8,96.98
Antonius Cleveland,DAL,DAL @ PHX,08/13/2020,L,13,104.0,96.2,7.8,14.3,1.00,20.0,0.0,5.9,3.0,20.0,66.7,58.1,13.8,92.73
Kyle Guy,SAC,SAC @ LAL,08/13/2020,W,6,85.7,142.9,-57.1,20.0,0.00,25.0,0.0,11.1,6.3,0.0,33.3,33.3,20.0,119.64
Khris Middleton,MIL,MIL @ MEM,08/13/2020,L,21,95.6,132.6,-37.1,44.4,1.33,18.2,0.0,23.5,9.1,13.6,38.5,46.1,34.6,106.54
