Player,Team,Match Up,Game Date,W/L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST%,AST_TO,AST_RATIO,OREB%,DREB%,REB%,TM_TOV%,EFG%,TS%,USG%,PACE
Charlie Villanueva,DET,DET vs. PHI,04/26/2012,W,18,141.2,103.0,38.1,7.7,0.00,8.3,5.9,28.6,18.4,0.0,50.0,50.0,27.5,91.54
Jerome Jordan,NYK,NYK @ CHA,04/26/2012,W,24,102.0,90.0,12.0,0.0,0.00,0.0,8.3,10.0,9.1,0.0,54.5,54.7,21.4,100.00
Isaiah Thomas,SAC,SAC vs. LAL,04/26/2012,W,26,134.0,111.5,22.4,29.2,7.00,50.0,0.0,3.3,1.9,7.1,91.7,91.7,11.5,96.86
Ben Gordon,DET,DET vs. PHI,04/26/2012,W,22,134.1,111.9,22.2,45.5,5.00,26.3,0.0,7.1,4.3,5.3,100,100,29.8,89.47
D.J. Augustin,CHA,CHA vs. NYK,04/26/2012,L,32,100.0,110.0,-10.0,38.9,1.75,26.9,0.0,3.3,1.6,15.4,40.0,40.0,28.4,89.29
Joakim Noah,CHI,CHI vs. CLE,04/26/2012,W,31,125.9,83.6,42.3,12.5,0.00,20.0,12.5,20.9,17.9,0.0,54.5,54.7,18.5,92.33
Josh Smith,ATL,ATL vs. DAL,04/26/2012,W,28,132.1,112.7,19.4,31.8,7.00,29.2,9.5,28.0,19.6,4.2,71.4,73.0,28.3,94.05
Mickell Gladness,GSW,GSW vs. SAS,04/26/2012,L,39,100.0,110.3,-10.3,7.1,0.00,16.7,5.3,16.7,11.3,0.0,70.0,70.0,11.5,96.70
Andrew Goudelock,LAL,LAL @ SAC,04/26/2012,L,25,93.8,104.3,-10.6,13.3,1.00,12.5,0.0,20.8,9.4,12.5,45.8,45.8,24.1,90.36
Greg Monroe,DET,DET vs. PHI,04/26/2012,W,26,113.0,87.5,25.5,17.6,3.00,27.3,14.3,13.3,13.7,9.1,57.1,57.1,15.1,87.67
Shelvin Mack,WAS,WAS vs. MIA,04/26/2012,W,23,106.7,73.3,33.3,41.2,1.17,43.8,0.0,10.5,5.9,37.5,100,104.2,18.8,95.01
Greg Smith,HOU,HOU vs. NOH,04/26/2012,W,20,77.5,61.5,16.0,12.5,0.00,14.3,11.5,29.2,20.0,0.0,66.7,66.7,12.8,96.49
Tristan Thompson,CLE,CLE @ CHI,04/26/2012,L,30,89.8,114.0,-24.2,0.0,0.00,0.0,14.6,22.2,17.6,11.8,36.4,44.8,23.9,92.29
James Johnson,TOR,TOR vs. NJN,04/26/2012,W,19,110.5,66.7,43.9,16.7,0.50,15.4,0.0,10.0,5.1,30.8,57.1,57.1,23.4,93.23
DeSagana Diop,CHA,CHA vs. NYK,04/26/2012,L,20,92.7,95.1,-2.4,0.0,0.00,0.0,12.5,5.3,8.6,0.0,100,100,2.3,100.14
Ryan Hollins,BOS,BOS vs. MIL,04/26/2012,W,23,89.8,76.0,13.8,0.0,0.00,0.0,3.8,13.8,9.1,0.0,66.7,69.9,11.1,101.57
Jordan Hill,LAL,LAL @ SAC,04/26/2012,L,30,105.0,123.0,-18.0,9.1,1.00,12.5,6.1,20.0,12.7,12.5,33.3,33.3,20.0,97.72
Arron Afflalo,DEN,DEN @ MIN,04/26/2012,W,30,125.4,103.4,22.0,4.3,0.50,6.7,3.7,9.4,6.8,13.3,70.8,72.3,20.3,96.00
Sean Williams,BOS,BOS vs. MIL,04/26/2012,W,19,84.6,75.7,8.9,9.1,1.00,20.0,10.0,26.3,17.9,20.0,100,108.7,9.1,95.50
Alec Burks,UTA,UTA vs. POR,04/26/2012,W,23,90.9,120.5,-29.5,0.0,0.00,0.0,0.0,13.6,6.4,8.3,72.2,80.4,23.5,93.73
Blake Ahearn,UTA,UTA vs. POR,04/26/2012,W,15,86.7,123.3,-36.7,0.0,0.00,0.0,0.0,0.0,0.0,27.3,43.8,43.8,30.6,96.11
DJ White,CHA,CHA vs. NYK,04/26/2012,L,28,100.0,118.9,-18.9,13.3,2.00,15.4,4.2,24.0,14.3,7.7,55.6,55.7,19.0,91.73
Carl Landry,NOH,NOH @ HOU,04/26/2012,L,7,161.5,61.5,100.0,0.0,0.00,0.0,0.0,30.0,18.8,0.0,80.0,80.0,29.4,88.72
Marc Gasol,MEM,MEM vs. ORL,04/26/2012,W,32,114.0,76.8,37.2,5.9,1.00,5.6,0.0,21.4,11.3,5.6,61.5,70.3,26.2,85.26
Gary Forbes,TOR,TOR vs. NJN,04/26/2012,W,41,100.0,77.2,22.8,14.3,3.00,11.1,0.0,11.5,6.0,3.7,50.0,50.5,25.8,93.36
Gerald Henderson,CHA,CHA vs. NYK,04/26/2012,L,37,90.0,118.6,-28.6,23.5,2.00,17.4,2.9,18.8,10.4,8.7,58.3,64.0,24.1,90.93
Brendan Haywood,DAL,DAL @ ATL,04/26/2012,L,14,92.0,148.0,-56.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,7.1,86.12
Bismack Biyombo,CHA,CHA vs. NYK,04/26/2012,L,25,78.0,104.2,-26.2,0.0,0.00,0.0,8.3,4.3,6.4,28.6,66.7,52.5,12.3,93.21
Jodie Meeks,PHI,PHI @ DET,04/26/2012,L,32,95.1,103.3,-8.3,23.5,4.00,18.2,2.9,0.0,1.5,4.5,35.7,45.1,25.4,91.42
Maurice Evans,WAS,WAS vs. MIA,04/26/2012,W,23,110.9,72.7,38.1,0.0,0.00,0.0,0.0,0.0,0.0,0.0,61.5,62.8,28.0,93.24
Rudy Gay,MEM,MEM vs. ORL,04/26/2012,W,34,91.9,82.0,10.0,0.0,0.00,0.0,0.0,15.2,7.8,18.8,77.3,78.4,21.9,87.42
Wesley Johnson,MIN,MIN vs. DEN,04/26/2012,L,19,118.4,143.2,-24.8,13.3,0.00,40.0,0.0,0.0,0.0,0.0,100,100,7.0,96.26
Brandon Jennings,MIL,MIL @ BOS,04/26/2012,L,25,86.3,126.9,-40.6,18.2,0.50,9.5,0.0,13.6,5.8,19.0,35.7,39.2,31.1,97.20
Norris Cole,MIA,MIA @ WAS,04/26/2012,L,31,70.5,106.5,-36.0,28.6,0.50,11.8,0.0,0.0,0.0,23.5,60.0,64.3,23.1,95.48
Chris Wright,GSW,GSW vs. SAS,04/26/2012,L,46,105.3,107.4,-2.1,0.0,0.00,0.0,2.3,13.0,8.2,6.3,78.6,79.3,15.5,97.42
Charles Jenkins,GSW,GSW vs. SAS,04/26/2012,L,26,116.1,116.4,-0.3,35.0,0.00,35.0,0.0,12.5,6.4,0.0,61.5,61.5,21.3,102.46
Donald Sloan,CLE,CLE @ CHI,04/26/2012,L,42,77.8,113.8,-36.0,11.1,0.67,9.1,1.6,8.1,4.0,13.6,35.3,35.3,20.6,92.55
O.J. Mayo,MEM,MEM vs. ORL,04/26/2012,W,27,102.0,87.5,14.5,40.0,3.00,31.6,5.3,20.0,14.3,10.5,61.1,69.7,25.0,85.12
JJ Hickson,POR,POR @ UTA,04/26/2012,L,39,93.3,109.3,-16.0,0.0,0.00,0.0,5.3,17.1,11.4,23.5,76.9,72.0,20.7,93.34
Taj Gibson,CHI,CHI vs. CLE,04/26/2012,W,31,120.7,72.9,47.8,13.0,3.00,27.3,8.3,20.4,16.4,9.1,66.7,72.7,12.3,92.07
Alan Anderson,TOR,TOR vs. NJN,04/26/2012,W,45,108.0,73.3,34.7,13.3,1.33,16.7,2.1,5.3,3.8,12.5,53.1,57.7,19.8,92.42
Jeremy Evans,UTA,UTA vs. POR,04/26/2012,W,28,96.2,105.7,-9.4,7.1,0.00,8.3,17.1,14.3,15.9,0.0,55.6,60.4,16.7,90.64
Omer Asik,CHI,CHI vs. CLE,04/26/2012,W,17,109.7,75.0,34.7,0.0,0.00,0.0,11.8,29.2,22.0,0.0,75.0,75.0,10.8,88.59
Ivan Johnson,ATL,ATL vs. DAL,04/26/2012,W,22,111.4,81.8,29.5,6.7,1.00,11.1,4.5,19.2,12.5,11.1,66.7,68.3,16.3,98.23
Klay Thompson,GSW,GSW vs. SAS,04/26/2012,L,30,101.6,107.9,-6.4,26.1,2.00,22.2,0.0,17.2,8.5,11.1,43.8,47.9,29.6,103.50
Kosta Koufos,DEN,DEN @ MIN,04/26/2012,W,26,133.3,89.1,44.2,0.0,0.00,0.0,9.1,31.0,21.6,0.0,60.0,59.5,9.7,99.47
Jason Maxiell,DET,DET vs. PHI,04/26/2012,W,14,191.7,76.9,114.7,0.0,0.00,0.0,10.0,10.0,10.0,0.0,75.0,82.0,16.7,88.03
Ed Davis,TOR,TOR vs. NJN,04/26/2012,W,43,103.6,73.8,29.8,8.7,0.67,9.1,8.0,15.4,11.8,13.6,66.7,69.8,19.8,93.23
Kemba Walker,CHA,CHA vs. NYK,04/26/2012,L,25,90.4,121.2,-30.8,30.8,4.00,20.0,0.0,8.7,4.5,5.0,41.7,44.4,29.1,100.78
Kelenna Azubuike,DAL,DAL @ ATL,04/26/2012,L,8,68.4,68.4,0.0,0.0,0.00,0.0,0.0,0.0,0.0,28.6,70.0,70.0,36.8,118.96
Jason Collins,ATL,ATL vs. DAL,04/26/2012,W,16,136.7,100.0,36.7,0.0,0.00,0.0,0.0,7.7,4.8,0.0,75.0,75.0,12.9,86.78
Spencer Hawes,PHI,PHI @ DET,04/26/2012,L,26,97.9,127.1,-29.2,8.3,0.00,7.1,6.9,21.7,13.5,0.0,61.5,61.5,22.4,89.00
Anthony Morrow,NJN,NJN @ TOR,04/26/2012,L,29,64.3,107.1,-42.9,18.2,0.67,11.8,0.0,6.5,3.0,17.6,45.8,45.8,23.8,92.85
Patty Mills,SAS,SAS @ GSW,04/26/2012,W,43,109.1,100.0,9.1,52.2,3.00,29.3,4.2,7.9,5.8,9.8,64.0,65.7,27.1,97.46
Daniel Orton,ORL,ORL @ MEM,04/26/2012,L,26,93.6,85.1,8.5,21.4,1.50,33.3,0.0,8.0,4.3,22.2,100,90.2,12.2,88.18
Danilo Gallinari,DEN,DEN @ MIN,04/26/2012,W,27,144.2,109.4,34.8,15.4,0.00,26.7,0.0,11.5,6.1,0.0,71.4,80.8,17.7,93.33
Chris Singleton,WAS,WAS vs. MIA,04/26/2012,W,25,106.0,74.5,31.5,0.0,0.00,0.0,0.0,20.8,11.1,11.1,43.8,43.8,16.7,97.61
Jordan Hamilton,DEN,DEN @ MIN,04/26/2012,W,12,126.7,113.8,12.9,15.4,2.00,20.0,14.3,28.6,23.8,10.0,57.1,57.1,24.2,118.00
Boris Diaw,SAS,SAS @ GSW,04/26/2012,W,20,123.3,100.0,23.3,21.1,1.33,44.4,0.0,31.8,17.9,33.3,125.0,125.0,10.4,105.40
Josh Harrellson,NYK,NYK @ CHA,04/26/2012,W,30,123.2,89.7,33.6,0.0,0.00,0.0,9.5,25.9,18.8,7.7,75.0,75.0,21.7,91.61
John Wall,WAS,WAS vs. MIA,04/26/2012,W,25,109.8,72.5,37.3,60.0,6.00,54.5,0.0,7.7,4.1,9.1,37.5,39.4,17.9,96.89
Mike James,CHI,CHI vs. CLE,04/26/2012,W,24,141.9,75.0,66.9,20.0,1.33,28.6,0.0,5.9,4.1,21.4,71.4,71.4,20.8,85.76
Vernon Macklin,DET,DET vs. PHI,04/26/2012,W,5,88.9,125.0,-36.1,0.0,0.00,0.0,0.0,25.0,11.1,0.0,100,79.8,40.0,86.81
Ty Lawson,DEN,DEN @ MIN,04/26/2012,W,26,151.0,96.1,54.9,16.0,0.00,28.6,9.1,7.7,8.3,0.0,75.0,71.8,16.4,96.13
Will Bynum,DET,DET vs. PHI,04/26/2012,W,21,125.0,110.3,14.7,18.8,1.50,27.3,4.5,4.3,4.4,18.2,40.0,51.0,17.0,90.36
Chase Budinger,HOU,HOU vs. NOH,04/26/2012,W,42,96.3,81.0,15.3,0.0,0.00,0.0,0.0,9.8,4.3,13.6,69.4,69.9,22.7,91.28
Mike Miller,MIA,MIA @ WAS,04/26/2012,L,17,79.4,105.9,-26.5,12.5,0.33,11.1,0.0,18.8,9.7,33.3,87.5,82.0,21.6,96.66
Danny Green,SAS,SAS @ GSW,04/26/2012,W,8,121.1,105.6,15.5,0.0,0.00,0.0,0.0,10.0,6.3,25.0,100,100,21.1,112.41
Sasha Pavlovic,BOS,BOS vs. MIL,04/26/2012,W,17,69.2,56.4,12.8,11.1,0.50,8.3,0.0,13.0,7.0,16.7,33.3,33.3,25.6,109.47
Tobias Harris,MIL,MIL @ BOS,04/26/2012,L,36,72.6,78.9,-6.3,23.1,0.60,13.6,2.5,19.5,11.1,22.7,53.8,57.6,22.9,99.89
JaVale McGee,DEN,DEN @ MIN,04/26/2012,W,18,119.4,68.4,51.0,0.0,0.00,0.0,0.0,21.7,15.6,7.7,75.0,76.4,36.1,97.58
Jeff Teague,ATL,ATL vs. DAL,04/26/2012,W,28,132.1,112.7,19.4,20.0,0.00,31.3,0.0,8.0,4.4,0.0,77.3,77.3,18.3,93.97
Jeremy Tyler,GSW,GSW vs. SAS,04/26/2012,L,44,102.3,113.5,-11.2,0.0,0.00,0.0,12.2,8.5,10.2,20.8,36.8,39.4,24.5,97.39
Tyler Honeycutt,SAC,SAC vs. LAL,04/26/2012,W,15,106.5,127.6,-21.1,18.2,0.00,28.6,8.3,30.8,20.0,0.0,70.0,70.0,15.6,94.95
Brian Scalabrine,CHI,CHI vs. CLE,04/26/2012,W,3,150.0,120.0,30.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,16.7,72.40
Devin Ebanks,LAL,LAL @ SAC,04/26/2012,L,29,100.0,134.5,-34.5,0.0,0.00,0.0,5.9,11.1,8.2,15.4,63.6,63.6,19.1,96.76
Craig Brackins,PHI,PHI @ DET,04/26/2012,L,33,95.0,127.9,-32.9,15.0,1.50,17.6,5.3,13.8,9.0,11.8,41.7,41.7,19.2,87.65
Michael Beasley,MIN,MIN vs. DEN,04/26/2012,L,24,83.3,124.5,-41.2,7.7,0.25,5.3,0.0,7.7,2.6,21.1,41.7,47.2,31.6,108.74
Timofey Mozgov,DEN,DEN @ MIN,04/26/2012,W,13,115.6,115.6,0.0,0.0,0.00,0.0,9.1,17.6,14.3,33.3,87.5,88.9,32.4,118.76
Jason Thompson,SAC,SAC vs. LAL,04/26/2012,W,36,131.4,97.2,34.2,10.0,0.00,18.8,8.8,17.9,13.7,0.0,63.6,66.6,15.5,95.69
Jamario Moon,CHA,CHA vs. NYK,04/26/2012,L,23,81.6,104.0,-22.4,15.4,1.00,22.2,0.0,33.3,19.0,22.2,40.0,40.0,13.2,102.50
Ronnie Brewer,CHI,CHI vs. CLE,04/26/2012,W,24,100.0,91.3,8.7,17.6,0.00,23.1,11.5,21.2,16.9,0.0,40.0,40.0,18.5,93.35
Joe Johnson,ATL,ATL vs. DAL,04/26/2012,W,24,134.0,102.1,31.9,14.3,1.00,17.6,0.0,18.2,10.5,17.6,68.2,68.2,28.0,92.65
Jordan Williams,NJN,NJN @ TOR,04/26/2012,L,39,85.3,100.0,-14.7,0.0,0.00,0.0,10.6,11.9,11.2,13.3,38.5,38.5,17.2,91.93
Tayshaun Prince,DET,DET vs. PHI,04/26/2012,W,23,122.0,78.6,43.4,11.8,0.00,22.2,5.0,3.6,4.2,0.0,42.9,47.0,14.6,86.92
Ian Mahinmi,DAL,DAL @ ATL,04/26/2012,L,17,94.1,109.1,-15.0,0.0,0.00,0.0,5.6,12.5,8.8,0.0,66.7,66.7,7.7,94.59
Mike Dunleavy,MIL,MIL @ BOS,04/26/2012,L,25,72.5,102.0,-29.4,0.0,0.00,0.0,3.4,7.1,5.3,8.3,33.3,46.5,21.4,97.85
Jimmer Fredette,SAC,SAC vs. LAL,04/26/2012,W,24,97.9,95.7,2.2,18.8,0.00,23.1,0.0,4.2,1.9,0.0,50.0,50.0,18.9,91.48
Nikola Pekovic,MIN,MIN vs. DEN,04/26/2012,L,26,108.2,150.0,-41.8,0.0,0.00,0.0,18.5,25.0,21.3,0.0,66.7,63.4,24.6,93.26
Justin Harper,ORL,ORL @ MEM,04/26/2012,L,33,90.0,96.7,-6.7,7.1,1.00,5.0,8.6,14.3,11.1,5.0,44.4,43.4,27.9,89.49
Rodrigue Beaubois,DAL,DAL @ ATL,04/26/2012,L,34,95.5,108.7,-13.2,28.6,1.50,26.1,3.3,13.8,8.5,17.4,45.8,50.5,23.6,97.24
Jon Leuer,MIL,MIL @ BOS,04/26/2012,L,30,79.4,95.2,-15.9,0.0,0.00,0.0,8.3,15.2,11.6,0.0,68.2,63.1,16.4,102.28
Joel Anthony,MIA,MIA @ WAS,04/26/2012,L,6,90.9,140.0,-49.1,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,84.94
Jonas Jerebko,DET,DET vs. PHI,04/26/2012,W,20,140.5,100.0,40.5,6.3,1.00,14.3,0.0,8.0,4.5,14.3,62.5,61.5,13.6,88.93
Dan Gadzuric,NYK,NYK @ CHA,04/26/2012,W,6,75.0,69.2,5.8,0.0,0.00,0.0,20.0,50.0,33.3,25.0,0.0,0.0,28.6,107.14
Jerome Dyson,NOH,NOH @ HOU,04/26/2012,L,41,69.6,93.7,-24.1,7.7,0.25,4.5,2.4,1.9,2.1,18.2,42.9,45.1,25.9,92.04
Jan Vesely,WAS,WAS vs. MIA,04/26/2012,W,24,108.3,71.4,36.9,5.9,1.00,10.0,8.7,25.0,17.0,10.0,71.4,69.8,17.0,99.13
Jamaal Magloire,TOR,TOR vs. NJN,04/26/2012,W,5,170.0,22.2,147.8,0.0,0.00,0.0,25.0,60.0,44.4,0.0,0.0,0.0,0.0,84.71
Rodney Stuckey,DET,DET vs. PHI,04/26/2012,W,27,120.8,86.0,34.8,22.2,1.33,21.1,0.0,3.1,1.9,15.8,45.5,52.8,27.3,87.06
Lester Hudson,MEM,MEM vs. ORL,04/26/2012,W,3,12.5,85.7,-73.2,0.0,0.00,0.0,0.0,0.0,0.0,33.3,0.0,0.0,37.5,130.91
Darius Morris,LAL,LAL @ SAC,04/26/2012,L,21,102.4,100.0,2.4,35.7,2.50,29.4,0.0,13.6,7.0,11.8,45.0,45.0,24.5,91.91
Luke Harangody,CLE,CLE @ CHI,04/26/2012,L,27,85.1,119.1,-34.0,0.0,0.00,0.0,2.9,20.0,9.1,12.5,75.0,77.3,14.5,85.13
Matt Carroll,CHA,CHA vs. NYK,04/26/2012,L,6,69.2,75.0,-5.8,0.0,0.00,0.0,0.0,20.0,11.1,0.0,0.0,26.6,14.3,107.14
Marquis Daniels,BOS,BOS vs. MIL,04/26/2012,W,16,90.9,71.4,19.5,11.1,0.00,20.0,0.0,5.3,2.8,0.0,50.0,50.0,10.8,100.90
Kevin Garnett,BOS,BOS vs. MIL,04/26/2012,W,11,129.2,87.5,41.7,27.3,0.00,30.0,0.0,18.2,9.5,0.0,16.7,29.1,28.0,104.10
Johan Petro,NJN,NJN @ TOR,04/26/2012,L,39,73.3,101.3,-28.0,11.8,1.00,14.3,6.1,19.6,12.6,14.3,44.4,45.5,14.1,92.33
JR Smith,NYK,NYK @ CHA,04/26/2012,W,36,118.6,91.5,27.0,25.0,6.00,25.0,0.0,9.4,4.6,4.2,65.6,65.2,23.4,94.83
Luke Walton,CLE,CLE @ CHI,04/26/2012,L,7,120.0,154.5,-34.5,50.0,0.00,100.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,73.58
Yi Jianlian,DAL,DAL @ ATL,04/26/2012,L,7,64.7,76.5,-11.8,0.0,0.00,0.0,0.0,14.3,6.7,25.0,50.0,69.4,23.5,118.26
DeShawn Stevenson,NJN,NJN @ TOR,04/26/2012,L,21,43.6,122.5,-78.9,14.3,1.00,16.7,0.0,5.0,2.2,16.7,0.0,0.0,11.6,92.64
Mickael Pietrus,BOS,BOS vs. MIL,04/26/2012,W,20,73.7,89.2,-15.5,0.0,0.00,0.0,0.0,10.0,4.8,16.7,45.0,45.0,29.3,92.15
Tyreke Evans,SAC,SAC vs. LAL,04/26/2012,W,31,131.3,104.7,26.6,8.3,0.50,9.1,3.8,8.3,6.5,18.2,64.3,66.6,27.4,98.46
Rajon Rondo,BOS,BOS vs. MIL,04/26/2012,W,25,103.9,94.0,9.9,71.4,15.00,88.2,0.0,7.7,3.9,5.9,0.0,0.0,3.6,96.06
Keyon Dooling,BOS,BOS vs. MIL,04/26/2012,W,11,63.2,55.0,8.2,0.0,0.00,0.0,0.0,0.0,0.0,0.0,75.0,75.0,18.2,85.48
Larry Sanders,MIL,MIL @ BOS,04/26/2012,L,24,70.0,84.0,-14.0,0.0,0.00,0.0,0.0,7.7,3.8,14.3,16.7,16.7,12.5,99.31
Al Jefferson,UTA,UTA vs. POR,04/26/2012,W,10,90.5,54.5,35.9,0.0,0.00,0.0,0.0,30.8,16.0,0.0,40.0,42.5,26.1,100.52
Carlos Boozer,CHI,CHI vs. CLE,04/26/2012,W,15,114.8,92.9,22.0,0.0,0.00,0.0,0.0,18.8,10.0,12.5,66.7,65.4,25.8,90.93
Jeremy Pargo,MEM,MEM vs. ORL,04/26/2012,W,3,25.0,85.7,-60.7,0.0,0.00,0.0,0.0,25.0,11.1,0.0,0.0,26.6,25.0,122.03
Chuck Hayes,SAC,SAC vs. LAL,04/26/2012,W,8,86.7,92.9,-6.2,0.0,0.00,0.0,0.0,0.0,0.0,33.3,50.0,50.0,20.0,89.23
Gilbert Arenas,MEM,MEM vs. ORL,04/26/2012,W,13,80.0,75.0,5.0,25.0,0.00,33.3,0.0,12.5,7.1,0.0,0.0,12.9,14.8,91.40
Nikola Vucevic,PHI,PHI @ DET,04/26/2012,L,27,100.0,135.4,-35.4,0.0,0.00,0.0,21.9,23.8,22.6,0.0,40.0,41.4,17.7,88.75
Brian Cook,WAS,WAS vs. MIA,04/26/2012,W,7,86.7,64.3,22.4,0.0,0.00,0.0,16.7,0.0,10.0,0.0,66.7,66.7,18.8,104.14
Hamed Haddadi,MEM,MEM vs. ORL,04/26/2012,W,3,12.5,85.7,-73.2,0.0,0.00,0.0,0.0,50.0,22.2,100.0,0.0,0.0,12.5,130.91
Terrence Williams,SAC,SAC vs. LAL,04/26/2012,W,10,94.1,82.4,11.8,16.7,0.00,20.0,0.0,10.0,4.3,0.0,50.0,50.0,18.2,85.15
Raja Bell,UTA,UTA vs. POR,04/26/2012,W,18,123.5,106.3,17.3,6.7,0.00,16.7,0.0,6.7,3.0,0.0,0.0,0.0,12.2,88.16
Sam Young,PHI,PHI @ DET,04/26/2012,L,27,100.0,135.4,-35.4,13.3,1.00,14.3,3.1,14.3,7.5,14.3,61.1,60.7,19.4,88.75
Joel Przybilla,POR,POR @ UTA,04/26/2012,L,17,97.1,121.2,-24.2,0.0,0.00,0.0,6.3,20.0,12.9,33.3,0.0,53.2,8.3,95.71
Austin Daye,DET,DET vs. PHI,04/26/2012,W,5,88.9,125.0,-36.1,0.0,0.00,0.0,0.0,25.0,11.1,0.0,50.0,50.0,20.0,86.81
Luis Scola,HOU,HOU vs. NOH,04/26/2012,W,27,98.0,102.0,-4.0,11.1,2.00,20.0,2.9,9.1,5.4,10.0,0.0,0.0,13.3,89.45
Eddy Curry,MIA,MIA @ WAS,04/26/2012,L,24,68.0,110.2,-42.2,0.0,0.00,0.0,4.3,13.6,8.9,28.6,42.9,51.9,26.4,98.45
Erick Dampier,ATL,ATL vs. DAL,04/26/2012,W,5,46.2,84.6,-38.5,0.0,0.00,0.0,20.0,75.0,44.4,0.0,0.0,0.0,0.0,115.20
Brian Cardinal,DAL,DAL @ ATL,04/26/2012,L,5,66.7,109.1,-42.4,0.0,0.00,0.0,12.5,0.0,7.7,0.0,50.0,50.0,14.3,104.94
Juwan Howard,MIA,MIA @ WAS,04/26/2012,L,29,71.9,110.3,-38.4,0.0,0.00,0.0,3.7,20.0,10.6,22.2,14.3,14.3,14.8,95.61
Jonny Flynn,POR,POR @ UTA,04/26/2012,L,34,107.9,98.5,9.5,57.9,3.67,36.7,3.1,10.3,7.0,10.0,46.4,55.6,26.8,90.89
Julyan Stone,DEN,DEN @ MIN,04/26/2012,W,9,133.3,123.8,9.5,23.1,0.00,100.0,0.0,12.5,7.7,0.0,0.0,0.0,0.0,119.29
Jason Smith,NOH,NOH @ HOU,04/26/2012,L,5,110.0,20.0,90.0,50.0,0.00,50.0,0.0,50.0,33.3,0.0,50.0,50.0,20.0,97.96
Cory Higgins,CHA,CHA vs. NYK,04/26/2012,L,6,69.2,75.0,-5.8,0.0,0.00,0.0,0.0,0.0,0.0,25.0,0.0,17.4,28.6,107.14
Steve Novak,NYK,NYK @ CHA,04/26/2012,W,32,113.8,89.2,24.6,3.7,1.00,11.1,0.0,23.1,10.9,11.1,64.3,64.3,11.1,98.32
Anthony Parker,CLE,CLE @ CHI,04/26/2012,L,20,94.9,102.6,-7.8,10.0,0.00,16.7,0.0,14.3,6.5,0.0,50.0,41.0,10.9,93.02
Dominique Jones,DAL,DAL @ ATL,04/26/2012,L,16,75.0,77.1,-2.1,25.0,2.00,20.0,5.0,31.3,16.7,10.0,0.0,22.2,20.5,108.31
Avery Bradley,BOS,BOS vs. MIL,04/26/2012,W,25,98.1,82.4,15.8,6.3,0.50,5.6,0.0,3.4,1.8,11.1,46.4,47.0,29.3,100.24
Dominic McGuire,GSW,GSW vs. SAS,04/26/2012,L,27,96.2,101.9,-5.6,44.4,1.33,32.0,0.0,7.7,4.7,24.0,45.5,48.1,29.3,95.58
