Player,Team,Match Up,Game Date,W/L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST%,AST_TO,AST_RATIO,OREB%,DREB%,REB%,TM_TOV%,EFG%,TS%,USG%,PACE
Tyreke Evans,IND,IND @ ATL,04/10/2019,W,26,127.1,132.2,-5.1,33.3,1.67,20.8,0.0,5.6,3.0,12.5,82.1,83.3,27.1,108.16
De'Aaron Fox,SAC,SAC @ POR,04/10/2019,L,17,177.1,122.9,54.3,60.0,9.00,45.0,0.0,6.7,4.2,5.0,85.0,85.0,28.2,100.50
Dzanan Musa,BKN,BKN vs. MIA,04/10/2019,W,5,109.1,54.5,54.5,25.0,0.00,33.3,0.0,16.7,6.7,0.0,75.0,75.0,12.5,99.31
Danilo Gallinari,LAC,LAC vs. UTA,04/10/2019,W,25,122.2,127.3,-5.1,23.8,0.00,27.8,3.8,13.0,8.2,0.0,45.5,50.9,22.0,105.48
Meyers Leonard,POR,POR vs. SAC,04/10/2019,W,42,139.1,126.4,12.6,7.7,1.00,15.0,11.4,17.5,14.7,15.0,65.4,68.4,16.8,99.31
Zach Collins,POR,POR vs. SAC,04/10/2019,W,13,163.0,124.1,38.8,8.3,0.00,12.5,21.4,20.0,20.7,0.0,91.7,94.5,19.4,100.52
Walt Lemon Jr.,CHI,CHI @ PHI,04/10/2019,L,28,112.1,126.3,-14.2,23.5,2.00,16.0,6.1,14.3,9.8,8.0,52.6,52.6,30.4,97.58
Delon Wright,MEM,MEM vs. GSW,04/10/2019,W,37,131.6,114.1,17.5,32.4,3.67,47.8,7.3,25.0,15.1,13.0,64.3,74.2,13.0,102.48
Miles Bridges,CHA,CHA vs. ORL,04/10/2019,L,41,125.0,124.1,0.9,10.0,3.00,16.7,3.3,10.5,7.4,5.6,61.5,64.8,17.6,92.51
Jon Leuer,DET,DET @ NYK,04/10/2019,W,4,40.0,180.0,-140.0,0.0,0.00,0.0,0.0,33.3,14.3,0.0,100,100,10.0,120.50
Jerome Robinson,LAC,LAC vs. UTA,04/10/2019,W,17,104.9,105.1,-0.3,23.1,3.00,27.3,0.0,21.7,13.2,9.1,50.0,50.9,18.2,116.72
Frank Mason III,SAC,SAC @ POR,04/10/2019,L,18,83.8,154.1,-70.3,14.3,0.50,6.3,8.3,0.0,5.6,12.5,53.8,54.0,35.7,99.03
Aaron Gordon,ORL,ORL @ CHA,04/10/2019,W,33,123.8,124.2,-0.4,15.0,1.50,12.0,7.1,20.8,13.5,8.0,63.9,68.3,31.4,91.09
Torrey Craig,DEN,DEN vs. MIN,04/10/2019,W,13,83.3,120.0,-36.7,14.3,0.00,33.3,6.7,0.0,3.8,0.0,150.0,106.4,7.4,93.09
Zaza Pachulia,DET,DET @ NYK,04/10/2019,W,16,93.8,112.9,-19.2,30.0,1.50,30.0,12.5,16.7,14.7,20.0,50.0,61.5,19.4,96.82
Robin Lopez,CHI,CHI @ PHI,04/10/2019,L,26,85.1,151.1,-66.0,9.1,0.00,7.1,6.1,8.7,7.1,0.0,46.2,46.2,22.8,86.99
Anfernee Simons,POR,POR vs. SAC,04/10/2019,W,48,137.4,131.0,6.4,22.5,4.50,25.7,7.3,6.4,6.8,5.7,78.6,78.3,22.6,99.50
Kevin Huerter,ATL,ATL vs. IND,04/10/2019,L,30,129.0,118.6,10.4,12.0,1.00,21.4,2.6,11.8,6.9,21.4,106.3,106.3,12.8,109.86
Buddy Hield,SAC,SAC @ POR,04/10/2019,L,16,172.7,120.6,52.1,10.5,2.00,22.2,11.1,14.3,13.0,11.1,75.0,75.0,18.9,99.77
Devin Harris,DAL,DAL @ SAS,04/10/2019,L,34,92.6,109.0,-16.3,20.0,4.00,23.5,0.0,5.7,2.8,5.9,45.5,50.5,17.6,96.38
Michael Carter-Williams,ORL,ORL @ CHA,04/10/2019,W,22,140.0,100.0,40.0,33.3,0.00,50.0,5.6,15.0,10.5,0.0,60.0,59.2,14.3,97.89
T.J. McConnell,PHI,PHI vs. CHI,04/10/2019,W,23,134.0,84.8,49.3,33.3,6.00,35.3,0.0,6.3,3.8,5.9,90.0,90.0,22.0,95.73
Rawle Alkins,CHI,CHI @ PHI,04/10/2019,L,19,137.5,109.8,27.7,4.5,1.00,14.3,0.0,0.0,0.0,14.3,50.0,47.0,12.8,101.16
Paul Millsap,DEN,DEN vs. MIN,04/10/2019,W,32,109.0,82.4,26.6,11.5,1.50,23.1,3.0,17.9,11.1,15.4,57.1,57.1,13.2,99.95
T.J. Leaf,IND,IND @ ATL,04/10/2019,W,34,121.1,116.3,4.8,10.5,0.00,8.7,12.2,12.8,12.5,0.0,63.2,66.0,24.1,109.47
C.J. Williams,MIN,MIN @ DEN,04/10/2019,L,18,137.5,97.1,40.4,6.3,0.00,33.3,0.0,4.5,2.9,0.0,150.0,150.0,6.1,90.00
Mike Scott,PHI,PHI vs. CHI,04/10/2019,W,22,144.2,100.0,44.2,4.2,0.00,14.3,0.0,25.9,15.9,0.0,58.3,58.3,13.0,91.91
Tim Frazier,MIL,MIL vs. OKC,04/10/2019,L,48,105.5,114.4,-9.0,39.4,4.33,31.0,1.7,9.3,5.3,7.1,52.2,55.6,23.2,110.50
Brandon Sampson,CHI,CHI @ PHI,04/10/2019,L,23,136.0,104.0,32.0,4.3,1.00,10.0,0.0,3.7,2.0,10.0,75.0,75.0,16.4,103.97
Mitchell Robinson,NYK,NYK vs. DET,04/10/2019,L,23,100.0,140.0,-40.0,0.0,0.00,0.0,4.8,6.3,5.4,0.0,83.3,79.9,15.9,92.80
Wes Iwundu,ORL,ORL @ CHA,04/10/2019,W,24,131.9,133.3,-1.4,17.4,0.00,40.0,0.0,0.0,0.0,0.0,58.3,58.3,11.3,94.02
Deyonta Davis,ATL,ATL vs. IND,04/10/2019,L,3,100.0,183.3,-83.3,0.0,0.00,0.0,20.0,0.0,12.5,0.0,0.0,113.6,10.0,99.15
Jaylen Adams,ATL,ATL vs. IND,04/10/2019,L,9,105.0,135.0,-30.0,16.7,1.00,25.0,0.0,18.2,7.4,25.0,0.0,20.5,11.1,106.47
Terrence Ross,ORL,ORL @ CHA,04/10/2019,W,30,132.8,110.0,22.8,11.1,2.00,8.3,8.3,15.4,12.0,4.2,78.9,82.5,33.3,97.29
Khem Birch,ORL,ORL @ CHA,04/10/2019,W,23,118.2,111.1,7.1,10.5,0.00,28.6,9.1,21.1,14.6,0.0,50.0,51.2,10.0,91.61
Lonnie Walker IV,SAS,SAS vs. DAL,04/10/2019,W,4,62.5,111.1,-48.6,0.0,0.00,0.0,0.0,16.7,10.0,0.0,0.0,0.0,11.1,105.52
Khyri Thomas,DET,DET @ NYK,04/10/2019,W,5,66.7,166.7,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,112.21
Kemba Walker,CHA,CHA vs. ORL,04/10/2019,L,40,125.6,127.3,-1.6,23.8,2.50,14.3,0.0,5.4,3.0,5.7,72.0,76.6,36.1,92.65
Royce O'Neale,UTA,UTA @ LAC,04/10/2019,L,25,110.7,118.5,-7.8,5.0,1.00,12.5,0.0,12.0,5.5,12.5,50.0,50.0,10.6,106.24
Jawun Evans,OKC,OKC @ MIL,04/10/2019,W,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,82.52
Jarrett Allen,BKN,BKN vs. MIA,04/10/2019,W,22,96.2,102.0,-5.8,11.8,2.00,25.0,0.0,42.4,20.9,12.5,0.0,10.2,10.3,112.79
Jakob Poeltl,SAS,SAS vs. DAL,04/10/2019,W,20,87.2,97.4,-10.3,18.2,0.00,40.0,4.0,5.3,4.5,0.0,66.7,66.7,6.7,94.39
Keita Bates-Diop,MIN,MIN @ DEN,04/10/2019,L,19,100.0,82.9,17.1,8.3,1.00,16.7,6.3,24.0,17.1,16.7,50.0,50.0,13.5,90.40
Jared Terrell,MIN,MIN @ DEN,04/10/2019,L,6,118.2,100.0,18.2,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,26.6,16.7,92.36
Mario Hezonja,NYK,NYK vs. DET,04/10/2019,L,21,71.4,118.6,-47.2,36.4,0.67,30.8,0.0,15.8,6.8,46.2,0.0,0.0,19.6,96.84
Cam Reynolds,MIN,MIN @ DEN,04/10/2019,L,26,117.6,105.9,11.8,6.3,0.00,8.3,0.0,21.4,10.9,0.0,86.4,86.4,20.0,94.34
Tyler Zeller,MEM,MEM vs. GSW,04/10/2019,W,19,115.8,107.9,7.9,0.0,0.00,0.0,12.0,5.6,9.3,11.1,50.0,51.5,19.1,97.54
Quincy Pondexter,SAS,SAS vs. DAL,04/10/2019,W,3,33.3,160.0,-126.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.54
Tyler Cavanaugh,UTA,UTA @ LAC,04/10/2019,L,16,100.0,117.9,-17.9,7.7,0.00,33.3,9.5,6.7,8.3,0.0,0.0,0.0,4.5,117.05
Justin Anderson,ATL,ATL vs. IND,04/10/2019,L,13,110.3,125.0,-14.7,0.0,0.00,0.0,7.1,16.7,11.5,33.3,83.3,90.2,17.1,113.75
Mason Plumlee,DEN,DEN vs. MIN,04/10/2019,W,14,80.8,128.6,-47.8,28.6,0.00,50.0,11.1,28.6,18.8,0.0,50.0,50.0,6.7,90.21
Corey Brewer,SAC,SAC @ POR,04/10/2019,L,24,103.8,136.0,-32.2,14.3,1.00,50.0,3.6,0.0,2.0,50.0,0.0,0.0,5.1,104.39
Marco Belinelli,SAS,SAS vs. DAL,04/10/2019,W,18,92.5,80.0,12.5,7.7,1.00,12.5,0.0,8.7,4.9,12.5,16.7,16.7,16.7,109.40
Alfonzo McKinnie,GSW,GSW @ MEM,04/10/2019,L,18,100.0,127.0,-27.0,6.7,1.00,20.0,0.0,18.8,9.1,20.0,66.7,58.1,9.5,99.13
Dion Waiters,MIA,MIA @ BKN,04/10/2019,L,9,75.0,135.0,-60.0,20.0,0.00,33.3,0.0,18.2,8.7,0.0,0.0,0.0,9.5,112.06
Thon Maker,DET,DET @ NYK,04/10/2019,W,21,128.6,72.7,55.8,5.3,1.00,16.7,5.6,12.0,9.3,16.7,0.0,25.8,10.6,100.28
Nicolas Batum,CHA,CHA vs. ORL,04/10/2019,L,13,140.0,134.8,5.2,23.1,0.00,75.0,0.0,16.7,9.1,0.0,0.0,0.0,3.6,91.73
Vince Carter,ATL,ATL vs. IND,04/10/2019,L,12,96.4,142.9,-46.4,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,10.2,13.2,111.38
Jose Calderon,DET,DET @ NYK,04/10/2019,W,4,40.0,180.0,-140.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,120.50
Josh Okogie,MIN,MIN @ DEN,04/10/2019,L,17,83.8,94.4,-10.7,7.1,0.00,25.0,0.0,6.7,2.7,0.0,0.0,0.0,7.1,102.36
Sindarius Thornwell,LAC,LAC vs. UTA,04/10/2019,W,8,100.0,116.7,-16.7,0.0,0.00,0.0,0.0,8.3,5.0,0.0,0.0,113.6,4.8,114.96
Devonte' Graham,CHA,CHA vs. ORL,04/10/2019,L,16,106.3,130.3,-24.1,20.0,1.00,25.0,0.0,33.3,15.4,25.0,0.0,25.8,18.8,99.57
Andrew Bogut,GSW,GSW @ MEM,04/10/2019,L,18,102.5,140.0,-37.5,6.3,0.20,14.3,5.9,25.0,16.2,71.4,0.0,0.0,14.3,108.07
Goran Dragic,MIA,MIA @ BKN,04/10/2019,L,9,90.0,105.0,-15.0,0.0,0.00,0.0,7.1,7.1,7.1,0.0,0.0,0.0,12.0,107.46
Michael Kidd-Gilchrist,CHA,CHA vs. ORL,04/10/2019,L,2,50.0,150.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.72
Dorian Finney-Smith,DAL,DAL @ SAS,04/10/2019,L,24,102.0,112.0,-10.0,11.1,0.00,16.7,3.3,9.5,5.9,0.0,25.0,25.0,17.9,99.86
Deonte Burton,OKC,OKC @ MIL,04/10/2019,W,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52
Kent Bazemore,ATL,ATL vs. IND,04/10/2019,L,17,105.0,148.7,-43.7,20.0,2.00,14.3,0.0,11.8,4.8,7.1,30.0,32.2,23.5,111.09
Drew Eubanks,SAS,SAS vs. DAL,04/10/2019,W,3,33.3,160.0,-126.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,101.54
Ish Smith,DET,DET @ NYK,04/10/2019,W,19,127.8,88.6,39.2,25.0,0.00,44.4,0.0,4.5,2.5,0.0,20.0,20.0,11.9,91.20
James Johnson,MIA,MIA @ BKN,04/10/2019,L,7,50.0,105.9,-55.9,33.3,1.00,33.3,0.0,18.2,9.1,33.3,0.0,0.0,11.8,113.96
Salah Mejri,DAL,DAL @ SAS,04/10/2019,L,15,93.9,100.0,-6.1,8.3,0.00,16.7,0.0,46.7,21.2,0.0,20.0,20.0,14.7,107.03
Justin Holiday,MEM,MEM vs. GSW,04/10/2019,W,28,130.0,119.7,10.3,5.3,0.50,5.3,0.0,17.4,7.8,10.5,65.6,65.2,26.9,103.59
Rudy Gay,SAS,SAS vs. DAL,04/10/2019,W,28,98.3,96.7,1.7,13.6,1.50,17.6,0.0,27.8,15.9,11.8,20.0,29.8,21.5,101.77
Henry Ellenson,NYK,NYK vs. DET,04/10/2019,L,21,104.8,100.0,4.8,0.0,0.00,0.0,0.0,18.2,9.1,0.0,62.5,64.4,21.4,99.03
Andre Iguodala,GSW,GSW @ MEM,04/10/2019,L,22,106.8,143.2,-36.4,29.4,5.00,31.3,5.0,0.0,2.5,6.3,25.0,25.0,23.4,94.92
Greg Monroe,PHI,PHI vs. CHI,04/10/2019,W,23,112.8,116.3,-3.6,18.8,0.00,20.0,4.0,20.8,12.2,0.0,55.0,59.5,22.2,98.67
Steven Adams,OKC,OKC @ MIL,04/10/2019,W,12,109.7,120.7,-11.0,0.0,0.00,0.0,12.5,0.0,6.5,0.0,20.0,29.6,20.6,116.66
Kelly Olynyk,MIA,MIA @ BKN,04/10/2019,L,24,85.5,110.9,-25.5,6.3,0.33,8.3,2.7,9.1,5.7,25.0,50.0,53.3,17.5,110.00
Patty Mills,SAS,SAS vs. DAL,04/10/2019,W,19,93.0,81.4,11.6,35.7,5.00,41.7,0.0,12.0,6.7,8.3,20.0,34.0,15.6,107.50
DeAndre' Bembry,ATL,ATL vs. IND,04/10/2019,L,20,110.9,134.8,-23.9,10.0,0.00,10.0,3.7,4.0,3.8,0.0,50.0,59.0,15.5,109.76
Treveon Graham,BKN,BKN vs. MIA,04/10/2019,W,27,96.7,93.3,3.4,5.9,0.00,5.6,2.4,0.0,1.3,0.0,32.4,32.4,23.9,109.52
Nikola Jokic,DEN,DEN vs. MIN,04/10/2019,W,37,112.0,90.7,21.3,10.0,0.50,6.1,8.3,25.0,17.5,12.1,51.9,53.9,36.5,98.41
Yuta Watanabe,MEM,MEM vs. GSW,04/10/2019,W,19,115.0,112.8,2.2,0.0,0.00,0.0,8.3,9.1,8.7,0.0,25.0,25.0,16.3,98.92
Pat Connaughton,MIL,MIL vs. OKC,04/10/2019,L,18,93.2,113.6,-20.5,8.3,0.50,7.7,11.5,11.1,11.4,15.4,60.0,60.0,24.5,116.26
Anthony Tolliver,MIN,MIN @ DEN,04/10/2019,L,21,111.6,100.0,11.6,17.6,3.00,33.3,0.0,9.5,4.3,11.1,30.0,30.0,12.8,97.90
Amir Johnson,PHI,PHI vs. CHI,04/10/2019,W,24,109.8,119.2,-9.4,5.6,0.00,10.0,18.5,15.4,17.0,0.0,56.3,64.4,15.3,101.31
Jarell Martin,ORL,ORL @ CHA,04/10/2019,W,20,151.3,120.0,31.3,4.8,0.00,20.0,0.0,16.7,9.1,0.0,25.0,25.0,9.3,93.86
Reggie Jackson,DET,DET @ NYK,04/10/2019,W,25,125.0,76.9,48.1,43.8,3.50,30.4,4.3,11.5,8.2,8.7,62.5,71.7,26.7,98.53
Luke Kornet,NYK,NYK vs. DET,04/10/2019,L,28,79.3,119.6,-40.3,13.3,0.00,18.2,0.0,7.4,3.6,0.0,33.3,33.3,15.0,97.25
Jeremy Lamb,CHA,CHA vs. ORL,04/10/2019,L,32,117.5,132.8,-15.3,10.5,2.00,11.1,0.0,32.0,15.4,5.6,66.7,75.1,25.0,94.03
Malik Monk,CHA,CHA vs. ORL,04/10/2019,L,18,117.1,135.1,-18.0,25.0,3.00,37.5,0.0,15.4,7.1,12.5,25.0,25.0,13.5,97.26
John Collins,ATL,ATL vs. IND,04/10/2019,L,36,122.9,116.3,6.6,23.1,2.00,23.1,20.0,36.4,28.1,11.5,56.7,59.7,19.4,109.22
Kevin Knox II,NYK,NYK vs. DET,04/10/2019,L,28,82.1,128.6,-46.4,7.7,0.33,5.6,3.3,24.0,12.7,16.7,25.0,32.7,28.3,95.89
Jamal Murray,DEN,DEN vs. MIN,04/10/2019,W,35,109.9,89.9,20.0,29.2,3.50,30.4,5.9,14.6,10.7,8.7,62.5,61.8,19.5,97.16
Damyean Dotson,NYK,NYK vs. DET,04/10/2019,L,29,69.6,122.4,-52.8,23.1,3.00,25.0,0.0,7.7,3.3,8.3,31.3,31.3,15.0,94.29
Wayne Selden,CHI,CHI @ PHI,04/10/2019,L,28,105.6,136.4,-30.8,11.1,1.00,14.3,3.0,28.0,13.8,14.3,60.0,60.0,19.0,94.64
George Hill,MIL,MIL vs. OKC,04/10/2019,L,19,100.0,100.0,0.0,7.7,0.00,14.3,4.5,7.7,6.3,0.0,30.0,34.0,12.0,114.59
Raymond Felton,OKC,OKC @ MIL,04/10/2019,W,24,98.3,101.8,-3.5,38.9,7.00,43.8,0.0,12.5,6.3,6.3,75.0,75.0,13.6,114.05
Garrett Temple,LAC,LAC vs. UTA,04/10/2019,W,22,112.5,104.1,8.4,0.0,0.00,0.0,4.0,3.4,3.7,0.0,37.5,51.2,8.9,107.86
Marvin Bagley III,SAC,SAC @ POR,04/10/2019,L,30,134.9,139.7,-4.8,0.0,0.00,0.0,0.0,36.0,17.0,5.9,60.0,63.0,23.3,99.98
Ersan Ilyasova,MIL,MIL vs. OKC,04/10/2019,L,24,113.0,120.0,-7.0,0.0,0.00,0.0,0.0,34.8,15.4,25.0,20.0,31.6,12.5,110.30
Shai Gilgeous-Alexander,LAC,LAC vs. UTA,04/10/2019,W,24,134.6,125.0,9.6,12.5,3.00,27.3,0.0,8.7,4.4,9.1,50.0,58.1,14.0,103.57
Andre Drummond,DET,DET @ NYK,04/10/2019,W,28,128.6,82.1,46.4,20.0,0.60,13.0,19.2,48.1,34.0,21.7,66.7,64.8,30.3,97.57
Darren Collison,IND,IND @ ATL,04/10/2019,W,16,134.3,135.3,-1.0,30.8,4.00,40.0,0.0,4.0,2.6,10.0,33.3,63.0,15.0,102.54
Derrick White,SAS,SAS vs. DAL,04/10/2019,W,28,120.0,100.0,20.0,15.0,0.00,27.3,0.0,20.0,10.5,0.0,87.5,87.5,12.7,93.93
Ivan Rabb,MEM,MEM vs. GSW,04/10/2019,W,29,137.5,116.9,20.6,21.4,6.00,35.3,7.4,20.7,14.3,5.9,30.0,30.0,15.3,105.67
Ekpe Udoh,UTA,UTA @ LAC,04/10/2019,L,29,119.0,112.5,6.5,23.8,0.00,33.3,10.3,27.8,20.0,0.0,71.4,72.6,14.1,105.89
Rondae Hollis-Jefferson,BKN,BKN vs. MIA,04/10/2019,W,26,108.6,73.7,34.9,14.3,1.00,12.5,13.2,22.6,17.4,12.5,27.8,27.8,28.4,105.81
Jordan Bell,GSW,GSW @ MEM,04/10/2019,L,28,119.4,136.1,-16.7,4.8,0.50,7.1,7.1,22.2,14.5,14.3,66.7,69.7,19.1,106.38
Malik Beasley,DEN,DEN vs. MIN,04/10/2019,W,17,93.8,121.9,-28.1,0.0,0.00,0.0,0.0,12.5,5.9,0.0,35.0,35.0,27.8,92.90
Courtney Lee,DAL,DAL @ SAS,04/10/2019,L,20,95.5,100.0,-4.5,18.2,2.00,16.7,0.0,15.0,6.5,8.3,77.8,77.8,21.7,108.22
Kadeem Allen,NYK,NYK vs. DET,04/10/2019,L,29,107.0,118.0,-11.0,47.1,0.00,36.4,0.0,17.9,8.6,0.0,40.0,48.1,23.7,98.11
Klay Thompson,GSW,GSW @ MEM,04/10/2019,L,17,136.8,168.4,-31.6,25.0,0.00,20.0,0.0,8.3,4.0,0.0,79.2,79.2,30.0,108.14
Dario Saric,MIN,MIN @ DEN,04/10/2019,L,29,93.2,94.9,-1.7,16.7,3.00,16.7,2.9,18.8,10.6,5.6,30.8,38.4,22.7,96.80
Justin Jackson,DAL,DAL @ SAS,04/10/2019,L,27,101.8,108.8,-7.0,11.8,2.00,16.7,6.7,0.0,3.5,8.3,77.8,77.8,16.1,102.36
Nerlens Noel,OKC,OKC @ MIL,04/10/2019,W,10,95.7,82.6,13.0,28.6,0.00,40.0,0.0,14.3,9.5,0.0,33.3,33.3,13.0,115.40
Amile Jefferson,ORL,ORL @ CHA,04/10/2019,W,25,142.9,128.0,14.9,4.2,1.00,16.7,10.0,26.3,17.9,16.7,75.0,75.0,9.3,96.26
Theo Pinson,BKN,BKN vs. MIA,04/10/2019,W,19,97.6,90.7,6.9,13.3,0.67,16.7,7.1,9.5,8.2,25.0,28.6,28.6,18.9,107.56
Skal Labissiere,POR,POR vs. SAC,04/10/2019,W,41,125.9,138.1,-12.2,3.3,0.50,4.5,12.1,28.2,20.8,9.1,76.5,77.3,22.3,99.95
Ryan Broekhoff,DAL,DAL @ SAS,04/10/2019,L,14,78.6,85.7,-7.1,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,10.3,98.10
Russell Westbrook,OKC,OKC @ MIL,04/10/2019,W,37,117.4,110.5,7.0,54.8,4.25,53.1,0.0,25.0,13.4,12.5,75.0,68.9,16.9,113.25
Cory Joseph,IND,IND @ ATL,04/10/2019,W,21,125.5,114.6,10.9,11.1,0.00,20.0,4.3,6.7,5.7,0.0,28.6,38.1,14.8,109.53
John Jenkins,NYK,NYK vs. DET,04/10/2019,L,27,109.1,108.9,0.2,21.4,0.00,23.1,0.0,11.1,5.6,0.0,77.8,77.5,18.2,98.67
Joe Ingles,UTA,UTA @ LAC,04/10/2019,L,14,93.8,106.5,-12.7,28.6,1.00,25.0,0.0,13.3,6.3,25.0,50.0,64.4,16.7,106.98
