Player,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Fred VanVleet,TOR,TOR @ PHI,11/11/2021,W,40,32,11,22,50.0,6,11,54.5,4,4,100,0,6,6,7,1,0,1,4,14
Dewayne Dedmon,MIA,MIA @ LAC,11/11/2021,L,8,2,0,0,-,0,0,-,2,2,100,1,2,3,0,0,0,0,1,2
Eric Bledsoe,LAC,LAC vs. MIA,11/11/2021,W,40,21,9,16,56.3,2,6,33.3,1,1,100,0,3,3,3,0,3,1,1,8
Paul George,LAC,LAC vs. MIA,11/11/2021,W,38,27,11,25,44.0,3,9,33.3,2,2,100,2,2,4,5,3,0,3,1,-1
Kyle Lowry,MIA,MIA @ LAC,11/11/2021,L,38,25,9,17,52.9,4,10,40.0,3,3,100,0,3,3,5,2,0,4,3,-6
Dalano Banton,TOR,TOR @ PHI,11/11/2021,W,16,4,1,3,33.3,0,1,0.0,2,2,100,1,3,4,2,0,0,2,3,3
Paul Reed,PHI,PHI vs. TOR,11/11/2021,L,13,4,2,2,100,0,0,-,0,0,-,1,1,2,0,3,1,0,3,1
Tyrese Maxey,PHI,PHI vs. TOR,11/11/2021,L,40,33,12,19,63.2,1,3,33.3,8,8,100,0,4,4,5,1,2,2,2,-9
Gary Trent Jr.,TOR,TOR @ PHI,11/11/2021,W,36,20,7,16,43.8,4,9,44.4,2,2,100,0,5,5,4,2,0,2,2,1
Shake Milton,PHI,PHI vs. TOR,11/11/2021,L,17,12,5,6,83.3,1,2,50.0,1,2,50.0,2,0,2,0,0,0,2,2,-9
Chris Boucher,TOR,TOR @ PHI,11/11/2021,W,24,17,7,12,58.3,1,3,33.3,2,2,100,2,4,6,0,1,2,1,3,-4
O.G. Anunoby,TOR,TOR @ PHI,11/11/2021,W,39,20,7,15,46.7,2,4,50.0,4,4,100,1,3,4,4,1,0,1,3,-7
Furkan Korkmaz,PHI,PHI vs. TOR,11/11/2021,L,27,9,3,11,27.3,3,10,30.0,0,0,-,0,5,5,5,0,0,0,1,-2
Georges Niang,PHI,PHI vs. TOR,11/11/2021,L,21,7,3,8,37.5,1,4,25.0,0,0,-,0,1,1,4,1,0,1,2,1
Tyler Herro,MIA,MIA @ LAC,11/11/2021,L,39,23,10,23,43.5,0,6,0.0,3,4,75.0,2,5,7,3,1,0,2,1,2
Duncan Robinson,MIA,MIA @ LAC,11/11/2021,L,27,6,2,13,15.4,2,11,18.2,0,0,-,3,6,9,3,1,2,0,5,11
Bam Adebayo,MIA,MIA @ LAC,11/11/2021,L,40,30,12,18,66.7,0,0,-,6,8,75.0,4,7,11,0,1,1,2,3,-5
Ivica Zubac,LAC,LAC vs. MIA,11/11/2021,W,29,18,7,10,70.0,0,0,-,4,6,66.7,3,8,11,1,0,2,0,4,7
Justise Winslow,LAC,LAC vs. MIA,11/11/2021,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,1,0,1,0,-6
Reggie Jackson,LAC,LAC vs. MIA,11/11/2021,W,31,22,7,17,41.2,2,8,25.0,6,6,100,1,2,3,2,0,0,2,1,4
Nicolas Batum,LAC,LAC vs. MIA,11/11/2021,W,37,6,2,4,50.0,2,4,50.0,0,0,-,0,6,6,3,2,3,2,1,5
P.J. Tucker,MIA,MIA @ LAC,11/11/2021,L,27,6,3,5,60.0,0,0,-,0,0,-,5,5,10,0,0,1,3,4,-9
Chris Duarte,IND,IND @ UTA,11/11/2021,W,31,11,5,14,35.7,1,4,25.0,0,2,0.0,0,5,5,0,0,0,1,2,11
Royce O'Neale,UTA,UTA vs. IND,11/11/2021,L,32,4,1,6,16.7,0,4,0.0,2,3,66.7,0,1,1,1,1,1,3,2,-13
Eric Paschall,UTA,UTA vs. IND,11/11/2021,L,12,9,4,4,100,1,1,100,0,0,-,1,0,1,1,0,1,0,1,-3
Kelan Martin,IND,IND @ UTA,11/11/2021,W,20,14,5,13,38.5,2,4,50.0,2,2,100,1,3,4,2,0,0,0,3,14
Malcolm Brogdon,IND,IND @ UTA,11/11/2021,W,37,30,10,23,43.5,2,7,28.6,8,9,88.9,3,6,9,4,1,0,1,2,5
Myles Turner,IND,IND @ UTA,11/11/2021,W,30,13,5,6,83.3,3,3,100,0,0,-,2,7,9,1,1,3,2,1,11
Torrey Craig,IND,IND @ UTA,11/11/2021,W,15,4,2,5,40.0,0,2,0.0,0,0,-,1,2,3,1,0,0,2,0,-3
Domantas Sabonis,IND,IND @ UTA,11/11/2021,W,31,6,2,10,20.0,0,1,0.0,2,4,50.0,3,4,7,5,1,1,2,6,10
Precious Achiuwa,TOR,TOR @ PHI,11/11/2021,W,30,4,1,10,10.0,0,2,0.0,2,2,100,3,6,9,2,2,3,1,1,9
Donovan Mitchell,UTA,UTA vs. IND,11/11/2021,L,33,26,11,20,55.0,3,7,42.9,1,1,100,0,5,5,4,3,0,0,3,-15
Eric Gordon,HOU,HOU vs. DET,11/10/2021,L,30,11,4,9,44.4,2,5,40.0,1,1,100,0,1,1,1,0,0,2,2,-10
RJ Barrett,NYK,NYK vs. MIL,11/10/2021,L,21,9,3,8,37.5,1,3,33.3,2,4,50.0,0,3,3,1,1,0,1,2,-28
Dalano Banton,TOR,TOR @ BOS,11/10/2021,L,14,2,1,4,25.0,0,0,-,0,0,-,1,1,2,0,0,2,1,0,1
Mitchell Robinson,NYK,NYK vs. MIL,11/10/2021,L,23,3,1,1,100,0,0,-,1,2,50.0,0,6,6,0,0,2,1,3,-15
Precious Achiuwa,TOR,TOR @ BOS,11/10/2021,L,25,3,1,4,25.0,0,0,-,1,2,50.0,2,7,9,3,1,3,1,4,-8
Grant Williams,BOS,BOS vs. TOR,11/10/2021,W,17,2,1,5,20.0,0,4,0.0,0,0,-,0,3,3,0,0,0,0,0,4
Romeo Langford,BOS,BOS vs. TOR,11/10/2021,W,19,6,2,6,33.3,2,3,66.7,0,0,-,0,1,1,0,0,1,0,2,3
Gary Trent Jr.,TOR,TOR @ BOS,11/10/2021,L,35,14,6,12,50.0,2,7,28.6,0,0,-,0,4,4,0,0,1,2,3,-13
Chris Boucher,TOR,TOR @ BOS,11/10/2021,L,7,0,0,2,0.0,0,2,0.0,0,0,-,0,2,2,0,0,0,1,0,-8
Pascal Siakam,TOR,TOR @ BOS,11/10/2021,L,30,8,3,7,42.9,0,1,0.0,2,2,100,1,6,7,3,2,0,4,4,-3
Josh Richardson,BOS,BOS vs. TOR,11/10/2021,W,33,15,5,9,55.6,2,4,50.0,3,4,75.0,1,2,3,1,3,1,2,5,13
Dennis Schroder,BOS,BOS vs. TOR,11/10/2021,W,34,20,8,15,53.3,2,3,66.7,2,2,100,0,3,3,4,0,0,8,1,9
Lamar Stevens,CLE,CLE vs. WAS,11/10/2021,L,15,6,2,5,40.0,1,2,50.0,1,1,100,0,0,0,0,0,1,0,1,-12
Semi Ojeleye,MIL,MIL @ NYK,11/10/2021,W,29,9,3,5,60.0,2,3,66.7,1,1,100,3,0,3,1,0,1,1,3,-2
Pat Connaughton,MIL,MIL @ NYK,11/10/2021,W,31,23,8,14,57.1,7,13,53.8,0,0,-,2,7,9,5,0,0,2,1,13
Julius Randle,NYK,NYK vs. MIL,11/10/2021,L,27,16,6,15,40.0,3,7,42.9,1,2,50.0,0,5,5,1,0,1,2,0,-26
Shai Gilgeous-Alexander,OKC,OKC @ NOP,11/10/2021,W,36,24,7,19,36.8,2,7,28.6,8,11,72.7,0,7,7,5,1,2,5,2,5
Isaac Okoro,CLE,CLE vs. WAS,11/10/2021,L,28,2,1,4,25.0,0,2,0.0,0,0,-,1,5,6,1,0,0,1,3,-2
Darius Garland,CLE,CLE vs. WAS,11/10/2021,L,36,19,8,16,50.0,3,10,30.0,0,0,-,0,1,1,4,1,0,4,2,5
Omer Yurtseven,MIA,MIA @ LAL,11/10/2021,L,4,3,1,1,100,0,0,-,1,1,100,0,1,1,0,0,0,0,0,8
Gabe Vincent,MIA,MIA @ LAL,11/10/2021,L,13,4,1,3,33.3,0,1,0.0,2,2,100,0,0,0,0,1,0,1,1,1
Caleb Martin,MIA,MIA @ LAL,11/10/2021,L,15,2,1,5,20.0,0,3,0.0,0,0,-,1,1,2,2,0,1,0,1,-7
Dewayne Dedmon,MIA,MIA @ LAL,11/10/2021,L,10,4,2,3,66.7,0,0,-,0,4,0.0,2,3,5,0,0,0,0,3,-8
Kent Bazemore,LAL,LAL vs. MIA,11/10/2021,W,22,2,1,4,25.0,0,3,0.0,0,0,-,0,2,2,0,1,0,1,3,-6
Jimmy Butler,MIA,MIA @ LAL,11/10/2021,L,12,7,1,3,33.3,0,1,0.0,5,5,100,0,0,0,1,2,0,0,0,-3
Wayne Ellington,LAL,LAL vs. MIA,11/10/2021,W,22,12,4,6,66.7,4,6,66.7,0,0,-,0,0,0,2,0,0,0,1,-15
DeAndre Jordan,LAL,LAL vs. MIA,11/10/2021,W,11,1,0,0,-,0,0,-,1,2,50.0,1,4,5,0,0,0,1,2,0
Dwight Howard,LAL,LAL vs. MIA,11/10/2021,W,11,0,0,0,-,0,0,-,0,2,0.0,2,1,3,0,0,1,2,6,5
Udonis Haslem,MIA,MIA @ LAL,11/10/2021,L,5,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-5
Darius Bazley,OKC,OKC @ NOP,11/10/2021,W,34,14,5,9,55.6,1,3,33.3,3,4,75.0,2,5,7,1,0,0,2,4,11
Cody Zeller,POR,POR @ PHX,11/10/2021,L,13,2,0,2,0.0,0,0,-,2,2,100,4,2,6,1,1,0,2,2,2
CJ McCollum,POR,POR @ PHX,11/10/2021,L,40,18,7,16,43.8,1,7,14.3,3,3,100,2,2,4,7,0,1,1,3,-6
Jaxson Hayes,NOP,NOP vs. OKC,11/10/2021,L,9,5,2,2,100,0,0,-,1,2,50.0,2,1,3,0,0,2,2,1,-6
Fred VanVleet,TOR,TOR @ BOS,11/10/2021,L,36,16,5,14,35.7,4,9,44.4,2,2,100,0,3,3,6,3,1,2,1,-9
Jae Crowder,PHX,PHX vs. POR,11/10/2021,W,31,12,5,9,55.6,2,4,50.0,0,0,-,2,3,5,2,3,0,1,2,2
Deni Avdija,WAS,WAS @ CLE,11/10/2021,W,16,0,0,0,-,0,0,-,0,0,-,0,2,2,0,1,0,0,1,-2
Evan Mobley,CLE,CLE vs. WAS,11/10/2021,L,25,19,7,15,46.7,1,3,33.3,4,5,80.0,0,7,7,2,0,1,2,3,-11
Jarrett Allen,CLE,CLE vs. WAS,11/10/2021,L,38,13,6,10,60.0,0,0,-,1,4,25.0,5,5,10,4,2,2,4,3,-6
Dylan Windler,CLE,CLE vs. WAS,11/10/2021,L,13,3,1,3,33.3,1,3,33.3,0,0,-,0,3,3,1,0,0,0,0,3
Corey Kispert,WAS,WAS @ CLE,11/10/2021,W,14,9,4,7,57.1,1,3,33.3,0,0,-,1,3,4,0,0,0,0,1,10
Jrue Holiday,MIL,MIL @ NYK,11/10/2021,W,30,18,7,16,43.8,4,6,66.7,0,0,-,0,2,2,6,1,0,1,1,9
Kemba Walker,NYK,NYK vs. MIL,11/10/2021,L,18,2,1,7,14.3,0,3,0.0,0,0,-,0,0,0,2,1,0,1,0,-22
Keldon Johnson,SAS,SAS vs. SAC,11/10/2021,W,32,8,3,7,42.9,1,1,100,1,4,25.0,4,8,12,4,3,1,0,1,24
Josh Giddey,OKC,OKC @ NOP,11/10/2021,W,31,7,3,10,30.0,1,3,33.3,0,0,-,5,7,12,9,1,0,5,3,3
Evan Fournier,NYK,NYK vs. MIL,11/10/2021,L,19,2,1,5,20.0,0,3,0.0,0,1,0.0,0,0,0,2,1,0,2,0,-22
Thanasis Antetokounmpo,MIL,MIL @ NYK,11/10/2021,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-4
Rodney Hood,MIL,MIL @ NYK,11/10/2021,W,6,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,0,0,-7
Damian Lillard,POR,POR @ PHX,11/10/2021,L,38,28,12,23,52.2,1,4,25.0,3,4,75.0,0,7,7,7,0,0,2,0,-13
Chris Paul,PHX,PHX vs. POR,11/10/2021,W,37,21,9,16,56.3,1,3,33.3,2,3,66.7,1,3,4,7,0,1,2,2,4
Damian Jones,SAC,SAC @ SAS,11/10/2021,L,8,2,1,1,100,0,0,-,0,0,-,1,0,1,1,0,0,0,2,6
Drew Eubanks,SAS,SAS vs. SAC,11/10/2021,W,24,18,4,5,80.0,0,0,-,10,13,76.9,4,2,6,2,1,0,4,0,-2
De'Aaron Fox,SAC,SAC @ SAS,11/10/2021,L,35,37,14,24,58.3,2,5,40.0,7,8,87.5,0,2,2,6,1,3,4,3,-18
Cory Joseph,DET,DET @ HOU,11/10/2021,W,17,5,2,5,40.0,1,3,33.3,0,1,0.0,0,2,2,5,0,0,5,3,10
Danuel House Jr.,HOU,HOU vs. DET,11/10/2021,L,19,8,3,9,33.3,2,4,50.0,0,0,-,0,2,2,2,0,0,1,1,-13
Jalen Brunson,DAL,DAL @ CHI,11/10/2021,L,29,12,4,8,50.0,0,1,0.0,4,5,80.0,0,4,4,7,1,0,1,1,-5
Austin Rivers,DEN,DEN vs. IND,11/10/2021,W,15,2,1,4,25.0,0,1,0.0,0,0,-,0,0,0,0,0,1,0,2,-4
T.J. McConnell,IND,IND @ DEN,11/10/2021,L,29,16,8,11,72.7,0,1,0.0,0,0,-,1,2,3,9,0,1,0,1,4
Domantas Sabonis,IND,IND @ DEN,11/10/2021,L,33,20,9,14,64.3,1,2,50.0,1,1,100,4,15,19,2,1,1,3,3,-1
Malcolm Brogdon,IND,IND @ DEN,11/10/2021,L,35,25,11,21,52.4,3,7,42.9,0,1,0.0,0,3,3,5,3,2,2,2,-5
P.J. Dozier,DEN,DEN vs. IND,11/10/2021,W,25,6,3,5,60.0,0,1,0.0,0,0,-,2,2,4,2,1,0,1,2,-1
Ty Jerome,OKC,OKC @ NOP,11/10/2021,W,3,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,6
Gabriel Deck,OKC,OKC @ NOP,11/10/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,2
Jeremiah Robinson-Earl,OKC,OKC @ NOP,11/10/2021,W,11,2,1,4,25.0,0,2,0.0,0,0,-,3,2,5,0,1,0,0,3,-4
Jonas Valanciunas,NOP,NOP vs. OKC,11/10/2021,L,39,25,9,20,45.0,1,3,33.3,6,7,85.7,3,12,15,2,1,1,0,2,-2
Mike Muscala,OKC,OKC @ NOP,11/10/2021,W,13,12,3,4,75.0,3,3,100,3,3,100,0,1,1,1,1,1,1,1,17
Kira Lewis Jr.,NOP,NOP vs. OKC,11/10/2021,L,13,2,1,7,14.3,0,3,0.0,0,0,-,0,1,1,2,2,0,1,1,-20
Aleksej Pokusevski,OKC,OKC @ NOP,11/10/2021,W,20,3,1,8,12.5,1,5,20.0,0,0,-,0,4,4,3,1,0,0,1,4
Herbert Jones,NOP,NOP vs. OKC,11/10/2021,L,32,4,1,7,14.3,0,1,0.0,2,3,66.7,4,2,6,4,2,1,3,4,8
Trey Murphy III,NOP,NOP vs. OKC,11/10/2021,L,16,5,2,8,25.0,1,4,25.0,0,0,-,4,0,4,0,1,0,0,1,-17
Tre Mann,OKC,OKC @ NOP,11/10/2021,W,14,6,3,7,42.9,0,1,0.0,0,0,-,1,3,4,0,0,1,1,3,-1
Luguentz Dort,OKC,OKC @ NOP,11/10/2021,W,34,27,8,13,61.5,2,7,28.6,9,10,90.0,0,5,5,2,0,0,1,3,9
Nickeil Alexander-Walker,NOP,NOP vs. OKC,11/10/2021,L,34,33,10,22,45.5,4,10,40.0,9,11,81.8,3,7,10,4,2,1,0,2,4
Kenrich Williams,OKC,OKC @ NOP,11/10/2021,W,21,4,2,4,50.0,0,1,0.0,0,0,-,0,3,3,0,0,0,2,1,-1
Tristan Thompson,SAC,SAC @ SAS,11/10/2021,L,6,4,1,2,50.0,0,0,-,2,2,100,3,2,5,1,0,0,2,1,-4
Alex Len,SAC,SAC @ SAS,11/10/2021,L,15,8,3,4,75.0,0,0,-,2,2,100,3,3,6,1,0,1,1,3,-10
Doug McDermott,SAS,SAS vs. SAC,11/10/2021,W,27,17,6,12,50.0,4,6,66.7,1,2,50.0,0,3,3,2,0,0,0,1,8
Chimezie Metu,SAC,SAC @ SAS,11/10/2021,L,21,13,5,9,55.6,3,7,42.9,0,0,-,0,6,6,1,0,0,1,2,-2
Devin Vassell,SAS,SAS vs. SAC,11/10/2021,W,25,15,5,7,71.4,5,7,71.4,0,0,-,0,5,5,1,1,0,0,4,5
Jahmi'us Ramsey,SAC,SAC @ SAS,11/10/2021,L,22,7,3,5,60.0,1,2,50.0,0,2,0.0,0,0,0,0,0,1,0,1,-5
Tre Jones,SAS,SAS vs. SAC,11/10/2021,W,5,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,1,1,-10
Joshua Primo,SAS,SAS vs. SAC,11/10/2021,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-6
Joe Wieskamp,SAS,SAS vs. SAC,11/10/2021,W,3,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,-6
Devonte' Graham,NOP,NOP vs. OKC,11/10/2021,L,34,18,7,18,38.9,3,9,33.3,1,3,33.3,2,0,2,4,1,0,0,1,12
Harrison Barnes,SAC,SAC @ SAS,11/10/2021,L,31,9,3,8,37.5,1,4,25.0,2,2,100,1,6,7,1,2,1,1,3,-18
Maurice Harkless,SAC,SAC @ SAS,11/10/2021,L,23,6,3,5,60.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,2,-11
Richaun Holmes,SAC,SAC @ SAS,11/10/2021,L,19,6,3,4,75.0,0,0,-,0,0,-,3,9,12,0,0,0,2,2,-11
Lonnie Walker IV,SAS,SAS vs. SAC,11/10/2021,W,22,15,5,11,45.5,2,5,40.0,3,4,75.0,0,1,1,1,0,1,0,1,15
Derrick White,SAS,SAS vs. SAC,11/10/2021,W,30,2,1,6,16.7,0,2,0.0,0,0,-,1,3,4,6,2,1,1,3,12
Bryn Forbes,SAS,SAS vs. SAC,11/10/2021,W,13,15,6,11,54.5,3,5,60.0,0,0,-,0,2,2,1,0,0,0,1,4
Buddy Hield,SAC,SAC @ SAS,11/10/2021,L,34,12,5,14,35.7,2,9,22.2,0,0,-,0,1,1,2,1,0,1,4,-9
Dillon Brooks,MEM,MEM vs. CHA,11/10/2021,L,26,20,8,17,47.1,4,7,57.1,0,0,-,0,4,4,6,2,0,2,4,-9
Josh Christopher,HOU,HOU vs. DET,11/10/2021,L,5,2,1,1,100,0,0,-,0,0,-,0,0,0,1,0,0,0,1,6
David Nwaba,HOU,HOU vs. DET,11/10/2021,L,12,0,0,2,0.0,0,1,0.0,0,0,-,0,4,4,1,1,1,1,2,-9
Josh Jackson,DET,DET @ HOU,11/10/2021,W,19,8,3,6,50.0,0,3,0.0,2,2,100,2,6,8,4,0,1,0,1,9
Frank Jackson,DET,DET @ HOU,11/10/2021,W,16,0,0,3,0.0,0,3,0.0,0,0,-,0,0,0,0,0,0,0,1,3
Daniel Theis,HOU,HOU vs. DET,11/10/2021,L,27,6,3,4,75.0,0,1,0.0,0,0,-,0,4,4,1,1,2,1,4,-14
Saddiq Bey,DET,DET @ HOU,11/10/2021,W,36,16,6,17,35.3,2,9,22.2,2,2,100,5,4,9,3,1,0,0,1,14
Isaiah Stewart,DET,DET @ HOU,11/10/2021,W,15,4,2,3,66.7,0,0,-,0,0,-,3,5,8,1,1,1,0,5,0
Jae'Sean Tate,HOU,HOU vs. DET,11/10/2021,L,29,14,4,9,44.4,0,1,0.0,6,9,66.7,4,4,8,1,2,1,1,4,9
Tim Hardaway Jr.,DAL,DAL @ CHI,11/10/2021,L,33,21,7,15,46.7,5,9,55.6,2,3,66.7,0,3,3,2,0,0,0,3,-11
O.G. Anunoby,TOR,TOR @ BOS,11/10/2021,L,36,14,6,14,42.9,0,4,0.0,2,3,66.7,1,4,5,4,1,1,3,0,-17
Svi Mykhailiuk,TOR,TOR @ BOS,11/10/2021,L,19,10,4,6,66.7,0,1,0.0,2,2,100,0,0,0,0,1,0,1,0,-9
Robert Williams III,BOS,BOS vs. TOR,11/10/2021,W,33,16,8,11,72.7,0,0,-,0,1,0.0,8,5,13,1,2,1,2,1,20
Aaron Nesmith,BOS,BOS vs. TOR,11/10/2021,W,7,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,0
Malachi Flynn,TOR,TOR @ BOS,11/10/2021,L,6,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-9
Payton Pritchard,BOS,BOS vs. TOR,11/10/2021,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Justin Champagnie,TOR,TOR @ BOS,11/10/2021,L,2,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0
Scottie Barnes,TOR,TOR @ BOS,11/10/2021,L,32,21,7,11,63.6,0,0,-,7,8,87.5,1,6,7,4,0,0,3,4,-5
Derrick Rose,NYK,NYK vs. MIL,11/10/2021,L,30,22,8,15,53.3,6,8,75.0,0,0,-,1,2,3,7,3,1,0,0,10
George Hill,MIL,MIL @ NYK,11/10/2021,W,33,8,3,7,42.9,2,3,66.7,0,0,-,1,4,5,5,2,0,1,1,20
Taj Gibson,NYK,NYK vs. MIL,11/10/2021,L,25,0,0,1,0.0,0,0,-,0,0,-,2,7,9,0,1,2,1,4,3
Alec Burks,NYK,NYK vs. MIL,11/10/2021,L,29,14,5,10,50.0,4,7,57.1,0,0,-,0,1,1,0,0,3,0,3,10
Giannis Antetokounmpo,MIL,MIL @ NYK,11/10/2021,W,38,15,5,15,33.3,2,5,40.0,3,4,75.0,2,13,15,8,1,2,3,4,21
Bobby Portis,MIL,MIL @ NYK,11/10/2021,W,24,17,6,11,54.5,3,5,60.0,2,4,50.0,2,3,5,0,0,0,1,3,-1
Grayson Allen,MIL,MIL @ NYK,11/10/2021,W,28,15,5,13,38.5,5,11,45.5,0,0,-,1,4,5,2,0,1,2,2,7
Jordan Nwora,MIL,MIL @ NYK,11/10/2021,W,18,4,2,6,33.3,0,2,0.0,0,0,-,2,4,6,2,0,0,3,1,4
Obi Toppin,NYK,NYK vs. MIL,11/10/2021,L,21,14,5,9,55.6,0,1,0.0,4,4,100,4,2,6,2,1,1,1,2,14
Immanuel Quickley,NYK,NYK vs. MIL,11/10/2021,L,27,18,6,12,50.0,2,5,40.0,4,4,100,0,5,5,4,1,0,1,3,16
Kelly Olynyk,DET,DET @ HOU,11/10/2021,W,26,13,5,11,45.5,3,6,50.0,0,2,0.0,2,4,6,1,2,1,2,6,-8
Jerami Grant,DET,DET @ HOU,11/10/2021,W,35,35,12,23,52.2,4,9,44.4,7,9,77.8,0,5,5,3,0,2,1,2,8
Trey Lyles,DET,DET @ HOU,11/10/2021,W,16,7,3,7,42.9,1,4,25.0,0,0,-,2,4,6,0,0,0,1,1,2
Kristaps Porzingis,DAL,DAL @ CHI,11/10/2021,L,32,22,9,16,56.3,2,3,66.7,2,2,100,3,9,12,1,0,0,1,4,-7
Derrick Jones Jr.,CHI,CHI vs. DAL,11/10/2021,W,20,6,2,5,40.0,0,3,0.0,2,2,100,2,5,7,2,0,0,0,3,-3
Lonzo Ball,CHI,CHI vs. DAL,11/10/2021,W,39,21,7,14,50.0,7,10,70.0,0,0,-,0,6,6,6,1,0,0,2,21
Christian Wood,HOU,HOU vs. DET,11/10/2021,L,37,20,7,14,50.0,3,6,50.0,3,6,50.0,2,7,9,3,0,0,0,2,0
Kevin Porter Jr.,HOU,HOU vs. DET,11/10/2021,L,36,18,4,11,36.4,2,5,40.0,8,14,57.1,1,4,5,5,1,1,5,2,-8
Killian Hayes,DET,DET @ HOU,11/10/2021,W,31,4,1,4,25.0,1,3,33.3,1,2,50.0,1,0,1,3,0,0,1,3,1
Jalen Green,HOU,HOU vs. DET,11/10/2021,L,38,23,8,20,40.0,3,11,27.3,4,4,100,1,4,5,2,0,0,2,2,0
Kenyon Martin Jr.,HOU,HOU vs. DET,11/10/2021,L,9,2,1,3,33.3,0,0,-,0,0,-,0,4,4,0,0,0,0,0,-1
Marcus Smart,BOS,BOS vs. TOR,11/10/2021,W,35,13,5,12,41.7,1,4,25.0,2,4,50.0,1,2,3,6,3,1,0,1,19
Ricky Rubio,CLE,CLE vs. WAS,11/10/2021,L,28,20,6,15,40.0,1,5,20.0,7,8,87.5,0,5,5,5,2,0,3,1,2
Russell Westbrook,LAL,LAL vs. MIA,11/10/2021,W,43,25,10,22,45.5,3,7,42.9,2,2,100,1,11,12,14,1,2,8,5,10
P.J. Tucker,MIA,MIA @ LAL,11/10/2021,L,38,10,4,7,57.1,0,1,0.0,2,2,100,4,9,13,2,1,0,2,4,4
Kyle Lowry,MIA,MIA @ LAL,11/10/2021,L,47,18,5,14,35.7,2,10,20.0,6,7,85.7,0,6,6,11,1,0,4,4,0
Carmelo Anthony,LAL,LAL vs. MIA,11/10/2021,W,38,12,5,12,41.7,1,5,20.0,1,2,50.0,0,6,6,1,1,0,1,2,13
Cameron Johnson,PHX,PHX vs. POR,11/10/2021,W,22,6,2,6,33.3,2,4,50.0,0,0,-,0,2,2,1,2,1,0,0,7
Nassir Little,POR,POR @ PHX,11/10/2021,L,22,8,3,5,60.0,0,2,0.0,2,2,100,1,6,7,1,1,1,2,4,0
Anfernee Simons,POR,POR @ PHX,11/10/2021,L,21,2,1,9,11.1,0,4,0.0,0,0,-,1,2,3,1,1,0,0,0,-6
Abdel Nader,PHX,PHX vs. POR,11/10/2021,W,11,4,2,2,100,0,0,-,0,0,-,2,0,2,1,0,1,0,3,-3
Larry Nance Jr.,POR,POR @ PHX,11/10/2021,L,27,13,6,7,85.7,1,2,50.0,0,0,-,3,2,5,3,0,0,3,1,-5
Paul Millsap,BKN,BKN @ ORL,11/10/2021,W,19,5,2,4,50.0,1,3,33.3,0,0,-,2,3,5,1,0,1,1,4,24
Cameron Payne,PHX,PHX vs. POR,11/10/2021,W,16,9,4,8,50.0,1,3,33.3,0,0,-,0,1,1,1,0,1,1,2,10
Tony Snell,POR,POR @ PHX,11/10/2021,L,8,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,1,6
JaVale McGee,PHX,PHX vs. POR,11/10/2021,W,16,14,6,10,60.0,0,0,-,2,3,66.7,2,6,8,1,0,0,1,5,-6
Markus Howard,DEN,DEN vs. IND,11/10/2021,W,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,1,2
Kelan Martin,IND,IND @ DEN,11/10/2021,L,19,5,2,5,40.0,1,2,50.0,0,0,-,0,4,4,0,1,0,2,2,-2
Dean Wade,CLE,CLE vs. WAS,11/10/2021,L,28,3,1,2,50.0,1,2,50.0,0,0,-,0,2,2,3,0,0,0,2,7
Daniel Gafford,WAS,WAS @ CLE,11/10/2021,W,22,4,2,5,40.0,0,0,-,0,0,-,2,4,6,1,2,0,0,1,-4
Tacko Fall,CLE,CLE vs. WAS,11/10/2021,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Aaron Holiday,WAS,WAS @ CLE,11/10/2021,W,14,2,1,3,33.3,0,0,-,0,0,-,1,1,2,3,0,0,0,3,-6
Alize Johnson,CHI,CHI vs. DAL,11/10/2021,W,10,2,1,1,100,0,0,-,0,0,-,4,3,7,1,0,0,1,0,-3
Luka Doncic,DAL,DAL @ CHI,11/10/2021,L,33,20,6,18,33.3,1,6,16.7,7,10,70.0,1,7,8,10,4,1,4,0,-20
