Player,Team,Match Up,Game Date,W/L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST%,AST_TO,AST_RATIO,OREB%,DREB%,REB%,TM_TOV%,EFG%,TS%,USG%,PACE
Carl Landry,SAC,SAC @ LAL,04/15/2015,W,33,125.8,89.6,36.2,0.0,0.00,0.0,6.7,14.6,11.5,7.7,44.4,55.9,17.8,96.05
Tristan Thompson,CLE,CLE vs. WAS,04/15/2015,W,22,123.7,105.3,18.4,15.4,2.00,16.7,16.7,19.2,18.2,8.3,57.1,68.5,22.2,84.52
Cory Jefferson,BKN,BKN vs. ORL,04/15/2015,W,6,125.0,72.7,52.3,0.0,0.00,0.0,0.0,10.0,7.1,0.0,100,100,7.7,93.30
Joel Anthony,DET,DET @ NYK,04/15/2015,W,17,116.7,67.6,49.0,0.0,0.00,0.0,6.7,20.0,15.0,50.0,50.0,50.0,10.0,97.90
Anthony Morrow,OKC,OKC @ MIN,04/15/2015,W,19,131.7,124.4,7.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,57.1,57.1,15.2,103.13
Henry Walker,MIA,MIA @ PHI,04/15/2015,W,48,106.1,101.0,5.1,6.1,1.00,12.5,3.8,4.2,4.0,12.5,90.0,86.1,12.4,99.50
Andrew Bogut,GSW,GSW vs. DEN,04/15/2015,W,16,151.4,124.3,27.0,21.1,4.00,66.7,7.1,17.6,12.9,16.7,100,100,4.8,109.63
Brandon Bass,BOS,BOS @ MIL,04/15/2015,W,14,89.7,100.0,-10.3,11.1,1.00,16.7,8.3,21.4,15.4,16.7,50.0,50.0,16.1,100.51
Marreese Speights,GSW,GSW vs. DEN,04/15/2015,W,21,110.9,95.6,15.3,0.0,0.00,0.0,8.3,37.5,20.0,5.9,42.9,51.1,32.7,105.93
Jason Thompson,SAC,SAC @ LAL,04/15/2015,W,25,127.5,102.0,25.5,10.5,2.00,15.4,0.0,25.0,13.7,7.7,62.5,61.5,19.6,98.98
Timofey Mozgov,CLE,CLE vs. WAS,04/15/2015,W,14,114.3,106.9,7.4,0.0,0.00,0.0,7.1,12.5,10.0,0.0,80.0,68.0,20.0,99.01
Jamaal Franklin,DEN,DEN @ GSW,04/15/2015,L,10,121.7,134.8,-13.0,22.2,0.67,28.6,9.1,0.0,5.3,42.9,75.0,75.0,18.5,115.68
Kemba Walker,CHA,CHA @ TOR,04/15/2015,L,30,96.1,127.5,-31.4,33.3,1.33,16.7,0.0,16.7,7.5,12.5,43.3,50.7,37.0,82.06
Nikola Vucevic,ORL,ORL @ BKN,04/15/2015,L,40,97.4,103.8,-6.4,25.0,2.50,16.7,2.9,24.4,14.7,6.7,57.1,57.1,29.8,94.31
Caron Butler,DET,DET @ NYK,04/15/2015,W,24,126.0,98.0,28.0,0.0,0.00,0.0,0.0,8.0,4.1,0.0,120.0,119.0,10.7,100.00
Troy Daniels,CHA,CHA @ TOR,04/15/2015,L,29,100.0,100.0,0.0,10.0,1.00,5.3,3.6,3.3,3.4,5.3,66.7,71.6,30.0,86.50
Pau Gasol,CHI,CHI vs. ATL,04/15/2015,W,37,92.3,92.4,-0.1,5.3,0.17,3.8,5.6,27.5,17.1,23.1,40.0,48.6,28.7,101.47
Ersan Ilyasova,MIL,MIL vs. BOS,04/15/2015,L,26,111.1,92.5,18.7,25.0,0.00,22.2,12.0,7.4,9.6,0.0,73.1,75.6,22.2,98.52
Andrew Nicholson,ORL,ORL @ BKN,04/15/2015,L,28,105.6,113.0,-7.4,6.3,1.00,8.3,15.0,23.1,19.6,8.3,90.0,90.0,19.0,91.25
Michael Beasley,MIA,MIA @ PHI,04/15/2015,W,48,106.1,101.0,5.1,29.6,2.67,19.0,3.8,18.8,11.0,7.1,44.4,53.4,30.1,99.50
Amar'e Stoudemire,DAL,DAL vs. POR,04/15/2015,W,18,78.6,97.6,-19.0,14.3,0.00,6.7,9.1,16.7,13.0,0.0,41.7,47.2,31.1,108.07
Zach Randolph,MEM,MEM vs. IND,04/15/2015,W,35,113.3,113.6,-0.2,0.0,0.00,0.0,3.6,28.6,16.1,17.6,58.3,65.4,23.6,80.88
Roy Hibbert,IND,IND @ MEM,04/15/2015,L,25,126.2,116.7,9.5,5.9,0.50,12.5,5.6,16.7,11.1,25.0,75.0,71.7,14.9,79.30
Robin Lopez,POR,POR @ DAL,04/15/2015,L,20,63.0,124.4,-61.4,0.0,0.00,0.0,0.0,5.6,2.4,33.3,50.0,50.0,6.3,111.43
Jordan Adams,MEM,MEM vs. IND,04/15/2015,W,23,123.3,88.4,34.9,11.1,0.00,22.2,9.5,11.5,10.6,0.0,42.9,42.9,13.0,88.44
Kevin Martin,MIN,MIN vs. OKC,04/15/2015,L,33,112.5,142.9,-30.4,0.0,0.00,0.0,0.0,3.2,1.6,10.0,70.0,78.3,24.4,104.92
Patty Mills,SAS,SAS @ NOP,04/15/2015,L,11,139.1,79.2,60.0,42.9,3.00,25.0,0.0,0.0,0.0,8.3,87.5,88.9,36.0,107.09
KJ McDaniels,HOU,HOU vs. UTA,04/15/2015,W,9,100.0,115.0,-15.0,0.0,0.00,0.0,0.0,22.2,14.3,0.0,50.0,51.2,26.3,106.57
Josh Smith,HOU,HOU vs. UTA,04/15/2015,W,18,120.0,72.5,47.5,15.4,2.00,14.3,0.0,7.4,4.3,7.1,61.1,60.4,27.3,106.67
Norris Cole,NOP,NOP vs. SAS,04/15/2015,W,15,118.8,123.3,-4.6,20.0,0.00,16.7,0.0,0.0,0.0,0.0,60.0,62.3,30.3,98.79
Omer Asik,NOP,NOP vs. SAS,04/15/2015,W,29,107.4,118.9,-11.5,4.5,0.00,12.5,7.1,12.5,9.1,0.0,100,69.0,10.9,90.00
Dwight Powell,DAL,DAL vs. POR,04/15/2015,W,4,125.0,112.5,12.5,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.00
Shawne Williams,DET,DET @ NYK,04/15/2015,W,5,90.9,120.0,-29.1,0.0,0.00,0.0,0.0,22.2,14.3,0.0,0.0,0.0,9.1,101.82
Eric Gordon,NOP,NOP vs. SAS,04/15/2015,W,33,107.6,119.4,-11.8,4.8,0.50,6.3,3.0,12.5,7.0,12.5,50.0,54.3,20.0,96.99
Danilo Gallinari,DEN,DEN @ GSW,04/15/2015,L,23,109.8,147.1,-37.3,14.3,0.00,13.3,4.0,21.1,11.4,0.0,60.0,68.8,22.0,105.24
Jonas Valanciunas,TOR,TOR vs. CHA,04/15/2015,W,27,130.4,97.9,32.6,5.6,0.00,8.3,0.0,25.0,14.7,0.0,81.8,81.8,23.4,82.46
Kyle Anderson,SAS,SAS @ NOP,04/15/2015,L,0,233.3,100.0,133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.52
Andre Roberson,OKC,OKC @ MIN,04/15/2015,W,11,158.3,116.7,41.7,15.4,0.00,50.0,10.0,11.1,10.5,0.0,0.0,0.0,6.9,104.93
Jrue Holiday,NOP,NOP vs. SAS,04/15/2015,W,25,117.6,92.3,25.3,22.2,0.00,28.6,5.0,8.7,7.0,0.0,50.0,55.7,18.9,98.23
Gerald Henderson,CHA,CHA @ TOR,04/15/2015,L,29,103.9,124.0,-20.1,16.7,0.00,14.3,4.5,13.3,8.1,0.0,62.5,62.5,21.8,84.02
Tyler Hansbrough,TOR,TOR vs. CHA,04/15/2015,W,22,129.7,102.6,27.1,10.0,2.00,40.0,0.0,18.8,11.5,20.0,100,100,7.9,81.33
Lavoy Allen,IND,IND @ MEM,04/15/2015,L,5,33.3,138.5,-105.1,0.0,0.00,0.0,0.0,14.3,8.3,50.0,0.0,0.0,16.7,118.30
Taj Gibson,CHI,CHI vs. ATL,04/15/2015,W,20,67.4,102.2,-34.8,8.3,0.50,16.7,4.5,10.5,7.3,33.3,0.0,0.0,10.4,108.32
Kawhi Leonard,SAS,SAS @ NOP,04/15/2015,L,38,110.8,114.9,-4.1,9.7,3.00,15.8,6.9,23.5,15.9,5.3,42.9,47.0,20.3,92.68
Kris Humphries,WAS,WAS @ CLE,04/15/2015,L,29,105.6,107.5,-2.0,11.1,0.00,18.2,8.3,7.1,7.8,0.0,57.1,68.5,13.8,88.96
Khris Middleton,MIL,MIL vs. BOS,04/15/2015,L,21,97.7,100.0,-2.3,27.3,0.75,17.6,0.0,4.5,2.4,23.5,90.0,90.0,28.6,100.65
Damjan Rudez,IND,IND @ MEM,04/15/2015,L,1,66.7,33.3,33.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.78
Kostas Papanikolaou,HOU,HOU vs. UTA,04/15/2015,W,12,85.7,110.7,-25.0,12.5,0.50,20.0,0.0,7.7,4.8,40.0,0.0,0.0,14.3,112.00
Victor Oladipo,ORL,ORL @ BKN,04/15/2015,L,44,96.5,109.3,-12.8,10.7,0.75,11.5,0.0,4.8,2.4,15.4,50.0,49.5,24.2,92.85
Harrison Barnes,GSW,GSW vs. DEN,04/15/2015,W,17,120.0,102.7,17.3,7.7,0.00,11.1,11.8,20.0,15.6,0.0,75.0,75.0,20.5,99.60
Bismack Biyombo,CHA,CHA @ TOR,04/15/2015,L,32,105.6,116.4,-10.8,0.0,0.00,0.0,0.0,16.7,8.5,50.0,0.0,54.3,10.5,81.96
Austin Daye,ATL,ATL @ CHI,04/15/2015,L,12,65.0,100.0,-35.0,0.0,0.00,0.0,12.5,22.2,16.0,28.6,0.0,10.2,29.2,82.00
Corey Brewer,HOU,HOU vs. UTA,04/15/2015,W,23,103.6,72.2,31.4,21.4,3.00,15.0,0.0,9.1,5.1,5.0,40.0,44.1,28.8,113.99
Gerald Wallace,BOS,BOS @ MIL,04/15/2015,W,18,90.0,85.7,4.3,15.4,0.50,33.3,0.0,4.8,2.7,66.7,0.0,0.0,9.5,107.58
Johnny O'Bryant III,MIL,MIL vs. BOS,04/15/2015,L,22,90.9,124.4,-33.5,12.5,1.00,18.2,16.0,26.3,20.5,18.2,14.3,14.3,17.6,97.39
Jeremy Evans,UTA,UTA @ HOU,04/15/2015,L,22,86.3,115.4,-29.1,21.4,0.00,23.1,13.3,14.3,13.6,0.0,44.4,48.4,16.7,114.09
JJ Hickson,DEN,DEN @ GSW,04/15/2015,L,17,130.0,97.4,32.6,0.0,0.00,0.0,0.0,4.3,3.1,0.0,0.0,53.2,4.7,112.38
John Jenkins,ATL,ATL @ CHI,04/15/2015,L,12,65.0,100.0,-35.0,0.0,0.00,0.0,6.3,11.1,8.0,0.0,0.0,0.0,8.3,82.00
Jodie Meeks,DET,DET @ NYK,04/15/2015,W,24,104.3,89.1,15.1,6.3,0.50,7.7,9.5,8.3,8.9,15.4,44.4,50.6,22.6,93.00
Maurice Harkless,ORL,ORL @ BKN,04/15/2015,L,12,112.0,91.7,20.3,0.0,0.00,0.0,0.0,7.7,4.3,66.7,0.0,0.0,10.3,99.99
Manu Ginobili,SAS,SAS @ NOP,04/15/2015,L,21,102.4,114.3,-11.9,25.0,2.00,28.6,0.0,11.1,6.3,14.3,21.4,25.4,22.7,96.61
Kyrie Irving,CLE,CLE vs. WAS,04/15/2015,W,18,102.7,134.2,-31.5,63.6,3.50,38.9,0.0,12.5,5.7,11.1,50.0,50.0,27.5,100.75
Udonis Haslem,MIA,MIA @ PHI,04/15/2015,W,7,157.1,86.7,70.5,0.0,0.00,0.0,11.1,9.1,10.0,0.0,0.0,0.0,0.0,95.13
Trey Burke,UTA,UTA @ HOU,04/15/2015,L,19,90.7,126.7,-36.0,28.6,4.00,23.5,3.4,7.1,4.7,5.9,13.6,16.8,24.5,113.55
Nick Calathes,MEM,MEM vs. IND,04/15/2015,W,32,116.9,86.2,30.7,26.1,3.00,35.3,10.0,8.1,9.0,11.8,42.9,45.7,14.9,88.26
Alexis Ajinca,NOP,NOP vs. SAS,04/15/2015,W,3,80.0,120.0,-40.0,0.0,0.00,0.0,0.0,100,40.0,0.0,0.0,0.0,20.0,85.21
JR Smith,CLE,CLE vs. WAS,04/15/2015,W,9,84.2,131.6,-47.4,42.9,3.00,33.3,0.0,0.0,0.0,11.1,0.0,0.0,30.0,101.90
Andre Miller,SAC,SAC @ LAL,04/15/2015,W,3,100.0,133.3,-33.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.03
Lou Amundson,NYK,NYK vs. DET,04/15/2015,L,18,65.0,117.9,-52.9,12.5,0.25,10.0,0.0,16.7,8.6,40.0,0.0,10.5,22.0,106.32
JaMychal Green,MEM,MEM vs. IND,04/15/2015,W,1,33.3,66.7,-33.3,0.0,0.00,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,177.78
Quincy Acy,NYK,NYK vs. DET,04/15/2015,L,20,86.8,128.9,-42.1,7.7,0.50,12.5,4.0,17.6,9.5,25.0,0.0,10.2,14.9,92.82
Cory Joseph,SAS,SAS @ NOP,04/15/2015,L,7,112.5,125.0,-12.5,25.0,1.00,40.0,0.0,16.7,9.1,40.0,0.0,0.0,17.6,103.20
Justin Hamilton,MIN,MIN vs. OKC,04/15/2015,L,11,120.0,116.7,3.3,0.0,0.00,0.0,12.5,7.7,9.5,50.0,0.0,34.7,22.2,104.84
Donald Sloan,IND,IND @ MEM,04/15/2015,L,8,58.8,94.1,-35.3,25.0,0.50,33.3,0.0,11.1,5.9,66.7,0.0,0.0,11.1,100.47
Vince Carter,MEM,MEM vs. IND,04/15/2015,W,19,113.9,62.9,51.0,6.7,1.00,12.5,0.0,4.2,2.4,12.5,0.0,0.0,15.9,89.14
Danny Green,SAS,SAS @ NOP,04/15/2015,L,18,108.6,113.9,-5.3,10.5,2.00,66.7,0.0,5.3,3.2,33.3,0.0,0.0,2.7,92.38
Marco Belinelli,SAS,SAS @ NOP,04/15/2015,L,15,94.1,114.7,-20.6,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,34.7,8.6,105.81
Giannis Antetokounmpo,MIL,MIL vs. BOS,04/15/2015,L,29,103.3,96.6,6.7,16.7,2.00,30.8,6.7,3.4,5.1,15.4,16.7,21.8,12.9,100.14
Solomon Hill,IND,IND @ MEM,04/15/2015,L,21,127.8,109.1,18.7,6.3,0.00,25.0,11.8,4.8,7.9,0.0,0.0,0.0,7.3,77.26
Kent Bazemore,ATL,ATL @ CHI,04/15/2015,L,15,75.0,103.2,-28.2,0.0,0.00,0.0,0.0,11.8,5.7,20.0,25.0,33.8,14.7,102.16
Elton Brand,ATL,ATL @ CHI,04/15/2015,L,12,65.0,100.0,-35.0,20.0,0.00,33.3,0.0,11.1,4.0,0.0,0.0,0.0,8.3,82.00
Trevor Ariza,HOU,HOU vs. UTA,04/15/2015,W,23,119.6,76.1,43.5,16.7,0.00,25.0,4.8,5.6,5.3,0.0,31.3,33.8,17.0,95.24
Brian Roberts,CHA,CHA @ TOR,04/15/2015,L,18,115.2,81.8,33.3,45.5,0.00,41.7,0.0,0.0,0.0,0.0,21.4,21.4,17.1,87.19
Adreian Payne,MIN,MIN vs. OKC,04/15/2015,L,24,111.5,130.0,-18.5,5.0,0.50,14.3,4.5,7.7,6.3,28.6,25.0,25.0,10.3,102.07
Joe Ingles,UTA,UTA @ HOU,04/15/2015,L,17,61.8,114.7,-52.9,22.2,1.00,20.0,0.0,11.1,4.5,20.0,0.0,0.0,19.5,94.15
Rodney Stuckey,IND,IND @ MEM,04/15/2015,L,28,79.2,115.1,-35.8,30.8,4.00,20.0,6.3,3.7,5.1,5.0,26.9,37.3,25.4,90.48
Kendrick Perkins,CLE,CLE vs. WAS,04/15/2015,W,28,107.1,96.4,10.8,5.3,0.33,9.1,4.2,14.8,9.8,27.3,50.0,50.9,16.7,96.87
J.J. Barea,DAL,DAL vs. POR,04/15/2015,W,22,91.3,93.6,-2.3,7.1,1.00,12.5,0.0,4.2,1.9,12.5,25.0,25.0,12.7,103.53
Brook Lopez,BKN,BKN vs. ORL,04/15/2015,W,33,98.5,97.0,1.6,4.8,0.50,7.1,8.8,13.8,11.1,14.3,50.0,63.2,17.1,96.24
Elfrid Payton,ORL,ORL @ BKN,04/15/2015,L,35,92.3,113.6,-21.3,24.0,1.50,37.5,0.0,9.4,4.8,25.0,20.0,17.0,13.9,91.13
Henry Sims,PHI,PHI vs. MIA,04/15/2015,L,40,98.8,98.8,0.0,11.5,3.00,21.4,10.3,15.6,13.1,7.1,50.0,50.0,11.3,99.33
Paul Millsap,ATL,ATL @ CHI,04/15/2015,L,27,91.4,93.1,-1.7,19.0,4.00,26.7,3.2,20.0,10.7,6.7,22.2,25.3,17.2,102.48
Jason Terry,HOU,HOU vs. UTA,04/15/2015,W,22,124.5,80.9,43.6,10.5,0.00,25.0,0.0,5.6,4.0,0.0,75.0,75.0,11.5,105.97
David West,IND,IND @ MEM,04/15/2015,L,28,108.2,128.6,-20.4,5.0,1.00,11.1,7.7,11.1,9.1,11.1,16.7,29.1,14.0,83.40
Grant Jerrett,UTA,UTA @ HOU,04/15/2015,L,13,100.0,107.4,-7.4,11.1,0.00,14.3,0.0,37.5,13.0,0.0,50.0,54.3,19.4,104.49
John Henson,MIL,MIL vs. BOS,04/15/2015,L,12,80.0,92.0,-12.0,28.6,2.00,25.0,12.5,25.0,17.9,12.5,25.0,30.7,19.4,100.00
Jorge Gutierrez,MIL,MIL vs. BOS,04/15/2015,L,20,100.0,123.1,-23.1,15.4,2.00,18.2,5.0,11.8,8.1,9.1,50.0,51.5,20.5,94.87
Zaza Pachulia,MIL,MIL vs. BOS,04/15/2015,L,15,116.1,96.8,19.4,23.1,3.00,37.5,18.2,25.0,22.2,12.5,25.0,25.0,15.2,98.11
Rudy Gobert,UTA,UTA @ HOU,04/15/2015,L,24,68.6,117.3,-48.7,0.0,0.00,0.0,8.3,20.8,13.3,22.2,50.0,58.1,14.8,101.76
Ty Lawson,DEN,DEN @ GSW,04/15/2015,L,18,112.2,139.0,-26.8,50.0,2.00,44.4,0.0,0.0,0.0,22.2,20.0,34.0,21.3,111.82
Ramon Sessions,WAS,WAS @ CLE,04/15/2015,L,37,94.6,102.7,-8.1,27.3,6.00,33.3,0.0,5.1,2.6,5.6,62.5,65.8,14.1,95.55
Jerami Grant,PHI,PHI vs. MIA,04/15/2015,L,41,101.1,105.7,-4.6,12.9,2.00,19.0,2.3,10.4,6.6,9.5,23.1,26.3,17.0,100.87
Kevin Love,CLE,CLE vs. WAS,04/15/2015,W,18,90.0,107.7,-17.7,0.0,0.00,0.0,0.0,13.0,7.0,7.1,70.8,73.8,31.8,103.32
