Player,Team,Match Up,Game Date,W/L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST%,AST_TO,AST_RATIO,OREB%,DREB%,REB%,TM_TOV%,EFG%,TS%,USG%,PACE
Al-Farouq Aminu,NOP,NOP vs. HOU,04/16/2014,W,17,97.2,79.4,17.8,0.0,0.00,0.0,11.8,16.7,14.6,0.0,60.0,60.0,12.2,96.46
Casper Ware,PHI,PHI @ MIA,04/16/2014,W,14,139.3,82.8,56.5,9.1,1.00,14.3,0.0,5.9,4.2,14.3,100,100,20.7,98.18
Tiago Splitter,SAS,SAS vs. LAL,04/16/2014,L,26,92.9,109.1,-16.2,6.3,1.00,6.7,11.1,14.3,12.5,6.7,46.2,46.2,21.9,101.16
Joakim Noah,CHI,CHI @ CHA,04/16/2014,L,42,93.5,106.7,-13.2,27.3,3.00,25.0,2.3,29.3,15.5,8.3,43.8,43.8,20.9,86.07
Jeff Withey,NOP,NOP vs. HOU,04/16/2014,W,20,89.7,67.6,22.2,10.0,1.00,14.3,4.3,22.7,13.3,14.3,60.0,60.0,13.6,91.51
Rudy Gobert,UTA,UTA @ MIN,04/16/2014,W,14,100.0,113.3,-13.3,12.5,0.00,16.7,15.8,46.2,28.1,0.0,80.0,73.5,13.5,102.13
Diante Garrett,UTA,UTA @ MIN,04/16/2014,W,10,94.7,163.2,-68.4,16.7,0.00,33.3,0.0,10.0,5.0,0.0,75.0,75.0,9.5,94.46
Anthony Morrow,NOP,NOP vs. HOU,04/16/2014,W,27,107.5,94.3,13.2,5.9,0.00,6.3,4.2,5.6,5.0,0.0,46.4,49.0,25.0,94.05
Cole Aldrich,NYK,NYK vs. TOR,04/16/2014,W,40,101.3,84.8,16.5,4.0,1.00,8.3,17.5,21.4,19.5,8.3,62.5,66.6,12.2,95.17
Jan Vesely,DEN,DEN vs. GSW,04/16/2014,L,14,87.1,118.2,-31.1,0.0,0.00,0.0,0.0,20.0,10.7,60.0,100,100,15.2,112.67
Trey Burke,UTA,UTA @ MIN,04/16/2014,W,48,116.8,100.0,16.8,25.0,1.80,22.5,6.3,7.8,7.1,12.5,52.4,63.0,25.6,99.29
Kenneth Faried,DEN,DEN vs. GSW,04/16/2014,L,38,111.9,106.0,5.9,0.0,0.00,0.0,13.2,18.6,16.0,20.8,41.2,40.0,25.8,106.79
Jarvis Varnado,PHI,PHI @ MIA,04/16/2014,W,16,137.9,90.0,47.9,0.0,0.00,0.0,0.0,16.7,10.7,0.0,60.0,68.0,19.4,90.58
Arron Afflalo,ORL,ORL vs. IND,04/16/2014,L,6,125.0,91.7,33.3,33.3,1.00,20.0,0.0,25.0,14.3,20.0,125.0,121.5,33.3,92.16
Kevin Seraphin,WAS,WAS @ BOS,04/16/2014,W,4,44.4,133.3,-88.9,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,18.2,113.19
Patty Mills,SAS,SAS vs. LAL,04/16/2014,L,14,120.0,106.5,13.5,9.1,1.00,9.1,0.0,13.3,7.1,9.1,50.0,50.0,30.3,103.22
Terrence Jones,HOU,HOU @ NOP,04/16/2014,L,26,130.6,125.0,5.6,26.7,4.00,22.2,20.8,12.5,16.7,5.6,63.6,62.3,23.3,88.07
Pablo Prigioni,NYK,NYK vs. TOR,04/16/2014,W,14,96.2,53.8,42.3,33.3,1.50,50.0,0.0,0.0,0.0,33.3,100,100,9.7,90.65
Cory Joseph,SAS,SAS vs. LAL,04/16/2014,L,22,95.6,102.1,-6.6,25.0,1.50,17.6,0.0,9.5,4.4,11.8,45.5,50.5,29.2,102.78
Ben McLemore,SAC,SAC vs. PHX,04/16/2014,L,42,104.6,100.0,4.6,20.0,2.50,15.2,0.0,10.6,5.5,6.1,52.5,58.3,28.3,98.65
John Henson,MIL,MIL vs. ATL,04/16/2014,L,34,108.7,111.8,-3.1,13.0,0.75,13.6,3.6,14.8,9.1,18.2,61.5,62.5,24.1,96.19
Andre Miller,WAS,WAS @ BOS,04/16/2014,W,20,128.2,138.5,-10.3,21.1,2.00,50.0,0.0,7.7,4.0,25.0,100,100,9.3,95.67
Donald Sloan,IND,IND @ ORL,04/16/2014,W,31,113.8,100.0,13.8,14.3,1.00,15.8,6.3,5.6,5.9,15.8,50.0,50.0,22.9,89.76
Glen Davis,LAC,LAC @ POR,04/16/2014,L,33,113.2,110.4,2.8,0.0,0.00,0.0,11.1,7.9,9.5,11.1,42.9,44.4,12.2,99.34
Kawhi Leonard,SAS,SAS vs. LAL,04/16/2014,L,24,103.8,103.8,0.1,25.0,0.00,28.6,0.0,18.5,8.8,0.0,70.0,70.0,16.9,106.25
Brandon Bass,BOS,BOS vs. WAS,04/16/2014,L,26,94.2,118.9,-24.6,8.3,0.00,9.1,3.3,23.1,12.5,0.0,77.8,77.5,16.1,98.25
Kevin Durant,OKC,OKC vs. DET,04/16/2014,W,45,119.8,117.8,2.0,26.1,2.00,13.0,3.9,4.5,4.2,6.5,48.3,57.4,34.8,96.28
Chris Wright,MIL,MIL vs. ATL,04/16/2014,L,18,88.6,108.8,-20.3,0.0,0.00,0.0,12.5,23.1,17.2,0.0,42.9,42.9,17.5,94.45
Damian Lillard,POR,POR vs. LAC,04/16/2014,W,12,137.0,107.4,29.6,16.7,0.00,28.6,0.0,0.0,0.0,0.0,90.0,90.0,14.7,108.00
Jared Cunningham,SAC,SAC vs. PHX,04/16/2014,L,7,76.9,135.7,-58.8,0.0,0.00,0.0,0.0,16.7,6.3,0.0,0.0,0.0,0.0,99.95
Ryan Hollins,LAC,LAC @ POR,04/16/2014,L,14,86.2,113.3,-27.1,12.5,1.00,25.0,6.3,4.5,5.3,25.0,0.0,53.2,9.1,98.45
John Wall,WAS,WAS @ BOS,04/16/2014,W,28,117.2,82.8,34.5,40.9,4.50,34.6,0.0,0.0,0.0,7.7,50.0,50.0,26.6,97.91
Wesley Matthews,POR,POR vs. LAC,04/16/2014,W,12,137.0,107.4,29.6,25.0,0.00,30.0,0.0,0.0,0.0,0.0,57.1,57.1,20.6,108.00
Jordan Crawford,GSW,GSW @ DEN,04/16/2014,W,41,106.5,109.8,-3.3,14.3,1.00,8.1,2.0,9.3,5.4,8.1,60.7,65.0,32.4,107.10
Garrett Temple,WAS,WAS @ BOS,04/16/2014,W,4,44.4,133.3,-88.9,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,113.19
Greg Oden,MIA,MIA vs. PHI,04/16/2014,L,14,89.3,129.6,-40.3,0.0,0.00,0.0,20.0,22.2,20.8,25.0,0.0,34.7,12.5,96.23
E'Twaun Moore,ORL,ORL vs. IND,04/16/2014,L,31,98.2,110.3,-12.1,20.0,0.00,18.8,2.9,13.9,8.6,0.0,41.7,48.8,20.6,90.20
Mike Scott,ATL,ATL @ MIL,04/16/2014,W,32,120.3,103.1,17.2,20.0,2.00,21.1,8.3,8.0,8.2,10.5,65.4,65.4,22.1,95.70
Otto Porter Jr.,WAS,WAS @ BOS,04/16/2014,W,4,44.4,133.3,-88.9,0.0,0.00,0.0,20.0,0.0,20.0,66.7,0.0,0.0,27.3,113.19
Jason Maxiell,ORL,ORL vs. IND,04/16/2014,L,5,90.0,88.9,1.1,0.0,0.00,0.0,0.0,16.7,8.3,0.0,0.0,26.6,36.4,91.51
Amar'e Stoudemire,NYK,NYK vs. TOR,04/16/2014,W,20,92.1,86.8,5.3,9.1,1.00,10.0,9.1,16.7,12.5,10.0,42.9,50.8,20.5,92.82
Carlos Boozer,CHI,CHI @ CHA,04/16/2014,L,24,95.5,74.4,21.0,0.0,0.00,0.0,0.0,36.7,21.2,0.0,58.3,58.3,26.1,87.00
Caron Butler,OKC,OKC vs. DET,04/16/2014,W,18,113.9,140.0,-26.1,6.7,0.00,50.0,0.0,10.5,5.7,0.0,0.0,0.0,2.4,94.90
Robert Covington,HOU,HOU @ NOP,04/16/2014,L,4,25.0,62.5,-37.5,0.0,0.00,0.0,0.0,16.7,8.3,0.0,0.0,0.0,22.2,94.04
Ray McCallum,SAC,SAC vs. PHX,04/16/2014,L,31,101.6,117.2,-15.6,11.8,0.67,10.5,0.0,7.1,3.0,15.8,41.7,47.2,21.3,98.15
Kelly Olynyk,BOS,BOS vs. WAS,04/16/2014,L,30,123.8,119.7,4.1,23.8,5.00,20.8,8.0,20.8,14.3,4.2,62.5,65.9,26.4,99.59
Tony Snell,CHI,CHI @ CHA,04/16/2014,L,3,66.7,200.0,-133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,96.00
Damion James,SAS,SAS vs. LAL,04/16/2014,L,12,104.2,112.5,-8.3,11.1,0.00,33.3,0.0,0.0,0.0,0.0,0.0,0.0,7.7,96.00
Victor Claver,POR,POR vs. LAC,04/16/2014,W,23,100.0,97.9,2.1,28.6,4.00,26.7,12.5,7.1,10.0,6.7,50.0,58.1,18.0,100.34
Shavlik Randolph,PHX,PHX @ SAC,04/16/2014,W,16,129.0,87.1,41.9,0.0,0.00,0.0,0.0,4.5,3.2,100.0,0.0,0.0,6.3,95.59
Tony Mitchell,DET,DET @ OKC,04/16/2014,L,6,118.2,75.0,43.2,0.0,0.00,0.0,0.0,14.3,7.7,0.0,0.0,0.0,8.3,90.49
Andray Blatche,BKN,BKN @ CLE,04/16/2014,L,39,86.8,134.2,-47.4,20.0,1.50,12.5,2.5,37.9,17.4,8.3,47.2,51.8,25.3,92.90
Chuck Hayes,TOR,TOR @ NYK,04/16/2014,L,13,81.5,107.7,-26.2,0.0,0.00,0.0,0.0,7.7,3.0,100.0,0.0,0.0,5.9,96.73
Jae Crowder,DAL,DAL @ MEM,04/16/2014,L,13,154.5,75.0,79.5,0.0,0.00,0.0,20.0,7.7,13.0,0.0,0.0,0.0,7.4,87.04
Nando De Colo,TOR,TOR @ NYK,04/16/2014,L,26,109.8,102.0,7.8,22.2,2.00,22.2,3.4,8.3,5.7,11.1,50.0,50.0,21.9,93.45
DeAndre Jordan,LAC,LAC @ POR,04/16/2014,L,1,150.0,250.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.40
Iman Shumpert,NYK,NYK vs. TOR,04/16/2014,W,30,108.8,83.3,25.4,8.3,0.00,15.4,6.5,5.4,5.9,0.0,15.0,13.8,16.2,93.00
Hedo Turkoglu,LAC,LAC @ POR,04/16/2014,L,15,96.8,103.4,-6.7,14.3,0.00,12.5,0.0,25.0,15.2,0.0,57.1,57.1,21.9,97.19
Luc Mbah a Moute,MIN,MIN vs. UTA,04/16/2014,L,9,100.0,111.1,-11.1,20.0,0.00,50.0,0.0,25.0,7.1,0.0,0.0,0.0,4.3,101.65
Gorgui Dieng,MIN,MIN vs. UTA,04/16/2014,L,28,103.6,118.9,-15.2,5.6,1.00,8.3,9.4,14.3,11.7,8.3,12.5,20.5,17.7,94.08
Steven Adams,OKC,OKC vs. DET,04/16/2014,W,11,128.6,161.9,-33.3,0.0,0.00,0.0,25.0,0.0,11.8,0.0,0.0,26.6,8.3,94.21
Boris Diaw,SAS,SAS vs. LAL,04/16/2014,L,17,94.4,111.4,-17.0,26.7,4.00,44.4,0.0,18.8,8.3,11.1,0.0,0.0,12.2,101.73
Brian Roberts,NOP,NOP vs. HOU,04/16/2014,W,4,62.5,77.8,-15.3,100,0.00,33.3,0.0,12.5,7.1,0.0,0.0,85.2,22.2,101.16
Alex Len,PHX,PHX @ SAC,04/16/2014,W,16,97.1,120.6,-23.4,0.0,0.00,0.0,0.0,26.7,11.8,33.3,0.0,0.0,15.8,101.60
Ian Clark,UTA,UTA @ MIN,04/16/2014,W,5,100.0,140.0,-40.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,99.15
Chris Babb,BOS,BOS vs. WAS,04/16/2014,L,11,80.0,112.0,-32.0,0.0,0.00,0.0,0.0,10.0,4.8,20.0,0.0,0.0,19.2,104.94
Roy Hibbert,IND,IND @ ORL,04/16/2014,W,18,115.2,78.1,37.0,0.0,0.00,0.0,6.7,30.0,20.0,0.0,14.3,25.4,21.6,89.23
Reggie Bullock,LAC,LAC @ POR,04/16/2014,L,16,75.8,127.3,-51.5,25.0,2.00,40.0,0.0,10.5,4.9,20.0,0.0,0.0,8.1,98.39
Jeff Ayres,SAS,SAS vs. LAL,04/16/2014,L,22,100.0,108.2,-8.2,11.1,2.00,28.6,8.7,20.0,14.0,14.3,25.0,25.0,9.6,107.45
Shannon Brown,NYK,NYK vs. TOR,04/16/2014,W,21,95.6,112.8,-17.2,6.3,0.20,11.1,0.0,11.8,5.4,55.6,0.0,0.0,17.0,104.00
Pero Antic,ATL,ATL @ MIL,04/16/2014,W,20,130.0,112.5,17.5,10.5,0.00,18.2,0.0,23.5,12.5,0.0,31.3,42.9,21.4,98.71
P.J. Tucker,PHX,PHX @ SAC,04/16/2014,W,17,80.6,105.6,-25.0,0.0,0.00,0.0,0.0,28.6,11.8,16.7,0.0,20.5,16.2,103.58
Kyle O'Quinn,ORL,ORL vs. IND,04/16/2014,L,21,97.5,112.2,-14.7,0.0,0.00,0.0,5.6,22.2,13.9,25.0,16.7,34.7,26.1,92.87
Earl Watson,POR,POR vs. LAC,04/16/2014,W,16,87.1,116.1,-29.0,18.2,0.00,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,95.56
Thomas Robinson,POR,POR vs. LAC,04/16/2014,W,13,100.0,120.8,-20.8,25.0,0.00,20.0,26.7,20.0,24.0,0.0,16.7,32.2,26.7,88.13
Toure' Murry,NYK,NYK vs. TOR,04/16/2014,W,29,103.6,110.0,-6.4,12.5,0.67,11.8,0.0,6.9,3.5,17.6,58.3,60.3,24.2,96.57
Lou Williams,ATL,ATL @ MIL,04/16/2014,W,19,100.0,97.4,2.6,25.0,0.00,25.0,0.0,22.2,12.5,0.0,16.7,49.6,23.1,97.43
Quincy Acy,SAC,SAC vs. PHX,04/16/2014,L,25,100.0,124.5,-24.5,7.7,0.50,9.1,16.1,14.3,15.4,18.2,50.0,54.9,15.6,94.27
Isaiah Canaan,HOU,HOU @ NOP,04/16/2014,L,26,96.0,109.8,-13.8,23.5,0.00,36.4,0.0,4.5,1.9,0.0,16.7,14.5,12.1,93.77
Anthony Bennett,CLE,CLE vs. BKN,04/16/2014,W,15,133.3,100.0,33.3,0.0,0.00,0.0,7.1,31.6,21.2,12.5,50.0,50.9,22.9,97.68
Victor Oladipo,ORL,ORL vs. IND,04/16/2014,L,17,90.9,112.1,-21.2,10.0,0.50,9.1,0.0,15.4,6.7,18.2,25.0,25.0,25.6,91.03
Kirk Hinrich,CHI,CHI @ CHA,04/16/2014,L,31,100.0,105.7,-5.7,31.6,6.00,40.0,0.0,3.1,1.8,6.7,68.8,68.8,16.1,83.41
Danny Green,SAS,SAS vs. LAL,04/16/2014,L,20,75.0,120.5,-45.5,0.0,0.00,0.0,3.1,22.7,11.1,0.0,30.8,30.8,25.5,107.39
Kyrie Irving,CLE,CLE vs. BKN,04/16/2014,W,27,103.7,85.2,18.5,29.4,2.50,25.0,0.0,6.7,3.6,10.0,50.0,56.3,24.6,95.47
Hollis Thompson,PHI,PHI @ MIA,04/16/2014,W,27,98.0,92.6,5.4,16.7,3.00,37.5,0.0,10.3,5.8,12.5,37.5,37.5,8.6,91.86
Alexey Shved,MIN,MIN vs. UTA,04/16/2014,L,18,105.6,113.5,-8.0,30.0,3.00,25.0,0.0,5.6,3.0,8.3,58.3,63.7,22.0,100.11
Dionte Christmas,PHX,PHX @ SAC,04/16/2014,W,8,88.2,118.8,-30.5,0.0,0.00,0.0,8.3,25.0,15.0,0.0,37.5,30.7,25.0,105.88
Nick Young,LAL,LAL @ SAS,04/16/2014,W,30,103.1,98.4,4.7,10.0,0.00,13.3,0.0,18.2,9.4,0.0,58.3,60.1,19.4,102.97
Brandon Jennings,DET,DET @ OKC,04/16/2014,L,34,114.1,113.9,0.2,24.1,0.88,28.0,0.0,10.8,5.6,32.0,22.2,29.1,21.7,100.84
Mike Conley,MEM,MEM vs. DAL,04/16/2014,W,42,110.4,104.1,6.3,18.5,1.67,18.5,0.0,10.8,5.1,11.1,53.1,57.7,23.2,87.01
Matthew Dellavedova,CLE,CLE vs. BKN,04/16/2014,W,26,115.1,87.3,27.8,26.1,3.00,46.2,0.0,6.7,3.6,15.4,30.0,30.0,11.7,99.88
Lavoy Allen,IND,IND @ ORL,04/16/2014,W,28,111.5,105.8,5.8,16.7,3.00,18.8,16.7,19.4,18.0,6.3,50.0,50.0,20.3,89.30
Jarrett Jack,CLE,CLE vs. BKN,04/16/2014,W,26,122.6,88.7,34.0,37.5,4.50,42.9,0.0,9.7,5.5,9.5,25.0,25.0,20.0,99.83
Devin Harris,DAL,DAL @ MEM,04/16/2014,L,26,106.4,85.7,20.7,58.8,2.50,43.5,0.0,12.0,6.1,17.4,50.0,56.3,23.2,90.12
Taj Gibson,CHI,CHI @ CHA,04/16/2014,L,34,76.2,101.6,-25.4,0.0,0.00,0.0,7.5,6.7,7.1,37.5,20.0,20.0,22.2,89.24
Nicolas Batum,POR,POR vs. LAC,04/16/2014,W,12,137.0,107.4,29.6,33.3,2.00,30.8,7.1,20.0,13.8,15.4,50.0,50.9,26.5,108.00
Dennis Schroder,ATL,ATL @ MIL,04/16/2014,W,14,128.6,103.8,24.7,25.0,3.00,33.3,0.0,8.3,4.5,11.1,25.0,41.0,20.0,90.84
Trevor Ariza,WAS,WAS @ BOS,04/16/2014,W,30,117.7,85.0,32.7,8.0,2.00,13.3,0.0,16.7,9.1,6.7,50.0,52.3,18.8,98.20
Dwight Buycks,TOR,TOR @ NYK,04/16/2014,L,22,95.5,102.4,-6.9,0.0,0.00,0.0,3.7,9.5,6.3,36.4,14.3,14.3,19.6,92.42
Jose Calderon,DAL,DAL @ MEM,04/16/2014,L,27,114.6,133.3,-18.8,26.3,5.00,35.7,4.0,3.7,3.8,7.1,56.3,56.3,16.1,83.98
Dwight Howard,HOU,HOU @ NOP,04/16/2014,L,26,123.4,121.3,2.1,22.2,1.33,26.7,0.0,17.4,8.9,20.0,20.0,43.3,20.4,88.41
Shane Battier,MIA,MIA vs. PHI,04/16/2014,L,40,91.1,100.0,-8.9,4.8,0.33,10.0,2.4,0.0,1.3,30.0,75.0,75.0,10.0,94.03
Mike Miller,MEM,MEM vs. DAL,04/16/2014,W,24,91.3,117.8,-26.5,12.5,0.67,20.0,3.7,8.7,6.0,30.0,30.0,30.0,14.0,89.39
Tyler Hansbrough,TOR,TOR @ NYK,04/16/2014,L,28,112.5,105.5,7.0,0.0,0.00,0.0,10.7,23.1,16.7,9.1,50.0,53.9,15.9,94.80
Marquis Teague,BKN,BKN @ CLE,04/16/2014,L,42,92.6,114.6,-22.0,17.4,1.00,22.2,0.0,13.9,6.0,22.2,27.8,35.4,15.4,94.30
Corey Brewer,MIN,MIN vs. UTA,04/16/2014,L,31,87.3,122.2,-34.9,7.1,1.00,8.3,2.7,3.1,2.9,8.3,50.0,53.9,15.7,98.66
Marc Gasol,MEM,MEM vs. DAL,04/16/2014,W,46,115.7,101.2,14.5,30.0,0.00,37.5,2.3,17.8,10.1,0.0,69.2,64.4,14.7,86.55
Shawn Marion,DAL,DAL @ MEM,04/16/2014,L,32,101.8,134.5,-32.7,5.0,0.00,11.1,10.0,6.7,8.3,0.0,56.3,56.3,11.9,84.63
Trevor Booker,WAS,WAS @ BOS,04/16/2014,W,26,134.0,113.5,20.5,9.5,0.00,12.5,4.8,7.4,6.3,0.0,69.2,69.8,24.6,96.31
Jeff Teague,ATL,ATL @ MIL,04/16/2014,W,20,125.6,102.6,23.1,13.3,1.00,15.4,0.0,0.0,0.0,15.4,62.5,61.9,26.8,95.59
Jonas Jerebko,DET,DET @ OKC,04/16/2014,L,25,108.2,123.4,-15.2,0.0,0.00,0.0,3.8,11.5,7.7,40.0,83.3,83.3,8.6,92.10
Troy Daniels,HOU,HOU @ NOP,04/16/2014,L,44,119.5,119.0,0.5,19.2,5.00,22.7,0.0,2.8,1.3,4.5,68.8,68.8,17.7,90.72
Carrick Felix,CLE,CLE vs. BKN,04/16/2014,W,12,137.5,87.5,50.0,30.0,3.00,30.0,0.0,13.3,9.5,10.0,83.3,83.3,28.0,96.00
Tobias Harris,ORL,ORL vs. IND,04/16/2014,L,10,70.0,105.0,-35.0,0.0,0.00,0.0,0.0,8.3,4.2,0.0,50.0,50.0,30.0,95.21
Anthony Randolph,DEN,DEN vs. GSW,04/16/2014,L,20,120.9,102.2,18.7,10.0,0.00,9.1,0.0,20.8,11.4,0.0,83.3,88.3,21.7,108.46
Andrew Nicholson,ORL,ORL vs. IND,04/16/2014,L,33,95.2,106.5,-11.2,5.6,1.00,9.1,0.0,10.0,5.1,9.1,50.0,56.3,13.9,90.59
Joel Anthony,BOS,BOS vs. WAS,04/16/2014,L,29,101.8,101.7,0.0,4.8,0.00,20.0,7.7,7.7,7.7,0.0,66.7,64.4,6.3,96.79
Travis Outlaw,SAC,SAC vs. PHX,04/16/2014,L,25,100.0,119.6,-19.6,18.2,2.00,13.3,0.0,27.8,10.0,6.7,55.0,63.8,20.3,98.47
