Player,Team,Match Up,Game Date,W/L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST%,AST_TO,AST_RATIO,OREB%,DREB%,REB%,TM_TOV%,EFG%,TS%,USG%,PACE
Ersan Ilyasova,ATL,ATL @ IND,04/12/2017,L,18,117.1,122.9,-5.7,22.2,0.67,12.5,0.0,17.6,11.1,18.8,65.0,68.9,37.8,93.25
Justin Anderson,PHI,PHI @ NYK,04/12/2017,L,35,114.3,102.9,11.4,13.6,1.50,15.8,0.0,5.4,3.0,10.5,95.5,92.3,20.5,97.16
Tyler Zeller,BOS,BOS vs. MIL,04/12/2017,W,11,95.5,113.6,-18.2,0.0,0.00,0.0,8.3,10.0,9.1,0.0,50.0,51.2,21.7,97.33
Mario Hezonja,ORL,ORL vs. DET,04/12/2017,W,23,100.0,102.0,-2.0,6.7,1.00,11.1,3.8,27.0,17.5,11.1,57.1,57.1,14.0,103.45
Nick Collison,OKC,OKC vs. DEN,04/12/2017,L,9,84.2,105.6,-21.3,25.0,0.00,16.7,16.7,0.0,12.5,0.0,60.0,60.0,23.8,102.86
Dante Cunningham,NOP,NOP @ POR,04/12/2017,W,19,102.6,107.7,-5.1,0.0,0.00,0.0,3.8,26.7,12.2,0.0,100,100,10.9,99.75
Tyler Johnson,MIA,MIA vs. WAS,04/12/2017,W,19,125.6,107.7,17.9,10.0,0.67,22.2,6.3,10.5,8.6,33.3,50.0,50.0,15.6,99.14
JJ Redick,LAC,LAC vs. SAC,04/12/2017,W,29,136.5,105.8,30.8,19.0,0.00,22.2,0.0,7.7,3.8,0.0,57.7,62.8,23.7,86.36
Archie Goodwin,BKN,BKN @ CHI,04/12/2017,L,29,71.9,112.5,-40.6,40.0,0.80,16.0,12.5,9.1,10.8,20.0,63.6,64.9,29.6,105.75
Brandon Rush,MIN,MIN @ HOU,04/12/2017,L,24,114.0,140.0,-26.0,10.0,1.00,28.6,5.9,3.3,4.3,28.6,133.3,133.3,9.4,98.70
Denzel Valentine,CHI,CHI vs. BKN,04/12/2017,W,6,130.8,53.8,76.9,20.0,0.00,20.0,0.0,11.1,7.7,0.0,62.5,62.5,28.6,104.58
Darrun Hilliard,DET,DET @ ORL,04/12/2017,L,13,107.4,75.0,32.4,12.5,0.50,9.1,0.0,0.0,0.0,18.2,42.9,50.8,31.3,99.61
Patty Mills,SAS,SAS @ UTA,04/12/2017,L,19,107.9,110.5,-2.6,35.7,5.00,45.5,0.0,9.5,5.3,9.1,80.0,80.0,14.0,97.63
Alec Burks,UTA,UTA vs. SAS,04/12/2017,W,5,130.0,100.0,30.0,0.0,0.00,0.0,0.0,22.2,15.4,0.0,150.0,150.0,9.1,96.31
Terrence Ross,ORL,ORL vs. DET,04/12/2017,W,22,133.3,108.7,24.6,13.6,3.00,50.0,0.0,9.1,5.9,16.7,50.0,50.0,6.5,97.72
Bobby Portis,CHI,CHI vs. BKN,04/12/2017,W,25,113.0,81.8,31.1,17.6,3.00,18.8,7.4,25.0,16.9,6.3,50.0,50.5,21.3,103.03
Mason Plumlee,DEN,DEN @ OKC,04/12/2017,W,33,105.6,93.2,12.4,0.0,0.00,0.0,3.4,9.5,7.0,18.8,60.0,63.3,20.8,106.91
Patrick Patterson,TOR,TOR @ CLE,04/12/2017,W,15,110.7,103.6,7.1,0.0,0.00,0.0,0.0,7.7,4.0,0.0,150.0,150.0,3.2,90.51
Brandon Bass,LAC,LAC vs. SAC,04/12/2017,W,9,94.4,110.5,-16.1,0.0,0.00,0.0,0.0,10.0,5.3,0.0,50.0,75.4,26.3,99.96
Kyle Anderson,SAS,SAS @ UTA,04/12/2017,L,16,109.7,83.3,26.3,22.2,0.00,22.2,0.0,14.3,6.1,0.0,50.0,53.8,18.4,94.15
Chasson Randle,NYK,NYK vs. PHI,04/12/2017,W,26,116.7,105.4,11.3,0.0,0.00,0.0,0.0,6.7,3.6,33.3,68.8,71.1,17.4,102.13
Joffrey Lauvergne,CHI,CHI vs. BKN,04/12/2017,W,6,130.8,53.8,76.9,33.3,0.00,66.7,25.0,33.3,30.8,0.0,100,100,7.1,104.58
Boris Diaw,UTA,UTA vs. SAS,04/12/2017,W,15,103.6,66.7,36.9,10.0,0.00,20.0,0.0,6.3,3.6,0.0,50.0,50.0,12.9,89.80
Bruno Caboclo,TOR,TOR @ CLE,04/12/2017,W,17,106.3,119.4,-13.1,10.0,0.00,8.3,10.5,11.1,10.8,0.0,50.0,50.0,29.7,87.31
James Harden,HOU,HOU vs. MIN,04/12/2017,W,35,136.6,106.8,29.8,42.9,3.00,37.5,2.5,28.1,13.9,12.5,80.8,81.7,23.5,98.98
DeAndre Jordan,LAC,LAC vs. SAC,04/12/2017,W,36,127.9,103.0,24.9,7.7,0.00,14.3,21.9,32.3,27.0,0.0,80.0,76.5,15.4,89.17
Cole Aldrich,MIN,MIN @ HOU,04/12/2017,L,15,131.4,79.4,52.0,0.0,0.00,0.0,6.3,15.8,11.4,33.3,50.0,50.0,7.7,108.00
Ben McLemore,SAC,SAC @ LAC,04/12/2017,L,31,101.7,123.3,-21.6,5.3,0.00,6.3,3.3,22.2,12.3,0.0,50.0,50.8,23.1,92.13
Hassan Whiteside,MIA,MIA vs. WAS,04/12/2017,W,31,122.6,104.8,17.8,0.0,0.00,0.0,16.1,39.4,28.1,5.0,58.8,61.1,27.8,96.88
Norman Powell,TOR,TOR @ CLE,04/12/2017,W,34,104.8,93.7,11.2,11.8,0.00,12.5,3.3,2.8,3.0,0.0,88.5,90.1,20.6,88.06
Buddy Hield,SAC,SAC @ LAC,04/12/2017,L,37,105.6,127.5,-21.9,16.0,2.00,19.0,5.7,12.5,9.0,9.5,53.3,51.8,21.5,90.30
Trevor Ariza,HOU,HOU vs. MIN,04/12/2017,W,38,131.3,117.3,14.0,18.8,0.00,28.6,4.7,8.1,6.3,0.0,50.0,50.4,16.0,102.81
Jamal Murray,DEN,DEN @ OKC,04/12/2017,W,41,101.1,98.9,2.1,25.0,2.00,22.2,0.0,3.9,2.2,11.1,70.6,73.7,20.8,110.14
Trey Burke,WAS,WAS @ MIA,04/12/2017,L,31,111.9,126.2,-14.4,25.0,2.00,20.0,0.0,0.0,0.0,10.0,96.2,97.3,25.4,93.86
Troy Williams,HOU,HOU vs. MIN,04/12/2017,W,3,50.0,140.0,-90.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,25.0,96.59
Joe Ingles,UTA,UTA vs. SAS,04/12/2017,W,28,100.0,90.7,9.3,16.7,1.00,23.1,0.0,6.7,3.5,23.1,64.3,64.3,16.9,91.12
Richaun Holmes,PHI,PHI @ NYK,04/12/2017,L,33,122.4,113.2,9.2,0.0,0.00,0.0,7.7,12.8,10.8,0.0,63.6,65.6,14.7,97.15
Marcin Gortat,WAS,WAS @ MIA,04/12/2017,L,25,104.0,121.2,-17.2,7.1,1.00,9.1,6.7,12.0,9.1,9.1,88.9,84.7,17.9,96.60
JaMychal Green,MEM,MEM vs. DAL,04/12/2017,L,21,105.0,102.4,2.6,6.7,0.00,33.3,0.0,26.3,12.5,0.0,75.0,75.0,4.5,92.90
Avery Bradley,BOS,BOS vs. MIL,04/12/2017,W,31,119.0,100.0,19.0,4.3,0.00,10.0,0.0,5.7,3.1,0.0,44.4,44.4,13.2,96.94
Tony Parker,SAS,SAS @ UTA,04/12/2017,L,24,102.3,100.0,2.3,15.4,1.00,14.3,0.0,6.7,2.7,14.3,62.5,71.7,23.1,89.69
Tristan Thompson,CLE,CLE vs. TOR,04/12/2017,L,19,68.6,117.1,-48.6,0.0,0.00,0.0,15.8,6.3,11.4,12.5,83.3,72.7,21.1,90.97
Jason Terry,MIL,MIL @ BOS,04/12/2017,L,7,81.8,116.7,-34.8,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.4,84.49
Pau Gasol,SAS,SAS @ UTA,04/12/2017,L,23,119.1,119.6,-0.4,0.0,0.00,0.0,15.0,20.0,17.5,0.0,50.0,50.0,24.5,97.54
Al Horford,BOS,BOS vs. MIL,04/12/2017,W,21,125.6,102.3,23.3,14.3,2.00,16.7,0.0,25.0,13.3,8.3,62.5,67.6,20.0,96.45
Tarik Black,LAL,LAL @ GSW,04/12/2017,L,14,83.3,110.0,-26.7,0.0,0.00,0.0,14.3,8.3,11.5,25.0,100,104.2,12.1,104.35
Carmelo Anthony,NYK,NYK vs. PHI,04/12/2017,W,23,106.5,129.5,-23.0,12.5,1.00,5.6,4.5,10.0,7.1,5.6,46.7,52.1,32.7,93.44
Larry Nance Jr.,LAL,LAL @ GSW,04/12/2017,L,30,98.4,92.4,6.0,9.5,0.00,12.5,15.6,18.8,17.2,0.0,46.4,46.4,20.0,103.14
Jonas Valanciunas,TOR,TOR @ CLE,04/12/2017,W,15,116.7,66.7,50.0,11.1,1.00,8.3,21.4,25.0,23.3,8.3,65.0,65.0,31.4,93.43
Maurice Harkless,POR,POR vs. NOP,04/12/2017,L,22,120.0,104.3,15.7,11.8,0.00,20.0,4.8,3.6,4.1,0.0,83.3,67.1,15.7,99.09
Stephen Zimmerman,ORL,ORL vs. DET,04/12/2017,W,9,83.3,116.7,-33.3,0.0,0.00,0.0,0.0,6.3,4.0,33.3,50.0,50.0,15.8,97.44
James Johnson,MIA,MIA vs. WAS,04/12/2017,W,37,117.3,109.3,8.0,25.0,4.00,38.1,2.9,18.4,11.1,9.5,45.5,50.5,15.3,98.09
Julius Randle,LAL,LAL @ GSW,04/12/2017,L,25,92.6,114.8,-22.2,18.8,3.00,21.4,3.6,25.0,14.3,7.1,60.0,62.3,18.6,106.01
Gordon Hayward,UTA,UTA vs. SAS,04/12/2017,W,23,123.8,110.0,13.8,6.7,1.00,9.1,7.1,5.3,6.1,9.1,77.8,77.8,21.3,86.70
Semaj Christon,OKC,OKC vs. DEN,04/12/2017,L,19,126.2,124.4,1.8,10.0,0.00,33.3,0.0,0.0,0.0,0.0,62.5,62.5,8.2,107.97
Victor Oladipo,OKC,OKC vs. DEN,04/12/2017,L,25,90.9,92.7,-1.8,18.8,1.00,18.8,0.0,11.1,5.3,18.8,50.0,50.6,21.7,106.95
Justin Holiday,NYK,NYK vs. PHI,04/12/2017,W,21,140.0,102.3,37.7,6.7,0.50,6.7,5.6,15.4,11.4,13.3,70.0,76.5,28.6,97.25
Axel Toupane,NOP,NOP @ POR,04/12/2017,W,21,112.5,80.5,32.0,0.0,0.00,0.0,0.0,3.8,2.2,0.0,100,100,8.9,93.10
Kyle O'Quinn,NYK,NYK vs. PHI,04/12/2017,W,13,122.2,138.5,-16.2,15.4,0.00,33.3,14.3,18.2,16.0,0.0,62.5,62.5,11.4,97.22
Greg Monroe,MIL,MIL @ BOS,04/12/2017,L,17,129.0,112.5,16.5,36.4,1.33,25.0,0.0,30.0,19.4,18.8,42.9,54.3,35.3,89.73
Paul Zipser,CHI,CHI vs. BKN,04/12/2017,W,28,108.2,76.7,31.5,13.3,0.00,13.3,0.0,18.2,9.0,0.0,80.8,80.8,18.8,102.43
Dejounte Murray,SAS,SAS @ UTA,04/12/2017,L,5,100.0,130.0,-30.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,7.1,96.31
Dante Exum,UTA,UTA vs. SAS,04/12/2017,W,17,94.1,91.2,2.9,30.0,3.00,50.0,0.0,5.3,3.2,16.7,50.0,50.0,8.1,96.28
Jimmy Butler,CHI,CHI vs. BKN,04/12/2017,W,35,98.7,67.1,31.6,21.1,4.00,14.8,2.2,11.6,6.8,3.7,44.7,54.4,25.3,106.05
Nikola Jokic,DEN,DEN @ OKC,04/12/2017,W,40,101.1,91.4,9.7,32.0,2.00,25.0,4.9,26.4,17.0,12.5,64.3,71.9,24.0,111.01
Jerami Grant,OKC,OKC vs. DEN,04/12/2017,L,18,107.9,94.9,13.0,8.3,0.00,12.5,0.0,21.1,11.1,0.0,91.7,94.5,17.1,105.80
Jeff Withey,UTA,UTA vs. SAS,04/12/2017,W,6,108.3,108.3,0.0,0.0,0.00,0.0,20.0,11.1,14.3,0.0,50.0,52.1,23.1,96.81
Andre Drummond,DET,DET @ ORL,04/12/2017,L,25,113.7,118.0,-4.3,11.8,0.00,16.7,12.5,50.0,26.9,0.0,44.4,43.6,16.7,98.67
Noah Vonleh,POR,POR vs. NOP,04/12/2017,L,38,92.3,110.4,-18.1,4.2,1.00,9.1,22.5,26.3,24.4,9.1,62.5,64.4,10.8,97.42
Clint Capela,HOU,HOU vs. MIN,04/12/2017,W,30,143.5,114.5,29.0,9.1,1.00,11.8,14.7,16.7,15.6,11.8,91.7,82.6,20.0,99.70
Tony Allen,MEM,MEM vs. DAL,04/12/2017,L,6,127.3,72.7,54.5,0.0,0.00,0.0,28.6,0.0,13.3,0.0,50.0,50.0,28.6,90.51
Cheick Diallo,NOP,NOP @ POR,04/12/2017,W,29,105.0,96.7,8.3,0.0,0.00,0.0,14.3,36.4,26.2,8.3,44.4,53.6,18.5,98.81
Aaron Brooks,IND,IND vs. ATL,04/12/2017,W,17,94.1,73.5,20.6,0.0,0.00,0.0,0.0,0.0,0.0,0.0,83.3,83.3,7.7,96.66
Deyonta Davis,MEM,MEM vs. DAL,04/12/2017,L,9,83.3,126.3,-43.0,0.0,0.00,0.0,11.8,12.5,12.0,0.0,0.0,0.0,3.6,99.78
Andrew Nicholson,BKN,BKN @ CHI,04/12/2017,L,23,50.0,111.8,-61.8,0.0,0.00,0.0,3.8,16.0,9.8,25.0,16.7,16.7,14.5,109.06
Channing Frye,CLE,CLE vs. TOR,04/12/2017,L,7,85.7,100.0,-14.3,0.0,0.00,0.0,0.0,14.3,8.3,0.0,62.5,62.5,25.0,91.22
Skal Labissiere,SAC,SAC @ LAC,04/12/2017,L,33,106.3,121.0,-14.6,4.2,1.00,10.0,0.0,10.0,4.8,10.0,42.9,44.4,13.0,92.24
Chris McCullough,WAS,WAS @ MIA,04/12/2017,L,7,115.4,69.2,46.2,0.0,0.00,0.0,0.0,28.6,16.7,50.0,0.0,0.0,15.4,95.27
Jon Leuer,DET,DET @ ORL,04/12/2017,L,20,88.1,148.8,-60.7,8.3,0.00,14.3,3.1,25.0,10.4,0.0,0.0,17.0,11.5,100.35
Malik Beasley,DEN,DEN @ OKC,04/12/2017,W,40,114.4,94.4,20.1,10.3,1.50,13.6,2.7,3.9,3.4,9.1,50.0,50.0,19.4,107.31
Rajon Rondo,CHI,CHI vs. BKN,04/12/2017,W,20,95.3,72.1,23.3,45.5,5.00,33.3,16.0,8.0,12.0,6.7,55.6,55.6,19.2,103.59
Terry Rozier,BOS,BOS vs. MIL,04/12/2017,W,3,75.0,57.1,17.9,50.0,0.00,100.0,0.0,33.3,12.5,0.0,0.0,0.0,0.0,110.20
Mike Miller,DEN,DEN @ OKC,04/12/2017,W,28,101.6,106.3,-4.7,20.0,4.00,50.0,3.4,21.2,12.9,12.5,0.0,0.0,5.9,106.26
Wesley Johnson,LAC,LAC vs. SAC,04/12/2017,W,6,100.0,107.1,-7.1,0.0,0.00,0.0,0.0,16.7,7.7,0.0,50.0,50.0,12.5,110.93
Marcus Georges-Hunt,ORL,ORL vs. DET,04/12/2017,W,10,85.7,100.0,-14.3,20.0,1.00,25.0,0.0,0.0,0.0,25.0,0.0,113.6,13.0,107.87
Domantas Sabonis,OKC,OKC vs. DEN,04/12/2017,L,14,112.9,112.1,0.8,0.0,0.00,0.0,0.0,13.3,6.5,11.1,12.5,12.5,25.7,106.79
Robin Lopez,CHI,CHI vs. BKN,04/12/2017,W,23,92.6,70.4,22.2,7.1,1.00,11.1,6.5,20.7,13.3,11.1,50.0,67.8,12.5,112.37
Michael Carter-Williams,CHI,CHI vs. BKN,04/12/2017,W,6,130.8,53.8,76.9,14.3,0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.58
Lucas Nogueira,TOR,TOR @ CLE,04/12/2017,W,13,104.3,120.8,-16.5,18.2,0.00,40.0,7.1,13.3,10.3,0.0,0.0,0.0,11.1,89.88
James Young,BOS,BOS vs. MIL,04/12/2017,W,3,75.0,57.1,17.9,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,26.6,25.0,110.20
Lou Williams,HOU,HOU vs. MIN,04/12/2017,W,25,85.2,127.3,-42.1,25.0,2.00,21.1,0.0,18.5,8.6,10.5,13.6,27.4,25.0,104.99
Patricio Garino,ORL,ORL vs. DET,04/12/2017,W,12,116.0,112.5,3.5,0.0,0.00,0.0,0.0,0.0,0.0,66.7,0.0,0.0,11.1,101.67
Brandon Jennings,WAS,WAS @ MIA,04/12/2017,L,27,107.1,117.9,-10.7,20.0,0.00,35.7,0.0,12.0,5.3,0.0,11.1,11.1,14.3,98.13
Adreian Payne,MIN,MIN @ HOU,04/12/2017,L,5,158.3,41.7,116.7,14.3,0.00,100.0,0.0,14.3,8.3,0.0,0.0,0.0,0.0,109.71
P.J. Tucker,TOR,TOR @ CLE,04/12/2017,W,6,92.3,76.9,15.4,20.0,0.00,33.3,0.0,28.6,13.3,0.0,0.0,0.0,13.3,101.46
Bobby Brown,HOU,HOU vs. MIN,04/12/2017,W,1,0.0,250.0,-250.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.09
JR Smith,CLE,CLE vs. TOR,04/12/2017,L,25,75.0,113.0,-38.0,33.3,4.00,28.6,0.0,9.5,4.3,7.1,16.7,16.7,18.5,91.96
Isaiah Taylor,HOU,HOU vs. MIN,04/12/2017,W,1,0.0,250.0,-250.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.09
Monta Ellis,IND,IND vs. ATL,04/12/2017,W,24,127.7,97.9,29.8,4.8,0.00,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,95.32
Udonis Haslem,MIA,MIA vs. WAS,04/12/2017,W,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,33.3,109.09
Stanley Johnson,DET,DET @ ORL,04/12/2017,L,20,114.3,136.6,-22.3,0.0,0.00,0.0,0.0,7.1,2.3,0.0,0.0,0.0,9.6,97.57
D.J. Augustin,ORL,ORL vs. DET,04/12/2017,W,17,77.1,111.1,-34.0,40.0,4.00,66.7,0.0,9.1,4.7,16.7,0.0,0.0,5.0,101.03
Danny Green,SAS,SAS @ UTA,04/12/2017,L,20,97.2,113.5,-16.3,14.3,2.00,22.2,11.1,14.3,12.5,11.1,16.7,16.7,16.3,89.31
Kyle Wiltjer,HOU,HOU vs. MIN,04/12/2017,W,1,0.0,166.7,-166.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.67
Troy Daniels,MEM,MEM vs. DAL,04/12/2017,L,24,106.8,120.0,-13.2,11.8,0.67,14.3,4.0,5.0,4.4,21.4,16.7,16.7,21.1,88.26
Okaro White,MIA,MIA vs. WAS,04/12/2017,W,13,100.0,92.3,7.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,96.39
Paul Pierce,LAC,LAC vs. SAC,04/12/2017,W,2,66.7,125.0,-58.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,98.15
Spencer Dinwiddie,BKN,BKN @ CHI,04/12/2017,L,31,74.6,94.1,-19.5,11.8,2.00,22.2,2.3,8.1,5.0,11.1,30.0,42.5,9.1,104.24
Randy Foye,BKN,BKN @ CHI,04/12/2017,L,20,72.7,122.0,-49.2,15.4,2.00,15.4,0.0,5.9,2.4,7.7,10.0,10.0,22.0,102.86
Gary Payton II,MIL,MIL @ BOS,04/12/2017,L,32,92.2,116.7,-24.5,23.8,1.67,38.5,0.0,17.9,10.4,23.1,25.0,30.7,11.9,96.74
Tomas Satoransky,WAS,WAS @ MIA,04/12/2017,L,30,105.0,98.3,6.7,18.5,2.50,35.7,3.7,10.3,7.1,14.3,14.3,14.3,13.6,95.92
DeMarre Carroll,TOR,TOR @ CLE,04/12/2017,W,17,100.0,90.6,9.4,9.1,1.00,14.3,0.0,37.5,19.4,14.3,20.0,20.0,17.6,91.82
Shaun Livingston,GSW,GSW vs. LAL,04/12/2017,W,18,87.5,97.4,-9.9,16.7,2.00,33.3,4.5,13.6,9.1,16.7,0.0,0.0,8.2,108.45
Cory Joseph,TOR,TOR @ CLE,04/12/2017,W,6,92.3,76.9,15.4,0.0,0.00,0.0,0.0,14.3,6.7,0.0,20.0,20.0,33.3,101.46
Thabo Sefolosha,ATL,ATL @ IND,04/12/2017,L,23,58.3,95.6,-37.2,0.0,0.00,0.0,3.8,11.5,7.7,50.0,0.0,0.0,11.5,95.52
Isaiah Whitehead,BKN,BKN @ CHI,04/12/2017,L,26,67.8,103.3,-35.5,18.2,0.67,13.3,0.0,9.1,4.5,20.0,25.0,25.0,19.7,110.41
Jonas Jerebko,BOS,BOS vs. MIL,04/12/2017,W,5,66.7,150.0,-83.3,0.0,0.00,0.0,10.0,100,18.2,0.0,0.0,0.0,21.4,90.00
Vince Carter,MEM,MEM vs. DAL,04/12/2017,L,22,109.3,93.0,16.3,26.7,4.00,40.0,0.0,8.7,4.3,10.0,37.5,51.2,12.8,92.83
Tim Frazier,NOP,NOP @ POR,04/12/2017,W,27,101.8,108.9,-7.2,36.4,8.00,42.1,3.2,3.6,3.4,5.3,18.8,30.7,16.9,100.28
Dewayne Dedmon,SAS,SAS @ UTA,04/12/2017,L,14,96.2,137.5,-41.3,0.0,0.00,0.0,27.8,27.3,27.6,28.6,25.0,20.5,20.6,85.11
Trey Lyles,UTA,UTA vs. SAS,04/12/2017,W,9,94.1,94.1,0.0,0.0,0.00,0.0,0.0,23.1,15.8,25.0,0.0,17.4,22.2,91.34
Dwight Powell,DAL,DAL @ MEM,04/12/2017,W,34,95.5,104.5,-9.1,0.0,0.00,0.0,2.9,5.1,4.1,12.5,27.3,44.0,21.9,92.18
Metta World Peace,LAL,LAL @ GSW,04/12/2017,L,10,81.8,47.6,34.2,14.3,0.00,12.5,0.0,7.1,4.2,0.0,16.7,21.8,29.2,102.35
James Jones,CLE,CLE vs. TOR,04/12/2017,L,36,89.9,105.9,-16.0,12.5,2.00,10.0,2.4,10.5,6.3,5.0,21.9,26.0,23.4,91.33
Jordan Crawford,NOP,NOP @ POR,04/12/2017,W,23,122.7,79.1,43.7,28.6,2.00,22.2,0.0,3.7,2.1,11.1,62.5,62.5,28.6,92.25
Jarell Martin,MEM,MEM vs. DAL,04/12/2017,L,6,78.6,133.3,-54.8,0.0,0.00,0.0,38.5,20.0,33.3,16.7,25.0,41.0,28.6,109.89
Deron Williams,CLE,CLE vs. TOR,04/12/2017,L,25,75.0,113.0,-38.0,40.0,1.00,28.6,0.0,14.3,6.4,28.6,75.0,77.6,18.5,91.96
Juancho Hernangomez,DEN,DEN @ OKC,04/12/2017,W,35,91.3,88.6,2.6,4.5,1.00,5.3,0.0,15.6,8.2,5.3,26.5,26.5,21.2,109.45
Goran Dragic,MIA,MIA vs. WAS,04/12/2017,W,37,102.7,94.7,8.0,23.8,0.71,14.7,5.4,5.6,5.5,20.6,57.1,61.5,33.3,97.34
Ian Clark,GSW,GSW vs. LAL,04/12/2017,W,22,68.8,83.0,-14.2,27.3,1.50,23.1,0.0,14.8,7.4,15.4,25.0,25.0,17.9,102.56
Pascal Siakam,TOR,TOR @ CLE,04/12/2017,W,28,116.7,74.5,42.1,0.0,0.00,0.0,7.1,25.0,16.7,11.1,50.0,50.0,14.3,92.55
Mirza Teletovic,MIL,MIL @ BOS,04/12/2017,L,28,89.3,112.1,-22.8,12.5,0.00,18.2,0.0,9.1,5.2,0.0,31.3,39.4,15.3,98.18
Nerlens Noel,DAL,DAL @ MEM,04/12/2017,W,23,82.2,106.7,-24.4,0.0,0.00,0.0,4.2,27.3,15.2,18.2,50.0,56.3,22.4,95.43
Sasha Vujacic,NYK,NYK vs. PHI,04/12/2017,W,21,127.9,100.0,27.9,30.0,3.00,33.3,8.3,0.0,4.3,11.1,33.3,35.4,21.4,100.11
Jae Crowder,BOS,BOS vs. MIL,04/12/2017,W,30,119.7,103.3,16.4,9.5,2.00,12.5,0.0,16.1,7.9,6.3,62.5,62.1,19.4,96.41
Yogi Ferrell,DAL,DAL @ MEM,04/12/2017,W,28,96.2,103.8,-7.6,31.3,2.50,29.4,0.0,3.7,1.9,11.8,27.8,33.9,20.7,89.26
Henry Ellenson,DET,DET @ ORL,04/12/2017,L,19,107.7,92.1,15.6,8.3,0.33,6.7,8.0,20.0,13.3,20.0,55.0,49.2,30.4,96.92
