Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Nic Claxton,BKN,BKN vs. LAL,04/10/2021,L,15,7,2,3,66.7,0,0,-,3,4,75.0,0,5,5,1,0,1,0,1,-4
Mike Conley,UTA,UTA vs. SAC,04/10/2021,W,32,26,8,14,57.1,5,10,50.0,5,5,100,2,4,6,4,1,0,3,1,7
Freddie Gillespie,TOR,TOR @ CLE,04/10/2021,W,18,6,3,4,75.0,0,0,-,0,0,-,2,2,4,1,3,1,1,0,10
Yuta Watanabe,TOR,TOR @ CLE,04/10/2021,W,23,14,6,7,85.7,2,2,100,0,0,-,0,5,5,1,1,0,1,3,6
Chimezie Metu,SAC,SAC @ UTA,04/10/2021,L,9,3,1,4,25.0,0,1,0.0,1,2,50.0,2,2,4,0,0,0,2,3,-22
Bruce Brown,BKN,BKN vs. LAL,04/10/2021,L,27,5,1,2,50.0,0,0,-,3,5,60.0,1,6,7,2,0,1,1,5,-16
Buddy Hield,SAC,SAC @ UTA,04/10/2021,L,34,19,7,17,41.2,4,13,30.8,1,2,50.0,0,5,5,7,1,0,0,3,-2
Harry Giles III,POR,POR vs. DET,04/10/2021,W,2,1,0,0,-,0,0,-,1,2,50.0,0,0,0,0,0,0,0,0,-1
Christian Wood,HOU,HOU @ GSW,04/10/2021,L,35,18,8,14,57.1,0,4,0.0,2,2,100,1,6,7,3,0,0,5,2,-8
Deandre Ayton,PHX,PHX vs. WAS,04/10/2021,W,25,14,7,10,70.0,0,1,0.0,0,0,-,0,10,10,1,2,1,0,2,22
Montrezl Harrell,LAL,LAL @ BKN,04/10/2021,W,23,10,4,10,40.0,0,0,-,2,4,50.0,2,6,8,2,1,2,1,2,5
Torrey Craig,PHX,PHX vs. WAS,04/10/2021,W,15,3,1,3,33.3,1,3,33.3,0,0,-,0,4,4,2,0,0,1,1,6
Ty-Shon Alexander,PHX,PHX vs. WAS,04/10/2021,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,2
Jahlil Okafor,DET,DET @ POR,04/10/2021,L,9,6,2,2,100,0,0,-,2,2,100,0,2,2,1,0,0,0,2,7
Miye Oni,UTA,UTA vs. SAC,04/10/2021,W,12,3,1,7,14.3,1,7,14.3,0,0,-,0,0,0,1,0,0,0,0,5
Moses Brown,OKC,OKC vs. PHI,04/10/2021,L,19,6,3,5,60.0,0,0,-,0,0,-,2,4,6,0,0,0,1,2,-15
Seth Curry,PHI,PHI @ OKC,04/10/2021,W,28,11,5,11,45.5,1,5,20.0,0,0,-,1,2,3,6,0,0,0,3,20
Blake Griffin,BKN,BKN vs. LAL,04/10/2021,L,17,2,0,3,0.0,0,0,-,2,2,100,0,0,0,2,0,1,2,3,-9
Brodric Thomas,CLE,CLE vs. TOR,04/10/2021,L,3,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,1,0,1
Ben Simmons,PHI,PHI @ OKC,04/10/2021,W,28,13,5,9,55.6,0,0,-,3,5,60.0,1,2,3,3,0,0,0,0,22
Matthew Dellavedova,CLE,CLE vs. TOR,04/10/2021,L,17,4,2,3,66.7,0,1,0.0,0,0,-,0,2,2,0,0,0,2,0,-4
Derrick Favors,UTA,UTA vs. SAC,04/10/2021,W,16,6,3,4,75.0,0,0,-,0,0,-,4,3,7,0,1,1,0,4,11
Taurean Prince,CLE,CLE vs. TOR,04/10/2021,L,22,10,3,10,30.0,2,3,66.7,2,3,66.7,0,1,1,1,1,0,1,0,-17
Hamidou Diallo,DET,DET @ POR,04/10/2021,L,17,8,3,7,42.9,0,1,0.0,2,2,100,0,4,4,0,0,0,2,0,-12
Lamar Stevens,CLE,CLE vs. TOR,04/10/2021,L,9,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,1,0,2,2,-6
CJ McCollum,POR,POR vs. DET,04/10/2021,W,31,26,11,21,52.4,3,8,37.5,1,1,100,0,4,4,3,0,1,0,0,4
Mychal Mulder,GSW,GSW vs. HOU,04/10/2021,W,11,10,4,7,57.1,1,4,25.0,1,2,50.0,0,0,0,1,1,0,0,1,-3
Dennis Schroder,LAL,LAL @ BKN,04/10/2021,W,20,19,7,11,63.6,3,4,75.0,2,2,100,0,1,1,4,0,0,0,0,16
Mfiondu Kabengele,CLE,CLE vs. TOR,04/10/2021,L,3,3,1,1,100,1,1,100,0,0,-,0,1,1,0,1,0,0,0,2
Andrew Wiggins,GSW,GSW vs. HOU,04/10/2021,W,36,25,11,21,52.4,1,5,20.0,2,2,100,1,5,6,3,0,2,2,3,9
Harrison Barnes,SAC,SAC @ UTA,04/10/2021,L,38,11,4,9,44.4,1,6,16.7,2,4,50.0,0,6,6,2,0,0,1,3,-4
Killian Hayes,DET,DET @ POR,04/10/2021,L,17,2,0,3,0.0,0,0,-,2,2,100,0,3,3,1,1,1,4,0,-15
Kevon Looney,GSW,GSW vs. HOU,04/10/2021,W,22,4,2,5,40.0,0,0,-,0,0,-,3,3,6,3,0,1,0,1,16
Alex Caruso,LAL,LAL @ BKN,04/10/2021,W,24,5,2,3,66.7,1,2,50.0,0,0,-,0,3,3,1,2,0,1,2,3
Ty Jerome,OKC,OKC vs. PHI,04/10/2021,L,22,12,4,6,66.7,1,3,33.3,3,5,60.0,0,4,4,5,0,0,3,3,-9
Kenrich Williams,OKC,OKC vs. PHI,04/10/2021,L,21,4,2,4,50.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,2,-3
Jae Crowder,PHX,PHX vs. WAS,04/10/2021,W,22,11,4,7,57.1,3,4,75.0,0,0,-,0,1,1,2,1,0,0,0,19
Maurice Harkless,SAC,SAC @ UTA,04/10/2021,L,31,11,4,8,50.0,3,6,50.0,0,0,-,0,8,8,0,2,2,2,4,-9
Donovan Mitchell,UTA,UTA vs. SAC,04/10/2021,W,35,42,12,31,38.7,3,12,25.0,15,17,88.2,1,2,3,4,1,1,0,0,9
Cedi Osman,CLE,CLE vs. TOR,04/10/2021,L,7,4,2,4,50.0,0,2,0.0,0,0,-,1,2,3,0,0,0,1,1,-12
Theo Maledon,OKC,OKC vs. PHI,04/10/2021,L,30,8,3,11,27.3,2,4,50.0,0,3,0.0,0,2,2,5,0,0,2,2,-16
Isaac Bonga,WAS,WAS @ PHX,04/10/2021,L,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,-2
Royce O'Neale,UTA,UTA vs. SAC,04/10/2021,W,35,5,2,6,33.3,0,2,0.0,1,2,50.0,1,13,14,3,2,1,3,2,12
Kevin Love,CLE,CLE vs. TOR,04/10/2021,L,21,18,4,9,44.4,4,8,50.0,6,8,75.0,0,3,3,1,1,0,1,2,-19
Tyrese Haliburton,SAC,SAC @ UTA,04/10/2021,L,33,13,5,13,38.5,2,4,50.0,1,1,100,0,1,1,3,0,1,2,2,-19
Paul Reed,PHI,PHI @ OKC,04/10/2021,W,6,3,1,2,50.0,0,0,-,1,2,50.0,2,0,2,1,0,0,0,1,2
Carmelo Anthony,POR,POR vs. DET,04/10/2021,W,19,11,4,9,44.4,2,3,66.7,1,1,100,1,3,4,1,1,1,0,2,9
Darius Bazley,OKC,OKC vs. PHI,04/10/2021,L,36,17,7,12,58.3,3,4,75.0,0,0,-,1,8,9,5,1,0,9,2,-19
Derrick Jones Jr.,POR,POR vs. DET,04/10/2021,W,18,5,2,3,66.7,1,1,100,0,0,-,1,3,4,0,1,1,1,2,13
Mason Plumlee,DET,DET @ POR,04/10/2021,L,18,8,4,8,50.0,0,0,-,0,0,-,2,4,6,3,2,1,0,1,-5
Richaun Holmes,SAC,SAC @ UTA,04/10/2021,L,34,25,10,13,76.9,0,1,0.0,5,7,71.4,1,9,10,1,1,1,2,3,18
Raul Neto,WAS,WAS @ PHX,04/10/2021,L,29,24,9,17,52.9,3,5,60.0,3,3,100,0,1,1,1,0,0,2,1,-27
Dean Wade,CLE,CLE vs. TOR,04/10/2021,L,36,14,5,10,50.0,4,8,50.0,0,0,-,0,6,6,2,2,0,2,1,-20
Delon Wright,SAC,SAC @ UTA,04/10/2021,L,9,0,0,0,-,0,0,-,0,0,-,1,0,1,1,0,0,0,0,10
Tony Bradley,OKC,OKC vs. PHI,04/10/2021,L,25,16,7,11,63.6,0,0,-,2,4,50.0,3,11,14,1,0,3,1,3,-13
Talen Horton-Tucker,LAL,LAL @ BKN,04/10/2021,W,34,14,4,16,25.0,2,5,40.0,4,5,80.0,1,2,3,11,3,0,4,4,18
Mikal Bridges,PHX,PHX vs. WAS,04/10/2021,W,34,15,7,14,50.0,1,5,20.0,0,0,-,1,2,3,2,0,1,0,3,28
Darius Garland,CLE,CLE vs. TOR,04/10/2021,L,36,19,7,17,41.2,3,7,42.9,2,2,100,0,2,2,8,2,0,3,0,-9
Isaiah Hartenstein,CLE,CLE vs. TOR,04/10/2021,L,25,12,4,6,66.7,0,0,-,4,4,100,3,5,8,6,3,4,2,2,1
D.J. Augustin,HOU,HOU @ GSW,04/10/2021,L,22,19,5,9,55.6,3,7,42.9,6,6,100,0,3,3,6,0,0,0,1,-12
Garrison Mathews,WAS,WAS @ PHX,04/10/2021,L,27,3,1,6,16.7,1,6,16.7,0,0,-,0,5,5,2,0,0,1,3,-11
Anthony Gill,WAS,WAS @ PHX,04/10/2021,L,4,6,2,2,100,1,1,100,1,1,100,1,0,1,0,0,0,0,0,-2
Aleksej Pokusevski,OKC,OKC vs. PHI,04/10/2021,L,8,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,1,0,0,1,2,-7
Enes Freedom,POR,POR vs. DET,04/10/2021,W,37,24,9,16,56.3,0,0,-,6,8,75.0,12,18,30,2,1,2,4,2,19
Alize Johnson,BKN,BKN vs. LAL,04/10/2021,L,5,4,2,3,66.7,0,1,0.0,0,0,-,1,1,2,0,0,2,0,1,-3
Chris Chiozza,BKN,BKN vs. LAL,04/10/2021,L,16,5,2,8,25.0,0,3,0.0,1,2,50.0,0,0,0,0,0,1,1,1,-8
Bojan Bogdanovic,UTA,UTA vs. SAC,04/10/2021,W,27,8,2,8,25.0,0,4,0.0,4,4,100,0,6,6,3,1,0,2,1,-9
Draymond Green,GSW,GSW vs. HOU,04/10/2021,W,35,2,0,3,0.0,0,0,-,2,2,100,2,5,7,7,3,0,5,2,15
James Wiseman,GSW,GSW vs. HOU,04/10/2021,W,6,6,3,5,60.0,0,0,-,0,2,0.0,0,1,1,0,1,0,0,0,-2
Josh Jackson,DET,DET @ POR,04/10/2021,L,30,21,7,12,58.3,5,6,83.3,2,4,50.0,1,2,3,2,0,0,1,3,-2
Landry Shamet,BKN,BKN vs. LAL,04/10/2021,L,23,3,1,6,16.7,1,4,25.0,0,0,-,0,1,1,2,3,0,1,0,-22
Tyler Cook,DET,DET @ POR,04/10/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Timothe Luwawu-Cabarrot,BKN,BKN vs. LAL,04/10/2021,L,9,7,3,6,50.0,1,4,25.0,0,0,-,2,0,2,0,0,0,2,0,-4
Frank Jackson,DET,DET @ POR,04/10/2021,L,21,17,6,9,66.7,2,5,40.0,3,4,75.0,0,4,4,2,1,0,1,2,-11
Dennis Smith Jr.,DET,DET @ POR,04/10/2021,L,19,4,1,5,20.0,0,3,0.0,2,2,100,0,0,0,3,2,0,1,1,-4
Andre Drummond,LAL,LAL @ BKN,04/10/2021,W,22,20,8,15,53.3,0,0,-,4,6,66.7,4,7,11,0,1,1,3,3,18
Rondae Hollis-Jefferson,POR,POR vs. DET,04/10/2021,W,7,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,1,0,0,1,4,-6
Kenyon Martin Jr.,HOU,HOU @ GSW,04/10/2021,L,16,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,0,0,1,0,0,-8
Terence Davis,SAC,SAC @ UTA,04/10/2021,L,14,0,0,4,0.0,0,4,0.0,0,0,-,0,1,1,1,2,0,0,2,-26
D.J. Wilson,HOU,HOU @ GSW,04/10/2021,L,9,3,1,5,20.0,1,1,100,0,0,-,1,1,2,0,0,0,0,1,8
Isaiah Joe,PHI,PHI @ OKC,04/10/2021,W,9,0,0,3,0.0,0,3,0.0,0,0,-,0,2,2,0,1,0,1,1,4
Ish Smith,WAS,WAS @ PHX,04/10/2021,L,22,12,5,8,62.5,2,2,100,0,0,-,0,6,6,2,0,0,1,0,-2
Saddiq Bey,DET,DET @ POR,04/10/2021,L,29,14,6,14,42.9,2,8,25.0,0,0,-,1,5,6,1,1,0,0,0,-23
Luguentz Dort,OKC,OKC vs. PHI,04/10/2021,L,29,15,6,12,50.0,2,4,50.0,1,3,33.3,0,5,5,1,1,1,3,4,-14
CJ Elleby,POR,POR vs. DET,04/10/2021,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Isaac Okoro,CLE,CLE vs. TOR,04/10/2021,L,26,2,1,3,33.3,0,1,0.0,0,0,-,3,2,5,3,0,1,0,3,0
Reggie Perry,BKN,BKN vs. LAL,04/10/2021,L,5,4,1,2,50.0,0,1,0.0,2,2,100,2,2,4,0,2,0,1,1,-3
Devin Booker,PHX,PHX vs. WAS,04/10/2021,W,26,27,11,24,45.8,3,8,37.5,2,2,100,1,5,6,6,2,1,1,2,24
Georges Niang,UTA,UTA vs. SAC,04/10/2021,W,20,12,4,5,80.0,4,5,80.0,0,0,-,0,2,2,0,1,0,0,3,13
Dario Saric,PHX,PHX vs. WAS,04/10/2021,W,19,9,4,8,50.0,1,2,50.0,0,0,-,1,2,3,3,1,0,0,1,4
Dwight Howard,PHI,PHI @ OKC,04/10/2021,W,15,3,1,3,33.3,0,0,-,1,2,50.0,4,9,13,0,0,2,2,2,3
Kevin Durant,BKN,BKN vs. LAL,04/10/2021,L,24,22,8,17,47.1,1,4,25.0,5,5,100,1,6,7,5,0,1,8,0,-13
Cameron Johnson,PHX,PHX vs. WAS,04/10/2021,W,17,12,4,6,66.7,2,3,66.7,2,2,100,0,4,4,1,0,0,1,5,-1
Matisse Thybulle,PHI,PHI @ OKC,04/10/2021,W,27,3,1,2,50.0,1,2,50.0,0,0,-,1,2,3,0,3,2,1,1,12
Justin Robinson,OKC,OKC vs. PHI,04/10/2021,L,5,1,0,0,-,0,0,-,1,2,50.0,0,0,0,0,0,0,0,0,-2
Saben Lee,DET,DET @ POR,04/10/2021,L,6,4,1,2,50.0,0,0,-,2,4,50.0,1,1,2,3,0,0,0,2,-6
Robert Covington,POR,POR vs. DET,04/10/2021,W,32,3,1,3,33.3,1,2,50.0,0,0,-,0,1,1,0,2,1,2,2,4
Robin Lopez,WAS,WAS @ PHX,04/10/2021,L,15,6,3,4,75.0,0,0,-,0,0,-,0,0,0,0,0,0,1,0,1
Jae'Sean Tate,HOU,HOU @ GSW,04/10/2021,L,32,7,3,10,30.0,0,3,0.0,1,2,50.0,4,7,11,1,4,1,1,6,-11
Avery Bradley,HOU,HOU @ GSW,04/10/2021,L,18,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,1,2,0,1,1,-6
DeAndre' Bembry,TOR,TOR @ CLE,04/10/2021,W,22,13,5,8,62.5,0,1,0.0,3,4,75.0,1,3,4,2,0,3,5,0,9
O.G. Anunoby,TOR,TOR @ CLE,04/10/2021,W,30,15,5,11,45.5,3,6,50.0,2,2,100,0,5,5,3,0,0,1,4,22
Rayjon Tucker,PHI,PHI @ OKC,04/10/2021,W,6,2,1,1,100,0,0,-,0,0,-,0,2,2,1,0,0,1,0,2
Rui Hachimura,WAS,WAS @ PHX,04/10/2021,L,25,6,2,7,28.6,0,0,-,2,2,100,1,6,7,0,0,0,3,0,-21
Kelly Olynyk,HOU,HOU @ GSW,04/10/2021,L,32,18,7,13,53.8,2,5,40.0,2,4,50.0,5,6,11,3,0,0,1,4,-17
Chris Boucher,TOR,TOR @ CLE,04/10/2021,W,26,9,4,11,36.4,1,5,20.0,0,0,-,1,1,2,3,1,4,2,3,15
Damion Lee,GSW,GSW vs. HOU,04/10/2021,W,21,2,1,5,20.0,0,2,0.0,0,0,-,1,3,4,0,1,0,1,3,11
Damian Lillard,POR,POR vs. DET,04/10/2021,W,34,27,9,20,45.0,4,8,50.0,5,6,83.3,0,3,3,10,0,0,1,1,20
Cassius Winston,WAS,WAS @ PHX,04/10/2021,L,7,3,1,4,25.0,0,2,0.0,1,2,50.0,0,2,2,0,0,0,0,1,-5
Chris Paul,PHX,PHX vs. WAS,04/10/2021,W,25,13,6,11,54.5,0,2,0.0,1,1,100,1,4,5,10,1,0,0,1,25
Ben McLemore,LAL,LAL @ BKN,04/10/2021,W,23,17,6,12,50.0,5,10,50.0,0,0,-,1,0,1,0,1,0,1,4,17
Deni Avdija,WAS,WAS @ PHX,04/10/2021,L,31,9,2,6,33.3,2,4,50.0,3,4,75.0,0,6,6,2,0,0,1,4,-19
Svi Mykhailiuk,OKC,OKC vs. PHI,04/10/2021,L,21,6,3,7,42.9,0,2,0.0,0,0,-,0,0,0,1,0,0,0,1,-12
Sterling Brown,HOU,HOU @ GSW,04/10/2021,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5
Jevon Carter,PHX,PHX vs. WAS,04/10/2021,W,22,14,5,12,41.7,4,10,40.0,0,0,-,1,5,6,1,0,0,0,2,4
De'Aaron Fox,SAC,SAC @ UTA,04/10/2021,L,39,30,11,20,55.0,4,7,57.1,4,6,66.7,0,2,2,8,2,0,1,3,-26
Joe Ingles,UTA,UTA vs. SAC,04/10/2021,W,31,20,6,11,54.5,5,10,50.0,3,3,100,0,3,3,6,0,0,0,3,27
Mason Jones,PHI,PHI @ OKC,04/10/2021,W,4,3,1,2,50.0,1,1,100,0,0,-,0,1,1,0,0,0,0,0,3
LaMarcus Aldridge,BKN,BKN vs. LAL,04/10/2021,L,23,12,5,8,62.5,0,0,-,2,2,100,1,2,3,2,0,3,2,3,-15
Kevin Porter Jr.,HOU,HOU @ GSW,04/10/2021,L,33,9,4,13,30.8,1,6,16.7,0,0,-,1,4,5,4,1,0,4,2,-12
Stephen Curry,GSW,GSW vs. HOU,04/10/2021,W,35,38,13,21,61.9,8,15,53.3,4,4,100,0,8,8,5,1,0,5,3,7
Alfonzo McKinnie,LAL,LAL @ BKN,04/10/2021,W,27,10,4,6,66.7,2,4,50.0,0,2,0.0,3,6,9,4,1,0,0,4,17
Norman Powell,POR,POR vs. DET,04/10/2021,W,32,9,2,10,20.0,1,5,20.0,4,4,100,0,3,3,1,0,2,5,3,0
Jalen Smith,PHX,PHX vs. WAS,04/10/2021,W,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Gary Payton II,GSW,GSW vs. HOU,04/10/2021,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Kostas Antetokounmpo,LAL,LAL @ BKN,04/10/2021,W,3,3,1,2,50.0,0,0,-,1,1,100,1,0,1,1,0,0,0,0,2
Kentavious Caldwell-Pope,LAL,LAL @ BKN,04/10/2021,W,32,14,5,10,50.0,4,6,66.7,0,0,-,0,3,3,5,0,0,1,2,7
Daniel Gafford,WAS,WAS @ PHX,04/10/2021,L,17,9,4,6,66.7,0,0,-,1,2,50.0,2,3,5,2,1,1,0,0,-14
Shake Milton,PHI,PHI @ OKC,04/10/2021,W,20,12,5,14,35.7,2,7,28.6,0,0,-,2,0,2,2,0,1,0,0,6
Naz Reid,MIN,MIN @ BOS,04/09/2021,L,11,8,3,6,50.0,1,3,33.3,1,2,50.0,0,0,0,0,0,0,1,1,-5
Robin Lopez,WAS,WAS @ GSW,04/09/2021,W,27,20,9,14,64.3,0,0,-,2,2,100,4,4,8,2,0,0,0,0,7
Joel Embiid,PHI,PHI @ NOP,04/09/2021,L,31,14,5,16,31.3,0,3,0.0,4,4,100,1,8,9,1,0,2,3,4,4
Tyus Jones,MEM,MEM @ NYK,04/09/2021,L,15,8,3,5,60.0,0,1,0.0,2,2,100,0,1,1,1,0,0,1,1,6
Drew Eubanks,SAS,SAS @ DEN,04/09/2021,L,12,5,1,2,50.0,0,0,-,3,4,75.0,2,3,5,0,1,0,0,0,-2
P.J. Washington,CHA,CHA @ MIL,04/09/2021,W,31,18,6,13,46.2,3,7,42.9,3,3,100,0,7,7,4,0,1,1,1,10
Kevin Huerter,ATL,ATL vs. CHI,04/09/2021,W,35,11,5,8,62.5,1,4,25.0,0,0,-,0,2,2,5,2,1,0,2,14
Marcus Morris Sr.,LAC,LAC vs. HOU,04/09/2021,W,26,9,4,9,44.4,1,4,25.0,0,0,-,1,3,4,1,2,1,2,3,-4
Kevin Porter Jr.,HOU,HOU @ LAC,04/09/2021,L,31,14,4,13,30.8,3,6,50.0,3,4,75.0,2,4,6,13,0,0,3,3,-15
Justin Holiday,IND,IND @ ORL,04/09/2021,W,23,3,1,3,33.3,1,3,33.3,0,0,-,0,3,3,1,0,1,1,1,-6
Wendell Carter Jr.,ORL,ORL vs. IND,04/09/2021,L,26,8,4,11,36.4,0,1,0.0,0,0,-,2,7,9,0,1,1,2,3,-1
Nick Richards,CHA,CHA @ MIL,04/09/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-10
Matisse Thybulle,PHI,PHI @ NOP,04/09/2021,L,15,4,2,3,66.7,0,1,0.0,0,0,-,0,1,1,0,1,0,0,3,-15
Eric Bledsoe,NOP,NOP vs. PHI,04/09/2021,W,29,9,3,9,33.3,1,4,25.0,2,2,100,0,4,4,2,0,0,2,1,-2
Kyle Anderson,MEM,MEM @ NYK,04/09/2021,L,34,15,4,10,40.0,2,5,40.0,5,6,83.3,0,6,6,5,2,1,2,6,-5
Elfrid Payton,NYK,NYK vs. MEM,04/09/2021,W,15,12,5,9,55.6,2,2,100,0,0,-,0,0,0,0,1,0,1,3,-11
R.J. Hampton,ORL,ORL vs. IND,04/09/2021,L,19,6,3,4,75.0,0,1,0.0,0,2,0.0,0,2,2,0,1,1,3,1,-14
Mason Jones,PHI,PHI @ NOP,04/09/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,2
Tyrese Maxey,PHI,PHI @ NOP,04/09/2021,L,1,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
DeMarcus Cousins,LAC,LAC vs. HOU,04/09/2021,W,6,3,1,2,50.0,1,1,100,0,0,-,0,2,2,0,1,0,3,2,9
Miles Bridges,CHA,CHA @ MIL,04/09/2021,W,37,26,8,13,61.5,4,8,50.0,6,6,100,2,5,7,4,0,2,2,1,13
Anthony Lamb,HOU,HOU @ LAC,04/09/2021,L,3,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,2
Xavier Tillman,MEM,MEM @ NYK,04/09/2021,L,17,6,3,6,50.0,0,0,-,0,3,0.0,4,1,5,4,0,1,1,2,-5
Draymond Green,GSW,GSW vs. WAS,04/09/2021,L,33,5,2,9,22.2,0,3,0.0,1,2,50.0,2,3,5,8,2,2,3,2,-7
Jaylen Brown,BOS,BOS vs. MIN,04/09/2021,W,44,26,9,15,60.0,4,9,44.4,4,4,100,1,4,5,3,2,2,5,5,5
Jordan McLaughlin,MIN,MIN @ BOS,04/09/2021,L,15,7,2,2,100,0,0,-,3,4,75.0,0,1,1,1,2,0,1,2,-5
Marcus Smart,BOS,BOS vs. MIN,04/09/2021,W,41,24,7,12,58.3,4,8,50.0,6,7,85.7,2,4,6,8,2,0,2,3,1
Michael Carter-Williams,ORL,ORL vs. IND,04/09/2021,L,22,9,3,8,37.5,1,2,50.0,2,2,100,0,2,2,3,0,0,2,3,10
Seth Curry,PHI,PHI @ NOP,04/09/2021,L,26,0,0,7,0.0,0,2,0.0,0,0,-,0,3,3,3,0,0,1,1,-3
Lonnie Walker IV,SAS,SAS @ DEN,04/09/2021,L,17,8,2,6,33.3,1,3,33.3,3,3,100,0,0,0,2,1,0,0,0,-19
Anthony Edwards,MIN,MIN @ BOS,04/09/2021,L,40,24,7,12,58.3,2,6,33.3,8,8,100,1,4,5,5,1,0,3,3,-1
Dwight Howard,PHI,PHI @ NOP,04/09/2021,L,15,6,2,2,100,0,0,-,2,2,100,2,2,4,0,0,1,2,4,-11
Bogdan Bogdanovic,ATL,ATL vs. CHI,04/09/2021,W,34,10,5,10,50.0,0,4,0.0,0,0,-,0,4,4,2,0,1,2,2,17
Taj Gibson,NYK,NYK vs. MEM,04/09/2021,W,28,6,1,4,25.0,0,0,-,4,4,100,5,3,8,1,1,1,2,6,6
Mamadi Diakite,MIL,MIL vs. CHA,04/09/2021,L,23,10,2,5,40.0,0,2,0.0,6,6,100,0,5,5,1,2,0,1,1,-6
Romeo Langford,BOS,BOS vs. MIN,04/09/2021,W,5,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-11
Sam Merrill,MIL,MIL vs. CHA,04/09/2021,L,27,13,5,13,38.5,3,8,37.5,0,0,-,0,6,6,2,0,0,1,3,3
Grayson Allen,MEM,MEM @ NYK,04/09/2021,L,32,10,3,9,33.3,1,4,25.0,3,3,100,0,0,0,4,1,0,2,6,1
Troy Brown Jr.,CHI,CHI @ ATL,04/09/2021,L,15,5,2,5,40.0,1,4,25.0,0,0,-,0,3,3,0,0,0,0,1,-1
Clint Capela,ATL,ATL vs. CHI,04/09/2021,W,37,22,10,12,83.3,0,0,-,2,3,66.7,0,10,10,1,0,2,1,1,12
Brad Wanamaker,CHA,CHA @ MIL,04/09/2021,W,23,6,1,3,33.3,0,1,0.0,4,4,100,0,3,3,7,2,0,2,2,11
Alex Len,WAS,WAS @ GSW,04/09/2021,W,20,15,5,9,55.6,0,0,-,5,5,100,2,3,5,1,2,1,0,2,-2
Brandon Ingram,NOP,NOP vs. PHI,04/09/2021,W,35,17,5,21,23.8,2,9,22.2,5,6,83.3,1,7,8,2,2,0,3,2,2
Isaiah Joe,PHI,PHI @ NOP,04/09/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Jalen McDaniels,CHA,CHA @ MIL,04/09/2021,W,31,19,7,11,63.6,2,3,66.7,3,4,75.0,3,3,6,5,1,2,1,3,8
Monte Morris,DEN,DEN vs. SAS,04/09/2021,W,25,21,7,8,87.5,5,5,100,2,2,100,0,3,3,2,1,0,2,1,14
Ja Morant,MEM,MEM @ NYK,04/09/2021,L,39,26,9,18,50.0,4,5,80.0,4,8,50.0,0,4,4,6,0,1,4,2,-10
Patrick Patterson,LAC,LAC vs. HOU,04/09/2021,W,18,6,2,7,28.6,2,6,33.3,0,0,-,0,1,1,3,0,1,0,0,3
James Wiseman,GSW,GSW vs. WAS,04/09/2021,L,23,18,9,11,81.8,0,1,0.0,0,0,-,1,5,6,1,0,0,1,4,4
Derrick Rose,NYK,NYK vs. MEM,04/09/2021,W,26,19,8,17,47.1,0,4,0.0,3,3,100,2,2,4,3,1,2,2,1,2
Payton Pritchard,BOS,BOS vs. MIN,04/09/2021,W,12,7,3,5,60.0,1,2,50.0,0,0,-,0,0,0,1,1,0,0,0,13
Reggie Bullock,NYK,NYK vs. MEM,04/09/2021,W,20,8,3,5,60.0,2,4,50.0,0,0,-,0,1,1,1,0,0,0,1,-15
Shake Milton,PHI,PHI @ NOP,04/09/2021,L,21,9,4,9,44.4,1,3,33.3,0,0,-,1,2,3,2,0,0,2,2,-7
Danilo Gallinari,ATL,ATL vs. CHI,04/09/2021,W,30,20,6,16,37.5,4,8,50.0,4,4,100,2,4,6,1,2,0,1,2,13
Amir Coffey,LAC,LAC vs. HOU,04/09/2021,W,9,5,2,4,50.0,1,1,100,0,0,-,0,1,1,0,0,0,0,0,-2
