Player,Team,Match Up,Game Date,W/L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST%,AST_TO,AST_RATIO,OREB%,DREB%,REB%,TM_TOV%,EFG%,TS%,USG%,PACE
Rodney Hood,LAC,LAC vs. OKC,04/10/2022,W,20,151.2,88.1,63.1,8.7,0.00,50.0,0.0,12.0,8.1,0.0,150.0,133.0,4.3,101.05
Boban Marjanovic,DAL,DAL vs. SAS,04/10/2022,W,8,146.7,150.0,-3.3,16.7,0.50,14.3,25.0,20.0,22.2,28.6,50.0,50.0,35.3,94.98
Spencer Dinwiddie,DAL,DAL vs. SAS,04/10/2022,W,18,115.0,112.8,2.2,35.7,5.00,38.5,0.0,18.8,8.6,7.7,57.1,57.1,17.4,106.02
John Konchar,MEM,MEM vs. BOS,04/10/2022,L,39,116.9,135.7,-18.8,34.5,5.00,40.0,13.0,16.7,14.4,8.0,68.2,64.4,14.7,102.68
Gary Payton II,GSW,GSW @ NOP,04/10/2022,W,18,105.9,108.3,-2.5,0.0,0.00,0.0,15.4,5.9,10.0,0.0,100,100,10.8,94.59
Tyler Cook,CHI,CHI @ MIN,04/10/2022,W,4,142.9,85.7,57.1,0.0,0.00,0.0,0.0,20.0,14.3,0.0,50.0,61.5,28.6,92.48
Isaiah Roby,OKC,OKC @ LAC,04/10/2022,L,18,100.0,125.6,-25.6,11.1,1.00,5.6,4.5,12.5,7.9,5.6,53.3,50.4,39.5,102.10
Kevin Love,CLE,CLE vs. MIL,04/10/2022,W,15,144.1,94.4,49.7,25.0,0.00,10.0,12.5,53.3,32.3,0.0,87.5,85.8,47.4,114.14
Zach Collins,SAS,SAS @ DAL,04/10/2022,L,15,130.3,120.6,9.7,33.3,4.00,44.4,0.0,18.2,8.0,11.1,100,103.1,13.5,106.02
Gabe Vincent,MIA,MIA @ ORL,04/10/2022,L,13,92.6,125.0,-32.4,28.6,0.00,33.3,0.0,14.3,6.5,0.0,75.0,75.0,13.3,105.74
Bryn Forbes,DEN,DEN vs. LAL,04/10/2022,L,36,119.0,127.6,-8.6,4.2,1.00,5.3,0.0,2.6,1.3,5.3,60.7,70.3,20.2,102.34
Scottie Barnes,TOR,TOR @ NYK,04/10/2022,L,22,83.3,102.4,-19.1,38.5,2.50,41.7,0.0,8.0,4.3,16.7,70.0,70.0,14.3,92.58
CJ Elleby,POR,POR vs. UTA,04/10/2022,L,28,78.0,105.1,-27.1,7.7,1.00,12.5,5.9,3.4,4.8,12.5,100,100,10.8,100.90
David Nwaba,HOU,HOU vs. ATL,04/10/2022,L,13,77.8,136.0,-58.2,16.7,0.00,33.3,6.7,6.7,6.7,0.0,50.0,50.0,6.5,97.75
Wenyen Gabriel,LAL,LAL @ DEN,04/10/2022,W,38,133.8,112.0,21.7,11.1,0.00,16.7,12.2,11.1,11.6,0.0,46.2,46.1,15.8,102.59
Shake Milton,PHI,PHI vs. DET,04/10/2022,W,33,134.3,98.5,35.8,16.7,0.00,16.0,6.9,5.7,6.3,0.0,63.9,71.2,26.9,97.67
Joshua Primo,SAS,SAS @ DAL,04/10/2022,L,19,118.9,147.4,-28.4,7.7,0.00,33.3,0.0,14.3,6.5,0.0,100,100,4.9,96.60
Rui Hachimura,WAS,WAS @ CHA,04/10/2022,L,32,111.6,119.7,-8.1,9.1,0.00,9.1,6.1,7.4,6.7,0.0,50.0,52.8,26.0,100.21
Donte DiVincenzo,SAC,SAC @ PHX,04/10/2022,W,27,115.0,105.2,9.8,18.8,1.50,15.8,0.0,9.8,6.5,10.5,63.6,67.5,25.0,104.37
Derrick Jones Jr.,CHI,CHI @ MIN,04/10/2022,W,29,116.4,123.1,-6.7,8.0,0.67,16.7,12.0,3.8,7.8,25.0,80.0,88.8,12.7,111.03
Jeff Green,DEN,DEN vs. LAL,04/10/2022,L,24,142.0,120.0,22.0,11.8,2.00,16.7,0.0,6.5,3.7,8.3,87.5,90.1,17.5,101.91
James Bouknight,CHA,CHA vs. WAS,04/10/2022,W,3,33.3,100.0,-66.7,0.0,0.00,0.0,0.0,20.0,12.5,0.0,50.0,50.0,28.6,111.48
Immanuel Quickley,NYK,NYK vs. TOR,04/10/2022,W,42,123.2,94.0,29.2,46.2,4.00,27.3,2.5,17.6,11.0,6.8,53.8,57.6,34.0,94.89
Bruce Brown,BKN,BKN vs. IND,04/10/2022,W,38,118.8,118.8,0.0,9.7,1.00,14.3,0.0,14.6,9.7,14.3,65.4,69.1,19.4,107.98
Isaiah Stewart,DET,DET @ PHI,04/10/2022,L,13,130.8,92.3,38.5,22.2,0.00,33.3,7.7,31.3,20.7,0.0,125.0,125.0,13.3,94.43
Jared Butler,UTA,UTA @ POR,04/10/2022,W,22,144.4,111.1,33.3,5.3,0.50,9.1,0.0,13.0,6.5,18.2,58.3,70.9,17.2,96.43
Santi Aldama,MEM,MEM vs. BOS,04/10/2022,L,31,110.6,143.9,-33.3,23.5,1.00,15.4,14.6,12.9,13.9,15.4,50.0,53.6,27.5,101.86
Tony Bradley,CHI,CHI @ MIN,04/10/2022,W,15,124.2,115.2,9.1,8.3,0.33,7.7,37.5,18.2,29.6,23.1,62.5,61.9,27.3,106.79
Isaiah Livers,DET,DET @ PHI,04/10/2022,L,24,129.2,114.9,14.3,5.6,0.50,11.1,4.0,9.5,6.5,22.2,120.0,119.0,14.5,97.16
Markus Howard,DEN,DEN vs. LAL,04/10/2022,L,24,103.8,138.5,-34.7,8.3,0.00,4.8,6.7,5.3,6.1,0.0,52.9,60.9,32.3,104.49
Austin Rivers,DEN,DEN vs. LAL,04/10/2022,L,23,140.8,118.4,22.4,5.0,0.00,12.5,0.0,12.9,7.7,0.0,50.0,50.0,12.7,104.22
Evan Mobley,CLE,CLE vs. MIL,04/10/2022,W,23,150.0,78.0,72.0,5.6,1.00,5.9,15.0,21.9,19.2,5.9,61.5,61.0,30.8,103.84
Hassan Whiteside,UTA,UTA @ POR,04/10/2022,W,15,141.4,134.5,6.9,27.3,3.00,37.5,13.3,38.5,25.0,12.5,100,93.1,13.5,94.59
Robin Lopez,ORL,ORL vs. MIA,04/10/2022,W,10,141.7,73.9,67.8,22.2,0.00,40.0,8.3,15.4,12.0,0.0,50.0,69.4,11.1,109.87
Tony Snell,NOP,NOP vs. GSW,04/10/2022,L,25,114.9,160.4,-45.5,11.1,0.00,22.2,0.0,7.1,2.2,0.0,57.1,57.1,12.3,90.54
Jeremy Lamb,SAC,SAC @ PHX,04/10/2022,W,16,103.1,100.0,3.1,0.0,0.00,0.0,0.0,4.8,3.4,50.0,83.3,83.3,17.6,97.65
Andre Drummond,BKN,BKN vs. IND,04/10/2022,W,20,125.0,126.7,-1.7,0.0,0.00,0.0,33.3,31.0,31.7,9.1,100,101.2,22.9,107.52
Harrison Barnes,SAC,SAC @ PHX,04/10/2022,W,13,128.6,92.6,36.0,8.3,0.00,33.3,0.0,5.0,3.1,0.0,50.0,50.0,6.7,101.15
Moritz Wagner,ORL,ORL vs. MIA,04/10/2022,W,30,123.4,117.5,6.0,20.8,2.50,26.3,0.0,28.9,16.9,10.5,54.5,58.9,20.9,101.76
Josh Green,DAL,DAL vs. SAS,04/10/2022,W,17,121.6,121.6,0.0,15.4,1.00,22.2,5.9,15.4,10.0,22.2,70.0,70.0,16.7,101.97
Damian Jones,SAC,SAC @ PHX,04/10/2022,W,30,118.8,118.5,0.3,16.7,3.00,21.4,3.7,12.8,9.1,7.1,94.4,84.8,16.2,103.26
Raul Neto,WAS,WAS @ CHA,04/10/2022,L,22,108.5,128.3,-19.8,13.3,0.00,22.2,0.0,7.1,2.6,0.0,50.0,61.5,12.5,100.77
Jaden McDaniels,MIN,MIN vs. CHI,04/10/2022,L,18,105.0,117.1,-12.1,7.7,1.00,11.1,0.0,0.0,0.0,11.1,50.0,53.8,18.6,109.73
Ignas Brazdeikis,ORL,ORL vs. MIA,04/10/2022,W,25,115.4,103.9,11.5,20.0,0.00,21.4,3.4,14.3,8.8,0.0,65.0,66.3,19.0,99.28
Paul Reed,PHI,PHI vs. DET,04/10/2022,W,21,148.8,79.1,69.8,14.3,0.00,12.5,14.3,19.0,17.1,0.0,85.7,86.6,28.6,98.91
Keita Bates-Diop,SAS,SAS @ DAL,04/10/2022,L,14,103.1,106.3,-3.1,10.0,0.00,12.5,13.3,16.7,14.8,0.0,50.0,58.1,19.4,109.98
Ish Wainright,PHX,PHX vs. SAC,04/10/2022,L,32,113.6,116.4,-2.8,0.0,0.00,0.0,4.9,4.0,4.5,0.0,53.6,53.6,17.5,99.57
Isaiah Thomas,CHA,CHA vs. WAS,04/10/2022,W,13,107.4,115.4,-8.0,20.0,0.00,10.0,0.0,5.3,3.3,0.0,75.0,78.8,30.0,101.62
Jordan McLaughlin,MIN,MIN vs. CHI,04/10/2022,L,19,109.1,102.1,7.0,22.2,2.00,57.1,0.0,9.1,5.0,28.6,100,100,6.4,114.90
Elfrid Payton,PHX,PHX vs. SAC,04/10/2022,L,12,88.0,125.0,-37.0,25.0,1.00,33.3,0.0,11.1,4.2,33.3,50.0,50.0,13.8,97.65
Leandro Bolmaro,MIN,MIN vs. CHI,04/10/2022,L,18,156.8,116.2,40.5,22.2,0.00,28.6,8.3,11.1,10.0,0.0,50.0,55.7,23.3,99.22
Kevon Looney,GSW,GSW @ NOP,04/10/2022,W,15,100.0,96.9,3.1,27.3,0.00,50.0,0.0,28.6,17.1,0.0,66.7,66.7,8.8,104.12
Nic Claxton,BKN,BKN vs. IND,04/10/2022,W,23,127.5,111.5,15.9,21.1,4.00,33.3,13.3,15.4,14.6,8.3,100,101.7,14.3,105.84
Jae'Sean Tate,HOU,HOU vs. ATL,04/10/2022,L,30,127.0,129.0,-2.0,7.4,2.00,28.6,6.5,0.0,3.4,14.3,62.5,62.5,7.1,99.72
Chris Boucher,TOR,TOR @ NYK,04/10/2022,L,32,111.1,111.1,0.0,15.8,0.00,15.8,5.1,17.2,10.3,0.0,53.6,61.5,21.1,95.29
Moses Moody,GSW,GSW @ NOP,04/10/2022,W,19,130.0,123.1,6.9,10.5,0.00,40.0,0.0,4.0,2.5,0.0,83.3,83.3,7.0,98.24
P.J. Washington,CHA,CHA vs. WAS,04/10/2022,W,25,132.7,117.3,15.4,4.2,1.00,16.7,0.0,4.2,2.2,16.7,100,101.4,8.2,101.67
Vlatko Cancar,DEN,DEN vs. LAL,04/10/2022,L,24,107.5,126.4,-18.9,21.1,4.00,50.0,8.0,37.5,19.5,12.5,50.0,34.7,6.8,106.67
Zavier Simpson,OKC,OKC @ LAC,04/10/2022,L,45,84.9,141.3,-56.4,26.9,3.50,28.0,1.7,18.6,8.8,8.0,50.0,53.5,17.0,98.16
Khem Birch,TOR,TOR @ NYK,04/10/2022,L,19,88.1,100.0,-11.9,15.4,0.00,40.0,10.0,13.6,11.9,0.0,66.7,66.7,6.4,104.29
Jake Layman,MIN,MIN vs. CHI,04/10/2022,L,17,154.3,111.8,42.5,0.0,0.00,0.0,0.0,16.7,10.0,0.0,116.7,105.0,12.2,99.76
Gary Trent Jr.,TOR,TOR @ NYK,04/10/2022,L,31,103.3,115.0,-11.7,11.1,0.67,9.1,0.0,3.0,1.5,13.6,50.0,50.0,27.8,93.15
Killian Hayes,DET,DET @ PHI,04/10/2022,L,10,138.1,75.0,63.1,12.5,0.00,11.1,0.0,7.7,4.2,0.0,50.0,50.8,33.3,95.38
Eric Paschall,UTA,UTA @ POR,04/10/2022,W,6,154.5,145.5,9.1,0.0,0.00,0.0,0.0,25.0,10.0,0.0,60.0,59.5,42.9,93.18
Ben McLemore,POR,POR vs. UTA,04/10/2022,L,25,104.0,120.4,-16.4,13.3,2.00,22.2,0.0,13.8,7.8,11.1,125.0,112.8,13.0,94.35
Admiral Schofield,ORL,ORL vs. MIA,04/10/2022,W,22,113.3,93.2,20.2,0.0,0.00,0.0,0.0,20.0,10.0,0.0,66.7,66.7,12.0,97.70
Luka Doncic,DAL,DAL vs. SAS,04/10/2022,W,29,136.1,106.7,29.4,42.9,2.25,26.5,4.3,22.6,14.8,11.8,50.0,60.4,36.8,101.01
Tomas Satoransky,WAS,WAS @ CHA,04/10/2022,L,20,118.6,97.7,20.9,47.4,9.00,69.2,9.1,18.2,13.6,7.7,83.3,83.3,8.0,101.84
Dorian Finney-Smith,DAL,DAL vs. SAS,04/10/2022,W,27,128.8,105.1,23.7,4.8,0.00,12.5,0.0,9.4,5.5,0.0,114.3,114.3,10.8,103.93
Malcolm Hill,CHI,CHI @ MIN,04/10/2022,W,13,103.4,130.0,-26.6,27.3,3.00,50.0,0.0,37.5,12.5,16.7,50.0,50.0,7.9,111.35
Larry Nance Jr.,NOP,NOP vs. GSW,04/10/2022,L,20,100.0,117.9,-17.9,0.0,0.00,0.0,5.3,15.4,9.4,12.5,50.0,50.0,17.4,95.60
Ivica Zubac,LAC,LAC vs. OKC,04/10/2022,W,23,124.0,88.0,36.0,10.5,2.00,15.4,14.3,22.6,18.6,7.7,60.0,60.0,18.3,103.15
Jayson Tatum,BOS,BOS @ MEM,04/10/2022,W,26,143.9,93.0,50.9,14.3,0.60,13.0,0.0,22.5,15.5,21.7,100,101.2,31.3,105.03
Isaac Okoro,CLE,CLE vs. MIL,04/10/2022,W,18,143.6,95.0,48.6,10.5,0.00,33.3,5.3,4.8,5.0,0.0,50.0,50.0,9.1,105.64
Rudy Gay,UTA,UTA @ POR,04/10/2022,W,18,107.3,45.0,62.3,16.7,1.00,16.7,6.3,12.0,9.8,16.7,42.9,50.8,21.3,105.46
Daniel Theis,BOS,BOS @ MEM,04/10/2022,W,26,141.8,107.3,34.5,12.0,0.00,27.3,22.7,10.8,15.3,0.0,62.5,65.2,12.5,102.06
Dwight Powell,DAL,DAL vs. SAS,04/10/2022,W,25,128.3,107.5,20.8,11.1,0.67,14.3,12.5,14.8,13.7,21.4,83.3,69.4,20.0,101.42
Patty Mills,BKN,BKN vs. IND,04/10/2022,W,30,137.3,111.8,25.5,6.3,0.67,18.2,0.0,5.4,3.4,27.3,66.7,66.7,11.8,106.64
Cameron Johnson,PHX,PHX vs. SAC,04/10/2022,L,23,108.2,116.7,-8.5,11.8,1.00,14.3,3.0,30.0,13.2,14.3,50.0,58.1,18.8,100.27
Wayne Ellington,LAL,LAL @ DEN,04/10/2022,W,30,121.2,133.3,-12.1,0.0,0.00,0.0,0.0,7.4,3.3,0.0,80.0,82.7,13.3,105.78
Moses Brown,CLE,CLE vs. MIL,04/10/2022,W,9,59.1,157.1,-98.1,0.0,0.00,0.0,12.5,14.3,13.3,0.0,80.0,80.0,21.7,109.40
Sharife Cooper,ATL,ATL @ HOU,04/10/2022,W,2,25.0,75.0,-50.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.71
Mikal Bridges,PHX,PHX vs. SAC,04/10/2022,L,6,61.5,123.1,-61.5,50.0,2.00,40.0,0.0,16.7,6.3,20.0,0.0,0.0,18.8,106.67
Robert Covington,LAC,LAC vs. OKC,04/10/2022,W,13,146.4,63.0,83.5,0.0,0.00,0.0,10.0,27.8,21.4,12.5,64.3,64.3,25.0,103.13
Cam Thomas,BKN,BKN vs. IND,04/10/2022,W,9,126.3,130.0,-3.7,0.0,0.00,0.0,0.0,0.0,0.0,20.0,83.3,77.3,25.0,106.77
Arnoldas Kulboka,CHA,CHA vs. WAS,04/10/2022,W,3,33.3,100.0,-66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,111.48
Jevon Carter,MIL,MIL @ CLE,04/10/2022,L,33,98.7,124.3,-25.6,20.0,0.00,31.3,2.5,13.5,7.8,0.0,13.6,13.6,12.8,109.28
Ish Smith,WAS,WAS @ CHA,04/10/2022,L,17,100.0,157.1,-57.1,22.2,0.67,14.3,0.0,0.0,0.0,21.4,44.4,44.4,26.1,99.41
Duane Washington Jr.,IND,IND @ BKN,04/10/2022,L,19,115.9,127.9,-12.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,81.8,81.8,21.6,111.69
Xavier Sneed,UTA,UTA @ POR,04/10/2022,W,4,137.5,100.0,37.5,25.0,0.00,100.0,20.0,25.0,22.2,0.0,0.0,0.0,0.0,98.63
Usman Garuba,HOU,HOU vs. ATL,04/10/2022,L,13,110.7,120.0,-9.3,9.1,0.00,33.3,0.0,46.7,25.9,0.0,0.0,0.0,6.9,94.69
Frank Jackson,DET,DET @ PHI,04/10/2022,L,22,126.1,122.2,3.9,0.0,0.00,0.0,0.0,5.6,2.4,10.0,44.4,50.6,18.9,97.57
Thanasis Antetokounmpo,MIL,MIL @ CLE,04/10/2022,L,41,113.3,122.5,-9.1,8.0,0.40,7.7,0.0,12.2,6.2,19.2,67.9,73.4,24.0,105.90
JT Thor,CHA,CHA vs. WAS,04/10/2022,W,3,33.3,100.0,-66.7,0.0,0.00,0.0,0.0,20.0,12.5,100.0,0.0,0.0,14.3,111.48
D.J. Augustin,LAL,LAL @ DEN,04/10/2022,W,15,113.9,131.4,-17.5,18.2,1.00,22.2,0.0,7.1,3.6,22.2,0.0,20.5,17.5,113.22
Lindell Wigginton,MIL,MIL @ CLE,04/10/2022,L,40,111.4,131.8,-20.4,29.6,4.00,28.6,2.5,5.6,3.9,7.1,53.3,51.0,20.4,103.76
Danilo Gallinari,ATL,ATL @ HOU,04/10/2022,W,32,133.9,124.6,9.3,9.5,1.00,10.5,2.9,11.1,6.6,10.5,85.7,87.4,22.7,96.64
Joe Wieskamp,SAS,SAS @ DAL,04/10/2022,L,9,126.3,105.3,21.1,0.0,0.00,0.0,0.0,10.0,5.6,0.0,0.0,0.0,0.0,103.83
Zeke Nnaji,DEN,DEN vs. LAL,04/10/2022,L,26,106.8,131.0,-24.3,9.5,2.00,15.4,3.4,5.9,4.3,7.7,11.1,24.2,16.4,106.70
Jared Harper,NOP,NOP vs. GSW,04/10/2022,L,20,138.5,166.7,-28.2,56.3,0.00,50.0,5.0,0.0,3.2,0.0,55.6,55.6,19.6,92.14
Cedi Osman,CLE,CLE vs. MIL,04/10/2022,W,27,120.0,120.0,0.0,9.1,2.00,14.3,0.0,16.0,8.0,7.1,70.0,68.9,18.2,105.11
Devontae Cacok,SAS,SAS @ DAL,04/10/2022,L,4,88.9,111.1,-22.2,0.0,0.00,0.0,0.0,33.3,14.3,0.0,0.0,0.0,0.0,102.45
Timothe Luwawu-Cabarrot,ATL,ATL @ HOU,04/10/2022,W,8,106.7,93.8,12.9,0.0,0.00,0.0,10.0,10.0,10.0,50.0,0.0,0.0,11.1,99.42
Daniel Gafford,WAS,WAS @ CHA,04/10/2022,L,28,119.0,120.7,-1.7,4.2,1.00,6.3,10.7,16.0,13.2,6.3,44.4,48.5,23.1,99.55
Derrick White,BOS,BOS @ MEM,04/10/2022,W,20,151.3,110.3,41.0,15.8,0.00,37.5,7.1,11.5,10.0,0.0,70.0,73.5,11.1,95.84
RJ Nembhard Jr.,CLE,CLE vs. MIL,04/10/2022,W,3,25.0,200.0,-175.0,0.0,0.00,0.0,0.0,50.0,20.0,50.0,0.0,0.0,25.0,113.68
Gabe York,IND,IND @ BKN,04/10/2022,L,6,83.3,100.0,-16.7,33.3,2.00,33.3,0.0,50.0,10.0,16.7,0.0,17.4,20.0,126.74
Chuma Okeke,ORL,ORL vs. MIA,04/10/2022,W,29,122.6,127.0,-4.4,0.0,0.00,0.0,0.0,17.6,10.0,7.1,65.4,65.4,21.5,102.51
Mo Bamba,ORL,ORL vs. MIA,04/10/2022,W,28,131.6,121.4,10.2,4.5,0.00,7.7,9.1,24.2,18.2,0.0,86.4,85.2,19.7,97.73
Jalen Johnson,ATL,ATL @ HOU,04/10/2022,W,2,25.0,100.0,-75.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.77
Reggie Bullock,DAL,DAL vs. SAS,04/10/2022,W,27,133.9,105.4,28.6,8.0,2.00,22.2,4.0,6.7,5.5,11.1,25.0,31.1,10.9,100.99
Trey Murphy III,NOP,NOP vs. GSW,04/10/2022,L,27,112.5,105.4,7.1,5.6,1.00,6.7,3.2,23.8,11.5,6.7,53.8,55.8,21.2,100.49
Skylar Mays,ATL,ATL @ HOU,04/10/2022,W,2,25.0,100.0,-75.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.77
Feron Hunt,NYK,NYK vs. TOR,04/10/2022,W,7,53.8,84.6,-30.8,33.3,1.00,25.0,11.1,0.0,4.8,25.0,0.0,0.0,17.6,95.51
Kai Jones,CHA,CHA vs. WAS,04/10/2022,W,3,33.3,100.0,-66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.48
Danny Green,PHI,PHI vs. DET,04/10/2022,W,20,110.0,132.5,-22.5,11.8,1.00,33.3,0.0,19.0,10.3,33.3,0.0,0.0,9.3,98.26
Jrue Holiday,MIL,MIL @ CLE,04/10/2022,L,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.00
CJ McCollum,NOP,NOP vs. GSW,04/10/2022,L,6,141.7,100.0,41.7,16.7,0.00,33.3,0.0,20.0,7.7,0.0,0.0,0.0,12.5,103.78
Delon Wright,ATL,ATL @ HOU,04/10/2022,W,22,131.1,100.0,31.1,16.7,0.00,60.0,4.8,4.0,4.3,0.0,0.0,53.2,3.9,100.14
Cassius Winston,WAS,WAS @ CHA,04/10/2022,L,4,66.7,88.9,-22.2,50.0,0.00,25.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,107.11
Moses Wright,DAL,DAL vs. SAS,04/10/2022,W,8,146.7,150.0,-3.3,12.5,0.00,50.0,0.0,40.0,22.2,0.0,0.0,113.6,5.9,94.98
Kevin Knox II,ATL,ATL @ HOU,04/10/2022,W,2,25.0,100.0,-75.0,0.0,0.00,0.0,25.0,33.3,28.6,0.0,0.0,17.4,60.0,110.77
McKinley Wright IV,MIN,MIN vs. CHI,04/10/2022,L,7,143.8,133.3,10.4,22.2,0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.06
Isaiah Todd,WAS,WAS @ CHA,04/10/2022,L,17,82.1,127.0,-45.0,8.3,0.50,16.7,0.0,6.7,2.5,33.3,0.0,0.0,10.2,105.43
Quinndary Weatherspoon,GSW,GSW @ NOP,04/10/2022,W,4,175.0,200.0,-25.0,20.0,0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75
Brandon Goodwin,CLE,CLE vs. MIL,04/10/2022,W,8,55.6,172.2,-116.7,20.0,0.50,20.0,0.0,0.0,0.0,40.0,0.0,0.0,22.2,108.68
Jordan Schakel,WAS,WAS @ CHA,04/10/2022,L,4,66.7,88.9,-22.2,0.0,0.00,0.0,0.0,33.3,9.1,0.0,0.0,0.0,9.1,107.11
Greg Brown III,POR,POR vs. UTA,04/10/2022,L,25,73.6,119.2,-45.6,7.1,0.33,8.3,0.0,8.0,3.7,25.0,18.8,18.8,18.6,100.93
Elijah Hughes,POR,POR vs. UTA,04/10/2022,L,20,67.4,116.3,-48.8,0.0,0.00,0.0,0.0,11.8,4.8,22.2,16.7,29.1,19.6,102.43
Jarred Vanderbilt,MIN,MIN vs. CHI,04/10/2022,L,14,93.1,141.4,-48.3,10.0,0.50,20.0,0.0,33.3,11.5,40.0,0.0,0.0,12.9,97.83
Royce O'Neale,UTA,UTA @ POR,04/10/2022,W,27,108.9,89.1,19.8,5.6,0.33,9.1,6.9,3.6,5.3,27.3,25.0,36.3,14.7,98.36
Kevin Huerter,ATL,ATL @ HOU,04/10/2022,W,31,139.3,118.0,21.3,18.5,5.00,35.7,0.0,16.1,8.1,7.1,68.8,68.8,12.5,96.05
Aaron Holiday,PHX,PHX vs. SAC,04/10/2022,L,33,116.4,113.0,3.4,19.2,5.00,20.8,4.4,11.1,6.9,4.2,20.6,27.3,22.6,98.80
R.J. Hampton,ORL,ORL vs. MIA,04/10/2022,W,33,110.8,105.6,5.3,25.0,5.00,22.7,5.4,9.8,7.7,4.5,62.5,63.9,21.3,105.38
Evan Fournier,NYK,NYK vs. TOR,04/10/2022,W,33,104.6,106.2,-1.5,20.0,0.00,31.3,0.0,10.0,4.5,0.0,27.3,27.3,14.5,95.56
Payton Pritchard,BOS,BOS @ MEM,04/10/2022,W,15,147.1,91.4,55.6,28.6,0.00,30.8,14.3,10.0,11.8,0.0,62.5,67.6,22.0,107.65
Armoni Brooks,TOR,TOR @ NYK,04/10/2022,L,18,84.6,112.5,-27.9,0.0,0.00,0.0,0.0,11.1,5.4,20.0,37.5,37.5,12.2,105.63
Javonte Green,CHI,CHI @ MIN,04/10/2022,W,40,117.9,112.8,5.1,6.3,0.00,20.0,3.0,16.2,10.0,0.0,50.0,50.0,8.3,102.81
Matt Ryan,BOS,BOS @ MEM,04/10/2022,W,5,116.7,91.7,25.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,30.0,30.0,35.7,109.71
Oshae Brissett,IND,IND @ BKN,04/10/2022,L,36,118.7,127.3,-8.6,12.5,0.00,12.0,6.7,20.0,11.4,0.0,62.5,64.3,25.6,101.93
